feature,importance
Treasury_10Y_bb_lower90,0.045996472
Energy_Index_bb_upper90,0.0366097
Treasury_2Y_bb_lower90,0.030541437
Corn_volume_std7,0.0293573
Coffee_volume_bb_upper7,0.027265964
Coffee_volume_bb_lower90,0.0255626
Treasury_2Y_bb_upper90,0.025015472
Corn_bb_upper90,0.024831865
Platinum_bb_upper90,0.02395601
Energy_Index_std30,0.023870828
Wheat_std30,0.023077283
Sugar_volume_vol_ratio_30_90,0.022835461
Soybean_Meal_std30,0.022602424
Cotton_volume_std90,0.022451576
Corn_volume_ma7,0.021926098
Soybean_Oil_volume_bb_upper7,0.019770414
Corn_bb_lower90,0.019760754
Baltic_Dry_Index_vol_ratio_30_90,0.019695353
Wheat_volume_bb_lower7,0.01893022
Oat_bb_lower90,0.018674176
Treasury_10Y_vol_ratio_30_90,0.018132333
Oat_volume_vol_ratio_30_90,0.01769817
DXY_bb_lower90,0.017651882
SolarRad_Global_Grain_bb_lower30,0.017588316
Soybean_Meal_std7,0.017525457
Cocoa_volume_bb_upper90,0.01739154
Cotton_volume_bb_lower90,0.017109923
SP500_std90,0.016885966
Lumber_vol_ratio_30_90,0.016862763
Soybean_Oil_volume_bb_upper90,0.016688284
Soybeans_vol_ratio_30_90,0.016679594
article_count_change,0.016565243
Corn_vol_ratio_30_90,0.016018583
Heating_Oil_volume_bb_upper90,0.016010324
Precip_Global_Grain_vol_ratio_30_90,0.015936676
Precip_Global_Grain_bb_upper30,0.015922517
Treasury_2Y_vol_ratio_30_90,0.015896758
Precip_Deficit_lag30,0.015489074
Precip_Deficit_simple_return7,0.0152338855
Wheat_volume_bb_upper90,0.015057608
Lumber_volume_bb_upper90,0.0143816415
Natural_Gas_volume_bb_upper90,0.014069176
Soybean_Meal_vol_ratio_30_90,0.013256876
Oat_volume_bb_lower90,0.013238647
Precip_Global_Grain_bb_lower90,0.01278428
Soybean_Oil_volume_bb_lower30,0.012502389
Cocoa_volume_bb_lower90,0.011722019
GDD_Global_Grain_bb_lower90,0.010636391
Natural_Gas_std90,0.010202077
Copper_volume_vol_ratio_7_30,0.009917503
Lumber_std90,0.008404741
Copper_bb_lower90,0.0081304675
Coffee_std7,0.006613463
Copper_volume_bb_lower30,0.006163675
Crude_Oil_volume_bb_lower90,0.005643775
Heating_Oil_volume_bb_lower90,0.0049975924
Wheat_volume_bb_upper7,0.002258948
Crude_Oil_volume_vol_ratio_7_30,0.0
Silver_vol_ratio_30_90,0.0
tone_ma30,0.0
USD_ARS_bb_lower90,0.0
Soybeans_volume_bb_lower90,0.0
Crude_Oil_volume_bb_upper90,0.0
Natural_Gas_volume_std7,0.0
VIX_bb_upper90,0.0
Wheat_volume_ma30,0.0
Sugar_volume_bb_upper90,0.0
Silver_bb_lower90,0.0
Oat_volume_bb_upper30,0.0
GDD_Global_Grain_cumsum30,0.0
Soybeans_volume_bb_upper90,0.0
Oat_volume_bb_lower30,0.0
WindSpeed_Global_Grain_std90,0.0
GDD_Global_Grain_lag7,0.0
Soybeans_volume_bb_upper7,0.0
tone_volatility_7d,0.0
Soybean_Meal_bb_lower90,0.0
Sugar_volume_bb_upper30,0.0
Cocoa_volume_bb_upper30,0.0
article_count,0.0
RBOB_Gasoline_volume_std7,0.0
Soybeans_volume_ma30,0.0
Soybean_Meal_volume_bb_upper7,0.0
Crude_Oil_volume_std7,0.0
Lumber_std30,0.0
ET0_Global_Grain_lag30,0.0
SolarRad_Global_Grain_vol_ratio_30_90,0.0
Crude_Oil_std7,0.0
DXY_vol_ratio_30_90,0.0
RBOB_Gasoline_bb_upper90,0.0
Copper_bb_upper90,0.0
Heating_Oil_volume_bb_upper7,0.0
WindSpeed_Global_Grain_simple_return90,0.0
Gold_vol_ratio_30_90,0.0
Precip_Deficit_vol_ratio_30_90,0.0
Soybean_Oil_vol_ratio_30_90,0.0
Natural_Gas_volume_vol_ratio_30_90,0.0
RH_Global_Grain,0.0
tone_mean,0.0
tone_std,0.0
tone_volatility_30d,0.0
ET0_Global_Grain_vol_ratio_30_90,0.0
tone_momentum_7d,0.0
tone_percentile_30d,0.0
Corn_volume_bb_lower30,0.0
Soybean_Meal_volume_vol_ratio_30_90,0.0
Lumber_bb_lower30,0.0
Sugar_volume_bb_upper7,0.0
Cocoa_std90,0.0
RH_Global_Grain_vol_ratio_7_30,0.0
Copper_volume_bb_lower90,0.0
Wheat_std7,0.0
