date,news_volume,news_sentiment_normalized,news_sentiment_7d_ma,news_volume_7d_ma,news_sentiment_change,news_volume_change,news_sentiment_percentile,news_extreme_positive,news_extreme_negative
2024-01-01,899,-0.011028878891905349,-0.011028878891905349,899.0,,,,0,0
2024-01-03,1877,-0.00975335829642917,-0.010391118594167258,1388.0,0.0012755205954761793,978.0,,0,0
2024-01-04,1779,-0.011808182081779157,-0.010863473090037892,1518.3333333333333,-0.002054823785349987,-98.0,,0,0
2024-01-05,1986,-0.011078300912237795,-0.010917180045587867,1635.25,0.0007298811695413618,207.0,,0,0
2024-01-06,742,-0.014070501836828625,-0.011547844403836018,1456.6,-0.0029922009245908297,-1244.0,,0,0
2024-01-07,872,-0.011841717162403781,-0.011596823196930646,1359.1666666666667,0.0022287846744248434,130.0,,0,0
2024-01-08,2133,-0.009157655308170944,-0.011248370641393545,1469.7142857142858,0.002684061854232837,1261.0,,0,0
2024-01-09,2023,-0.010911338025661028,-0.01123157908907293,1630.2857142857142,-0.0017536827174900842,-110.0,,0,0
2024-01-10,1983,-0.008687511912871456,-0.011079315319993255,1645.4285714285713,0.0022238261127895727,-40.0,,0,0
2024-01-11,2000,-0.009258994819407954,-0.010715145711083082,1677.0,-0.0005714829065364985,17.0,,0,0
2024-01-12,1597,-0.007667220594189843,-0.010227848522790519,1621.4285714285713,0.0015917742252181113,-403.0,,0,0
2024-01-13,700,-0.005306527302317826,-0.008975852160717546,1615.4285714285713,0.0023606932918720167,-897.0,,0,0
2024-01-14,820,-0.009486824442398433,-0.008639438915002498,1608.0,-0.004180297140080607,120.0,,0,0
2024-01-15,1392,-0.004828330855718122,-0.008020963993223523,1502.142857142857,0.004658493586680312,572.0,,0,0
2024-01-16,1825,-0.009771925905445636,-0.007858190833192754,1473.857142857143,-0.004943595049727514,433.0,,0,0
2024-01-17,1723,-0.006165163388927685,-0.007497855329772214,1436.7142857142858,0.003606762516517951,-102.0,,0,0
2024-01-18,2271,-0.0066999987348285404,-0.0071322844605465835,1475.4285714285713,-0.0005348353459008557,548.0,,0,0
2024-01-19,1503,-0.012168940161670097,-0.007775387255900906,1462.0,-0.005468941426841557,-768.0,,0,0
2024-01-20,844,-0.007646215959888352,-0.008109628492696695,1482.5714285714287,0.0045227242017817455,-659.0,,0,0
2024-01-21,887,-0.008801954186269249,-0.00801178988467824,1492.142857142857,-0.0011557382263808974,43.0,,0,0
2024-01-22,1742,-0.00900708841167091,-0.008608755249814352,1542.142857142857,-0.0002051342254016618,855.0,,0,0
2024-01-23,2182,-0.00655944870708129,-0.008149829935762304,1593.142857142857,0.0024476397045896207,440.0,,0,0
2024-01-24,1962,-0.004131401184121437,-0.00785929247793284,1627.2857142857142,0.0024280475229598534,-220.0,,0,0
2024-01-25,1976,-0.009606537900109013,-0.008274512358687192,1585.142857142857,-0.005475136715987577,14.0,,0,0
2024-01-26,1797,-0.009225290550014387,-0.00785399098559352,1627.142857142857,0.0003812473500946264,-179.0,,0,0
2024-01-27,763,-0.009825798068875524,-0.008165359858305974,1615.5714285714287,-0.0006005075188611365,-1034.0,,0,0
2024-01-28,1010,-0.008625066841254714,-0.008140090237589612,1633.142857142857,0.0012007312276208094,247.0,,0,0
2024-01-29,1653,-0.008082651593760051,-0.008008027835030917,1620.4285714285713,0.0005424152474946629,643.0,,0,0
2024-01-30,1950,-0.0014674104617573367,-0.007280593799984638,1587.2857142857142,0.006615241132002714,297.0,,0,0
2024-01-31,1966,-0.004433210532159592,-0.007323709421132946,1587.857142857143,-0.0029658000704022554,16.0,93.33333333333333,1,0
