EDAD,edad2,educ,ingreso_total_familiar,horastrab,POBRE,ANO,HOGAR_ID
26.0,676.0,14,160249.07578558224,20.0,0,2005,125188  _1.0
27.0,729.0,0,160249.07578558224,20.0,0,2005,125188  _1.0
54.0,2916.0,14,1809034.011090573,40.0,0,2005,125436  _1.0
54.0,2916.0,14,1809034.011090573,40.0,0,2005,125436  _1.0
27.0,729.0,14,1809034.011090573,40.0,0,2005,125436  _1.0
20.0,400.0,12,1809034.011090573,40.0,0,2005,125436  _1.0
18.0,324.0,17,1809034.011090573,40.0,0,2005,125436  _1.0
75.0,5625.0,0,373914.5101663586,25.0,0,2005,125533  _1.0
75.0,5625.0,0,373914.5101663586,25.0,0,2005,125533  _1.0
66.0,4356.0,17,373914.5101663586,25.0,0,2005,125533  _1.0
94.0,8836.0,0,373914.5101663586,25.0,0,2005,125533  _1.0
76.0,5776.0,9,53416.358595194084,48.0,0,2005,125533  _2.0
55.0,3025.0,12,1228576.247689464,60.0,0,2005,125558  _1.0
52.0,2704.0,0,1228576.247689464,60.0,0,2005,125558  _1.0
26.0,676.0,17,1228576.247689464,60.0,0,2005,125558  _1.0
21.0,441.0,17,1228576.247689464,60.0,0,2005,125558  _1.0
56.0,3136.0,14,1175159.8890942698,54.0,0,2005,125599  _1.0
49.0,2401.0,14,1175159.8890942698,54.0,0,2005,125599  _1.0
18.0,324.0,12,1175159.8890942698,54.0,0,2005,125599  _1.0
16.0,256.0,12,1175159.8890942698,54.0,0,2005,125599  _1.0
78.0,6084.0,14,1175159.8890942698,54.0,0,2005,125599  _1.0
46.0,2116.0,0,2777650.646950092,45.0,0,2005,126225  _1.0
42.0,1764.0,0,2777650.646950092,45.0,0,2005,126225  _1.0
22.0,484.0,17,2777650.646950092,45.0,0,2005,126225  _1.0
19.0,361.0,14,2777650.646950092,45.0,0,2005,126225  _1.0
66.0,4356.0,0,2563985.212569316,45.0,0,2005,126368  _1.0
64.0,4096.0,0,2563985.212569316,45.0,0,2005,126368  _1.0
37.0,1369.0,12,213665.43438077634,60.0,0,2005,126449  _1.0
31.0,961.0,9,213665.43438077634,60.0,0,2005,126449  _1.0
10.0,100.0,7,213665.43438077634,60.0,0,2005,126449  _1.0
47.0,2209.0,17,1246381.7005545285,50.0,0,2005,126768  _2.0
32.0,1024.0,14,409525.41589648795,54.0,0,2005,126799  _1.0
25.0,625.0,14,409525.41589648795,54.0,0,2005,126799  _1.0
65.0,4225.0,12,409525.41589648795,54.0,0,2005,126799  _1.0
28.0,784.0,12,249276.34011090573,60.0,0,2005,127247  _2.0
25.0,625.0,17,249276.34011090573,60.0,0,2005,127247  _2.0
35.0,1225.0,17,787001.0166358595,42.0,0,2005,127415  _1.0
27.0,729.0,17,1064766.0813308686,45.0,0,2005,127924  _1.0
29.0,841.0,0,1064766.0813308686,45.0,0,2005,127924  _1.0
53.0,2809.0,0,1388825.323475046,40.0,0,2005,128148  _1.0
48.0,2304.0,0,1388825.323475046,40.0,0,2005,128148  _1.0
16.0,256.0,12,1388825.323475046,40.0,0,2005,128148  _1.0
13.0,169.0,12,1388825.323475046,40.0,0,2005,128148  _1.0
46.0,2116.0,14,213665.43438077634,42.0,0,2005,128340  _1.0
19.0,361.0,17,213665.43438077634,42.0,0,2005,128340  _1.0
33.0,1089.0,14,783439.9260628466,84.0,0,2005,128921  _1.0
60.0,3600.0,9,783439.9260628466,84.0,0,2005,128921  _1.0
38.0,1444.0,14,783439.9260628466,84.0,0,2005,128921  _1.0
31.0,961.0,0,1050521.7190388169,54.0,0,2005,129328  _1.0
60.0,3600.0,14,637435.212569316,40.0,0,2005,129670  _1.0
25.0,625.0,17,409525.41589648795,25.0,0,2005,129959  _1.0
29.0,841.0,17,409525.41589648795,25.0,0,2005,129959  _1.0
33.0,1089.0,0,560871.7652495379,27.0,0,2005,130029  _1.0
60.0,3600.0,0,1241040.0646950093,21.0,0,2005,130657  _1.0
60.0,3600.0,14,1241040.0646950093,21.0,0,2005,130657  _1.0
33.0,1089.0,17,1241040.0646950093,21.0,0,2005,130657  _1.0
28.0,784.0,14,1241040.0646950093,21.0,0,2005,130657  _1.0
25.0,625.0,14,277765.0646950092,32.0,0,2005,130914  _1.0
50.0,2500.0,17,605385.3974121996,60.0,0,2005,130930  _1.0
20.0,400.0,17,605385.3974121996,60.0,0,2005,130930  _1.0
16.0,256.0,12,605385.3974121996,60.0,0,2005,130930  _1.0
34.0,1156.0,14,997105.3604436229,63.0,0,2005,131244  _1.0
28.0,784.0,12,997105.3604436229,63.0,0,2005,131244  _1.0
75.0,5625.0,14,715066.9870609981,44.0,0,2005,131837  _1.0
75.0,5625.0,14,715066.9870609981,44.0,0,2005,131837  _1.0
66.0,4356.0,14,715066.9870609981,44.0,0,2005,131837  _1.0
60.0,3600.0,12,1228576.247689464,44.0,0,2005,132112  _1.0
57.0,3249.0,9,1228576.247689464,44.0,0,2005,132112  _1.0
27.0,729.0,14,1228576.247689464,44.0,0,2005,132112  _1.0
25.0,625.0,12,1228576.247689464,44.0,0,2005,132112  _1.0
18.0,324.0,12,1228576.247689464,44.0,0,2005,132112  _1.0
24.0,576.0,12,1228576.247689464,44.0,0,2005,132112  _1.0
5.0,25.0,7,1228576.247689464,44.0,0,2005,132112  _1.0
2.0,4.0,3,1228576.247689464,44.0,0,2005,132112  _1.0
54.0,2916.0,17,747829.0203327172,25.0,0,2005,132113  _1.0
51.0,2601.0,14,747829.0203327172,25.0,0,2005,132113  _1.0
25.0,625.0,17,747829.0203327172,25.0,0,2005,132113  _1.0
24.0,576.0,17,747829.0203327172,25.0,0,2005,132113  _1.0
39.0,1521.0,9,356109.0573012939,45.0,0,2005,133114  _1.0
32.0,1024.0,9,356109.0573012939,45.0,0,2005,133114  _1.0
13.0,169.0,12,356109.0573012939,45.0,0,2005,133114  _1.0
10.0,100.0,7,356109.0573012939,45.0,0,2005,133114  _1.0
49.0,2401.0,0,534163.5859519409,40.0,0,2005,133430  _1.0
57.0,3249.0,0,534163.5859519409,40.0,0,2005,133430  _1.0
12.0,144.0,7,534163.5859519409,40.0,0,2005,133430  _1.0
33.0,1089.0,12,669485.0277264325,32.0,0,2005,133492  _1.0
33.0,1089.0,14,669485.0277264325,32.0,0,2005,133492  _1.0
70.0,4900.0,17,124638.17005545287,42.0,1,2005,134256  _1.0
69.0,4761.0,9,124638.17005545287,42.0,1,2005,134256  _1.0
34.0,1156.0,14,124638.17005545287,42.0,1,2005,134256  _1.0
40.0,1600.0,0,997105.3604436229,36.0,0,2005,134746  _1.0
35.0,1225.0,0,997105.3604436229,36.0,0,2005,134746  _1.0
4.0,16.0,3,997105.3604436229,36.0,0,2005,134746  _1.0
40.0,1600.0,0,794123.1977818854,45.0,0,2005,134774  _2.0
36.0,1296.0,0,794123.1977818854,45.0,0,2005,134774  _2.0
1.0,1.0,3,794123.1977818854,45.0,0,2005,134774  _2.0
43.0,1849.0,12,886711.5526802217,56.0,0,2005,135956  _1.0
34.0,1156.0,14,886711.5526802217,56.0,0,2005,135956  _1.0
14.0,196.0,12,886711.5526802217,56.0,0,2005,135956  _1.0
10.0,100.0,7,886711.5526802217,56.0,0,2005,135956  _1.0
1.0,1.0,3,886711.5526802217,56.0,0,2005,135956  _1.0
1.0,1.0,3,886711.5526802217,56.0,0,2005,135956  _1.0
43.0,1849.0,0,249276.34011090573,16.0,0,2005,136082  _1.0
15.0,225.0,12,249276.34011090573,16.0,0,2005,136082  _1.0
13.0,169.0,12,249276.34011090573,16.0,0,2005,136082  _1.0
41.0,1681.0,17,783439.9260628466,45.0,0,2005,136620  _1.0
52.0,2704.0,9,381036.69131238444,4.0,1,2005,137393  _1.0
28.0,784.0,12,381036.69131238444,4.0,1,2005,137393  _1.0
25.0,625.0,17,381036.69131238444,4.0,1,2005,137393  _1.0
23.0,529.0,12,381036.69131238444,4.0,1,2005,137393  _1.0
16.0,256.0,12,381036.69131238444,4.0,1,2005,137393  _1.0
34.0,1156.0,12,381036.69131238444,4.0,1,2005,137393  _1.0
5.0,25.0,7,381036.69131238444,4.0,1,2005,137393  _1.0
5.0,25.0,3,381036.69131238444,4.0,1,2005,137393  _1.0
38.0,1444.0,12,494991.5896487985,48.0,0,2005,137988  _1.0
36.0,1296.0,14,494991.5896487985,48.0,0,2005,137988  _1.0
12.0,144.0,7,494991.5896487985,48.0,0,2005,137988  _1.0
13.0,169.0,12,494991.5896487985,48.0,0,2005,137988  _1.0
9.0,81.0,7,494991.5896487985,48.0,0,2005,137988  _1.0
7.0,49.0,7,494991.5896487985,48.0,0,2005,137988  _1.0
72.0,5184.0,14,550544.6025878004,16.0,0,2005,138160  _1.0
68.0,4624.0,14,550544.6025878004,16.0,0,2005,138160  _1.0
62.0,3844.0,17,331181.4232902033,40.0,0,2005,138397  _1.0
19.0,361.0,17,331181.4232902033,40.0,0,2005,138397  _1.0
37.0,1369.0,12,356109.0573012939,40.0,0,2005,138793  _1.0
37.0,1369.0,14,356109.0573012939,40.0,0,2005,138793  _1.0
11.0,121.0,7,356109.0573012939,40.0,0,2005,138793  _1.0
9.0,81.0,7,356109.0573012939,40.0,0,2005,138793  _1.0
3.0,9.0,3,356109.0573012939,40.0,0,2005,138793  _1.0
35.0,1225.0,14,569774.4916820702,45.0,0,2005,138885  _1.0
31.0,961.0,14,569774.4916820702,45.0,0,2005,138885  _1.0
50.0,2500.0,9,142443.62292051755,1.0,0,2005,139766  _1.0
46.0,2116.0,0,534163.5859519409,54.0,0,2005,140286  _1.0
48.0,2304.0,0,534163.5859519409,54.0,0,2005,140286  _1.0
16.0,256.0,12,534163.5859519409,54.0,0,2005,140286  _1.0
12.0,144.0,12,534163.5859519409,54.0,0,2005,140286  _1.0
37.0,1369.0,0,462941.77449168207,40.0,0,2005,141212  _1.0
48.0,2304.0,0,1566879.852125693,46.0,0,2005,141389  _1.0
39.0,1521.0,14,1566879.852125693,46.0,0,2005,141389  _1.0
6.0,36.0,7,1566879.852125693,46.0,0,2005,141389  _1.0
33.0,1089.0,0,320498.1515711645,30.0,0,2005,141439  _1.0
36.0,1296.0,9,619629.7597042513,48.0,0,2005,141480  _1.0
36.0,1296.0,12,619629.7597042513,48.0,0,2005,141480  _1.0
86.0,7396.0,9,619629.7597042513,48.0,0,2005,141480  _1.0
2.0,4.0,3,619629.7597042513,48.0,0,2005,141480  _1.0
41.0,1681.0,17,569774.4916820702,30.0,0,2005,141530  _1.0
56.0,3136.0,9,195859.98151571164,24.0,1,2005,141616  _1.0
16.0,256.0,12,195859.98151571164,24.0,1,2005,141616  _1.0
14.0,196.0,7,195859.98151571164,24.0,1,2005,141616  _1.0
22.0,484.0,12,195859.98151571164,24.0,1,2005,141616  _1.0
36.0,1296.0,0,534163.5859519409,60.0,0,2005,141644  _1.0
4.0,16.0,3,534163.5859519409,60.0,0,2005,141644  _1.0
47.0,2209.0,9,213665.43438077634,55.0,0,2005,141644  _3.0
65.0,4225.0,7,1139548.9833641404,48.0,0,2005,141767  _1.0
67.0,4489.0,9,1139548.9833641404,48.0,0,2005,141767  _1.0
34.0,1156.0,0,1139548.9833641404,48.0,0,2005,141767  _1.0
63.0,3969.0,0,2154459.796672828,9.0,0,2005,141769  _1.0
60.0,3600.0,0,2154459.796672828,9.0,0,2005,141769  _1.0
28.0,784.0,0,2154459.796672828,9.0,0,2005,141769  _1.0
24.0,576.0,0,2154459.796672828,9.0,0,2005,141769  _1.0
59.0,3481.0,14,445136.32162661734,20.0,0,2005,141962  _1.0
25.0,625.0,0,445136.32162661734,20.0,0,2005,141962  _1.0
55.0,3025.0,12,1780545.2865064694,40.0,0,2005,142099  _1.0
54.0,2916.0,14,1780545.2865064694,40.0,0,2005,142099  _1.0
60.0,3600.0,0,2777650.646950092,35.0,0,2005,142111  _1.0
58.0,3364.0,0,2777650.646950092,35.0,0,2005,142111  _1.0
20.0,400.0,17,2777650.646950092,35.0,0,2005,142111  _1.0
47.0,2209.0,0,4451363.216266174,55.0,0,2005,142155  _1.0
45.0,2025.0,0,4451363.216266174,55.0,0,2005,142155  _1.0
16.0,256.0,12,4451363.216266174,55.0,0,2005,142155  _1.0
14.0,196.0,12,4451363.216266174,55.0,0,2005,142155  _1.0
33.0,1089.0,14,240373.61367837337,60.0,0,2005,142155  _2.0
45.0,2025.0,0,756731.7467652495,40.0,0,2005,142257  _1.0
14.0,196.0,12,756731.7467652495,40.0,0,2005,142257  _1.0
12.0,144.0,7,756731.7467652495,40.0,0,2005,142257  _1.0
80.0,6400.0,9,238593.0683918669,12.0,1,2005,142820  _1.0
53.0,2809.0,7,238593.0683918669,12.0,1,2005,142820  _1.0
29.0,841.0,17,238593.0683918669,12.0,1,2005,142820  _1.0
17.0,289.0,12,238593.0683918669,12.0,1,2005,142820  _1.0
58.0,3364.0,12,106832.71719038817,6.0,1,2005,142832  _1.0
31.0,961.0,17,106832.71719038817,6.0,1,2005,142832  _1.0
59.0,3481.0,9,1025594.0850277264,54.0,0,2005,142878  _1.0
56.0,3136.0,9,1025594.0850277264,54.0,0,2005,142878  _1.0
39.0,1521.0,17,1025594.0850277264,54.0,0,2005,142878  _1.0
37.0,1369.0,14,1025594.0850277264,54.0,0,2005,142878  _1.0
35.0,1225.0,14,1025594.0850277264,54.0,0,2005,142878  _1.0
20.0,400.0,17,1025594.0850277264,54.0,0,2005,142878  _1.0
40.0,1600.0,14,1025594.0850277264,54.0,0,2005,142878  _1.0
4.0,16.0,3,1025594.0850277264,54.0,0,2005,142878  _1.0
82.0,6724.0,14,172712.89279112752,45.0,1,2005,143026  _1.0
38.0,1444.0,14,172712.89279112752,45.0,1,2005,143026  _1.0
41.0,1681.0,7,172712.89279112752,45.0,1,2005,143026  _1.0
41.0,1681.0,7,172712.89279112752,45.0,1,2005,143026  _1.0
29.0,841.0,9,427330.8687615527,40.0,0,2005,143259  _1.0
6.0,36.0,7,427330.8687615527,40.0,0,2005,143259  _1.0
2.0,4.0,3,427330.8687615527,40.0,0,2005,143259  _1.0
46.0,2116.0,9,142443.62292051755,72.0,0,2005,143386  _2.0
40.0,1600.0,0,462941.77449168207,35.0,0,2005,143414  _1.0
6.0,36.0,7,462941.77449168207,35.0,0,2005,143414  _1.0
44.0,1936.0,0,925883.5489833641,50.0,0,2005,143444  _1.0
45.0,2025.0,0,925883.5489833641,50.0,0,2005,143444  _1.0
19.0,361.0,17,925883.5489833641,50.0,0,2005,143444  _1.0
64.0,4096.0,17,231470.88724584103,84.0,0,2005,143574  _1.0
63.0,3969.0,12,231470.88724584103,84.0,0,2005,143574  _1.0
28.0,784.0,12,231470.88724584103,84.0,0,2005,143574  _1.0
50.0,2500.0,17,480747.22735674673,35.0,0,2005,144165  _1.0
49.0,2401.0,0,480747.22735674673,35.0,0,2005,144165  _1.0
15.0,225.0,12,480747.22735674673,35.0,0,2005,144165  _1.0
20.0,400.0,17,480747.22735674673,35.0,0,2005,144165  _1.0
43.0,1849.0,17,747829.0203327172,54.0,0,2005,144327  _1.0
41.0,1681.0,17,747829.0203327172,54.0,0,2005,144327  _1.0
3.0,9.0,3,747829.0203327172,54.0,0,2005,144327  _1.0
36.0,1296.0,0,555530.1293900184,48.0,0,2005,145699  _1.0
32.0,1024.0,14,555530.1293900184,48.0,0,2005,145699  _1.0
8.0,64.0,7,555530.1293900184,48.0,0,2005,145699  _1.0
6.0,36.0,7,555530.1293900184,48.0,0,2005,145699  _1.0
5.0,25.0,3,555530.1293900184,48.0,0,2005,145699  _1.0
42.0,1764.0,9,1994210.7208872458,104.0,0,2005,145792  _1.0
41.0,1681.0,9,1994210.7208872458,104.0,0,2005,145792  _1.0
20.0,400.0,12,1994210.7208872458,104.0,0,2005,145792  _1.0
17.0,289.0,12,1994210.7208872458,104.0,0,2005,145792  _1.0
16.0,256.0,12,1994210.7208872458,104.0,0,2005,145792  _1.0
14.0,196.0,12,1994210.7208872458,104.0,0,2005,145792  _1.0
35.0,1225.0,0,989983.179297597,38.0,0,2005,145797  _1.0
55.0,3025.0,14,697973.752310536,53.0,0,2005,145906  _1.0
25.0,625.0,14,697973.752310536,53.0,0,2005,145906  _1.0
70.0,4900.0,0,3190737.1534195933,50.0,0,2005,146190  _1.0
63.0,3969.0,0,3190737.1534195933,50.0,0,2005,146190  _1.0
50.0,2500.0,14,213665.43438077634,48.0,0,2005,146277  _1.0
47.0,2209.0,14,213665.43438077634,48.0,0,2005,146277  _1.0
55.0,3025.0,14,1673712.5693160812,50.0,0,2005,146849  _1.0
29.0,841.0,17,1673712.5693160812,50.0,0,2005,146849  _1.0
61.0,3721.0,14,640996.303142329,38.0,0,2005,146964  _1.0
29.0,841.0,14,448697.4121996303,60.0,0,2005,147092  _1.0
37.0,1369.0,14,448697.4121996303,60.0,0,2005,147092  _1.0
4.0,16.0,3,448697.4121996303,60.0,0,2005,147092  _1.0
7.0,49.0,7,448697.4121996303,60.0,0,2005,147092  _1.0
75.0,5625.0,14,448697.4121996303,60.0,0,2005,147092  _1.0
75.0,5625.0,14,448697.4121996303,60.0,0,2005,147092  _1.0
78.0,6084.0,14,142443.62292051755,44.0,0,2005,147705  _1.0
65.0,4225.0,14,142443.62292051755,44.0,0,2005,147705  _1.0
52.0,2704.0,0,498552.68022181146,3.0,0,2005,147858  _1.0
43.0,1849.0,14,113954.89833641404,70.0,1,2005,148005  _1.0
44.0,1936.0,9,113954.89833641404,70.0,1,2005,148005  _1.0
40.0,1600.0,0,366792.3290203327,69.0,0,2005,148151  _1.0
41.0,1681.0,14,366792.3290203327,69.0,0,2005,148151  _1.0
14.0,196.0,12,366792.3290203327,69.0,0,2005,148151  _1.0
12.0,144.0,7,366792.3290203327,69.0,0,2005,148151  _1.0
9.0,81.0,7,366792.3290203327,69.0,0,2005,148151  _1.0
38.0,1444.0,0,1424436.2292051755,24.0,0,2005,148222  _1.0
43.0,1849.0,0,1424436.2292051755,24.0,0,2005,148222  _1.0
2.0,4.0,3,1424436.2292051755,24.0,0,2005,148222  _1.0
24.0,576.0,0,640996.303142329,50.0,0,2005,148452  _1.0
28.0,784.0,0,640996.303142329,50.0,0,2005,148452  _1.0
31.0,961.0,0,640996.303142329,50.0,0,2005,148452  _1.0
27.0,729.0,0,640996.303142329,32.0,0,2005,148455  _1.0
25.0,625.0,14,640996.303142329,32.0,0,2005,148455  _1.0
5.0,25.0,7,640996.303142329,32.0,0,2005,148455  _1.0
64.0,4096.0,7,256754.6303142329,45.0,0,2005,148621  _1.0
39.0,1521.0,14,445136.32162661734,40.0,0,2005,148623  _1.0
36.0,1296.0,14,445136.32162661734,40.0,0,2005,148623  _1.0
56.0,3136.0,0,535944.1312384473,45.0,0,2005,148779  _1.0
56.0,3136.0,0,535944.1312384473,45.0,0,2005,148779  _1.0
26.0,676.0,0,535944.1312384473,45.0,0,2005,148779  _1.0
24.0,576.0,0,535944.1312384473,45.0,0,2005,148779  _1.0
23.0,529.0,17,535944.1312384473,45.0,0,2005,148779  _1.0
20.0,400.0,17,535944.1312384473,45.0,0,2005,148779  _1.0
25.0,625.0,7,224348.70609981514,60.0,0,2005,148779  _3.0
77.0,5929.0,17,829734.1035120147,40.0,0,2005,148802  _1.0
41.0,1681.0,12,829734.1035120147,40.0,0,2005,148802  _1.0
21.0,441.0,14,829734.1035120147,40.0,0,2005,148802  _1.0
86.0,7396.0,7,829734.1035120147,40.0,0,2005,148802  _1.0
59.0,3481.0,0,113954.89833641404,14.0,0,2005,149510  _1.0
52.0,2704.0,14,178054.52865064694,30.0,0,2005,150561  _1.0
25.0,625.0,0,178054.52865064694,30.0,0,2005,150561  _1.0
28.0,784.0,0,776317.7449168207,40.0,0,2005,151070  _1.0
26.0,676.0,17,776317.7449168207,40.0,0,2005,151070  _1.0
60.0,3600.0,0,1314042.4214417743,60.0,0,2005,151089  _1.0
53.0,2809.0,0,1314042.4214417743,60.0,0,2005,151089  _1.0
28.0,784.0,0,1314042.4214417743,60.0,0,2005,151089  _1.0
20.0,400.0,0,1314042.4214417743,60.0,0,2005,151089  _1.0
30.0,900.0,0,988202.6340110905,40.0,0,2005,151679  _1.0
30.0,900.0,0,988202.6340110905,40.0,0,2005,151679  _1.0
3.0,9.0,3,988202.6340110905,40.0,0,2005,151679  _1.0
32.0,1024.0,17,587579.9445471349,45.0,0,2005,152306  _1.0
33.0,1089.0,17,587579.9445471349,45.0,0,2005,152306  _1.0
31.0,961.0,17,1192965.3419593344,44.0,0,2005,152317  _1.0
35.0,1225.0,17,1192965.3419593344,44.0,0,2005,152317  _1.0
30.0,900.0,0,961494.4547134935,40.0,0,2005,152571  _1.0
24.0,576.0,0,961494.4547134935,40.0,0,2005,152571  _1.0
46.0,2116.0,9,232895.3234750462,48.0,0,2005,152687  _2.0
41.0,1681.0,9,232895.3234750462,48.0,0,2005,152687  _2.0
43.0,1849.0,9,295570.51756007393,25.0,0,2005,152692  _2.0
18.0,324.0,12,295570.51756007393,25.0,0,2005,152692  _2.0
13.0,169.0,12,295570.51756007393,25.0,0,2005,152692  _2.0
40.0,1600.0,17,890272.6432532347,45.0,0,2005,152772  _1.0
36.0,1296.0,17,890272.6432532347,45.0,0,2005,152772  _1.0
14.0,196.0,12,890272.6432532347,45.0,0,2005,152772  _1.0
11.0,121.0,7,890272.6432532347,45.0,0,2005,152772  _1.0
4.0,16.0,3,890272.6432532347,45.0,0,2005,152772  _1.0
2.0,4.0,3,890272.6432532347,45.0,0,2005,152772  _1.0
61.0,3721.0,9,121077.07948243992,16.0,1,2005,152988  _1.0
56.0,3136.0,9,121077.07948243992,16.0,1,2005,152988  _1.0
83.0,6889.0,9,121077.07948243992,16.0,1,2005,152988  _1.0
48.0,2304.0,9,117515.98890942699,36.0,1,2005,153930  _1.0
12.0,144.0,12,117515.98890942699,36.0,1,2005,153930  _1.0
10.0,100.0,7,117515.98890942699,36.0,1,2005,153930  _1.0
8.0,64.0,7,117515.98890942699,36.0,1,2005,153930  _1.0
5.0,25.0,3,117515.98890942699,36.0,1,2005,153930  _1.0
46.0,2116.0,17,284887.2458410351,50.0,0,2005,154008  _1.0
45.0,2025.0,0,284887.2458410351,50.0,0,2005,154008  _1.0
22.0,484.0,17,284887.2458410351,50.0,0,2005,154008  _1.0
14.0,196.0,12,284887.2458410351,50.0,0,2005,154008  _1.0
43.0,1849.0,12,231470.88724584103,43.0,0,2005,154043  _1.0
16.0,256.0,12,231470.88724584103,43.0,0,2005,154043  _1.0
14.0,196.0,12,231470.88724584103,43.0,0,2005,154043  _1.0
7.0,49.0,7,231470.88724584103,43.0,0,2005,154043  _1.0
33.0,1089.0,0,890272.6432532347,40.0,0,2005,154094  _1.0
24.0,576.0,17,890272.6432532347,40.0,0,2005,154094  _1.0
44.0,1936.0,0,712218.1146025878,40.0,0,2005,154584  _1.0
56.0,3136.0,12,455819.5933456562,60.0,0,2005,154772  _1.0
53.0,2809.0,14,455819.5933456562,60.0,0,2005,154772  _1.0
23.0,529.0,0,455819.5933456562,60.0,0,2005,154772  _1.0
80.0,6400.0,9,255686.303142329,10.0,0,2005,155038  _1.0
37.0,1369.0,14,124638.17005545287,60.0,0,2005,155205  _2.0
11.0,121.0,7,124638.17005545287,60.0,0,2005,155205  _2.0
30.0,900.0,12,356109.0573012939,60.0,0,2005,155205  _3.0
26.0,676.0,12,356109.0573012939,60.0,0,2005,155205  _3.0
6.0,36.0,7,356109.0573012939,60.0,0,2005,155205  _3.0
5.0,25.0,7,356109.0573012939,60.0,0,2005,155205  _3.0
3.0,9.0,3,356109.0573012939,60.0,0,2005,155205  _3.0
52.0,2704.0,9,178054.52865064694,40.0,0,2005,155301  _1.0
52.0,2704.0,12,178054.52865064694,40.0,0,2005,155301  _1.0
24.0,576.0,17,284887.2458410351,45.0,0,2005,156217  _1.0
35.0,1225.0,0,584018.853974122,48.0,0,2005,156611  _1.0
65.0,4225.0,14,819050.8317929759,50.0,0,2005,157049  _1.0
59.0,3481.0,14,819050.8317929759,50.0,0,2005,157049  _1.0
21.0,441.0,17,819050.8317929759,50.0,0,2005,157049  _1.0
17.0,289.0,12,819050.8317929759,50.0,0,2005,157049  _1.0
48.0,2304.0,0,1068327.1719038817,54.0,0,2005,157342  _1.0
43.0,1849.0,0,1068327.1719038817,54.0,0,2005,157342  _1.0
6.0,36.0,7,1068327.1719038817,54.0,0,2005,157342  _1.0
1.0,1.0,3,1068327.1719038817,54.0,0,2005,157342  _1.0
25.0,625.0,9,491430.49907578557,56.0,0,2005,158372  _1.0
25.0,625.0,12,491430.49907578557,56.0,0,2005,158372  _1.0
23.0,529.0,9,491430.49907578557,56.0,0,2005,158372  _1.0
4.0,16.0,3,491430.49907578557,56.0,0,2005,158372  _1.0
54.0,2916.0,0,534163.5859519409,40.0,0,2005,158980  _1.0
54.0,2916.0,9,676607.2088724584,66.0,0,2005,159129  _1.0
54.0,2916.0,9,676607.2088724584,66.0,0,2005,159129  _1.0
27.0,729.0,17,676607.2088724584,66.0,0,2005,159129  _1.0
19.0,361.0,17,676607.2088724584,66.0,0,2005,159129  _1.0
24.0,576.0,17,676607.2088724584,66.0,0,2005,159129  _1.0
49.0,2401.0,17,1958599.8151571164,35.0,0,2005,160302  _1.0
49.0,2401.0,14,1958599.8151571164,35.0,0,2005,160302  _1.0
24.0,576.0,17,1958599.8151571164,35.0,0,2005,160302  _1.0
42.0,1764.0,9,623190.8502772643,50.0,0,2005,160649  _1.0
41.0,1681.0,9,623190.8502772643,50.0,0,2005,160649  _1.0
17.0,289.0,12,623190.8502772643,50.0,0,2005,160649  _1.0
10.0,100.0,7,623190.8502772643,50.0,0,2005,160649  _1.0
4.0,16.0,3,623190.8502772643,50.0,0,2005,160649  _1.0
1.0,1.0,3,623190.8502772643,50.0,0,2005,160649  _1.0
38.0,1444.0,0,890272.6432532347,50.0,0,2005,160894  _1.0
34.0,1156.0,0,890272.6432532347,50.0,0,2005,160894  _1.0
45.0,2025.0,9,587579.9445471349,70.0,0,2005,161303  _1.0
39.0,1521.0,9,587579.9445471349,70.0,0,2005,161303  _1.0
23.0,529.0,12,587579.9445471349,70.0,0,2005,161303  _1.0
13.0,169.0,7,587579.9445471349,70.0,0,2005,161303  _1.0
6.0,36.0,7,587579.9445471349,70.0,0,2005,161303  _1.0
60.0,3600.0,12,908078.0961182994,65.0,0,2005,161563  _1.0
57.0,3249.0,9,908078.0961182994,65.0,0,2005,161563  _1.0
29.0,841.0,0,908078.0961182994,65.0,0,2005,161563  _1.0
39.0,1521.0,17,1246381.7005545285,40.0,0,2005,161690  _1.0
30.0,900.0,12,1246381.7005545285,40.0,0,2005,161690  _1.0
5.0,25.0,3,1246381.7005545285,40.0,0,2005,161690  _1.0
45.0,2025.0,0,2172265.2495378926,50.0,0,2005,162130  _1.0
45.0,2025.0,0,2172265.2495378926,50.0,0,2005,162130  _1.0
15.0,225.0,12,2172265.2495378926,50.0,0,2005,162130  _1.0
12.0,144.0,7,2172265.2495378926,50.0,0,2005,162130  _1.0
53.0,2809.0,12,188025.58225508317,20.0,0,2005,162181  _1.0
15.0,225.0,12,188025.58225508317,20.0,0,2005,162181  _1.0
28.0,784.0,14,940127.9112754159,36.0,0,2005,162766  _1.0
34.0,1156.0,14,940127.9112754159,36.0,0,2005,162766  _1.0
52.0,2704.0,9,403827.6709796673,45.0,0,2005,162981  _1.0
46.0,2116.0,12,403827.6709796673,45.0,0,2005,162981  _1.0
20.0,400.0,12,403827.6709796673,45.0,0,2005,162981  _1.0
35.0,1225.0,0,1638101.6635859518,40.0,0,2005,163009  _1.0
33.0,1089.0,0,1638101.6635859518,40.0,0,2005,163009  _1.0
26.0,676.0,14,160249.07578558224,60.0,0,2005,163109  _2.0
43.0,1849.0,14,284887.2458410351,44.0,0,2005,163164  _1.0
44.0,1936.0,14,284887.2458410351,44.0,0,2005,163164  _1.0
