CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,POBRE,EDAD,edad2,educ,ingreso_total_familiar,horastrab_x,horastrab_y,miembros_hogar,horastrab
134746  ,1.0,2.0,2,35.0,,,7,3,4.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.77,2.3200000000000003,475.76240000000007,0,35.0,1225.0,0,997105.3604436229,,,4,36.0
134746  ,1.0,3.0,2,4.0,,,1,4,5.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.55,2.3200000000000003,475.76240000000007,0,4.0,16.0,3,997105.3604436229,,,4,36.0
134746  ,1.0,4.0,2,,,,1,4,5.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.0,2.3200000000000003,475.76240000000007,0,,,3,997105.3604436229,,,4,36.0
134774  ,2.0,1.0,1,40.0,,,7,1,0.0,743.3333333333334,2230.0,1800.0,3.0,No,2005,134774  _2.0,1.0,2.14,438.8498,0,40.0,1600.0,0,794123.1977818854,,,3,45.0
134774  ,2.0,2.0,2,36.0,,,7,3,4.0,743.3333333333334,2230.0,0.0,0.0,0.0,2005,134774  _2.0,0.77,2.14,438.8498,0,36.0,1296.0,0,794123.1977818854,,,3,45.0
134774  ,2.0,3.0,2,1.0,,,1,4,5.0,743.3333333333334,2230.0,0.0,0.0,0.0,2005,134774  _2.0,0.37,2.14,438.8498,0,1.0,1.0,3,794123.1977818854,,,3,45.0
135031  ,1.0,1.0,1,68.0,,,3,1,0.0,1025.0,2050.0,800.0,2.0,No,2005,135031  _1.0,0.83,1.46,299.4022,0,68.0,4624.0,9,730023.5674676525,,,2,
135031  ,1.0,2.0,2,76.0,,,3,3,1.0,1025.0,2050.0,0.0,0.0,0.0,2005,135031  _1.0,0.63,1.46,299.4022,0,76.0,5776.0,9,730023.5674676525,,,2,
135688  ,1.0,1.0,1,74.0,,,7,1,0.0,1950.0,3900.0,900.0,2.0,No,2005,135688  _1.0,0.83,1.5,307.605,0,74.0,5476.0,0,1388825.323475046,,,2,
135688  ,1.0,2.0,2,74.0,,,7,3,4.0,1950.0,3900.0,0.0,0.0,0.0,2005,135688  _1.0,0.67,1.5,307.605,0,74.0,5476.0,0,1388825.323475046,,,2,
135956  ,1.0,1.0,1,43.0,,,4,1,0.0,415.0,2490.0,1300.0,3.0,No,2005,135956  _1.0,1.0,3.97,814.1279,0,43.0,1849.0,12,886711.5526802217,,,6,56.0
135956  ,1.0,2.0,2,34.0,,,5,1,0.0,415.0,2490.0,1190.0,3.0,No,2005,135956  _1.0,0.77,3.97,814.1279,0,34.0,1156.0,14,886711.5526802217,,,6,56.0
135956  ,1.0,3.0,2,14.0,,,4,3,3.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.76,3.97,814.1279,0,14.0,196.0,12,886711.5526802217,,,6,56.0
135956  ,1.0,4.0,2,10.0,,,2,3,3.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.7,3.97,814.1279,0,10.0,100.0,7,886711.5526802217,,,6,56.0
135956  ,1.0,5.0,1,1.0,,,1,4,5.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.37,3.97,814.1279,0,1.0,1.0,3,886711.5526802217,,,6,56.0
135956  ,1.0,6.0,1,1.0,,,1,4,5.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.37,3.97,814.1279,0,1.0,1.0,3,886711.5526802217,,,6,56.0
135980  ,1.0,1.0,1,32.0,,,5,3,7.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,1.0,3.81,781.3167,0,32.0,1024.0,14,439794.6857670979,,,6,
135980  ,1.0,2.0,2,35.0,,,4,1,0.0,205.8333333333333,1235.0,210.0,3.0,No,2005,135980  _1.0,0.77,3.81,781.3167,0,35.0,1225.0,12,439794.6857670979,,,6,
135980  ,1.0,3.0,2,11.0,,,2,3,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.72,3.81,781.3167,0,11.0,121.0,7,439794.6857670979,,,6,
135980  ,1.0,4.0,2,8.0,,,2,4,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.68,3.81,781.3167,0,8.0,64.0,7,439794.6857670979,,,6,
135980  ,1.0,5.0,2,6.0,,,2,4,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.64,3.81,781.3167,0,6.0,36.0,7,439794.6857670979,,,6,
135980  ,1.0,6.0,1,,,,1,4,5.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.0,3.81,781.3167,0,,,3,439794.6857670979,,,6,
136082  ,1.0,1.0,2,43.0,,,7,1,0.0,233.3333333333333,700.0,700.0,2.0,No,2005,136082  _1.0,0.77,2.53,518.8271000000001,0,43.0,1849.0,0,249276.34011090573,,,3,16.0
136082  ,1.0,2.0,1,15.0,,,4,3,3.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,136082  _1.0,1.0,2.53,518.8271000000001,0,15.0,225.0,12,249276.34011090573,,,3,16.0
136082  ,1.0,3.0,2,13.0,,,4,3,3.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,136082  _1.0,0.76,2.53,518.8271000000001,0,13.0,169.0,12,249276.34011090573,,,3,16.0
136620  ,1.0,1.0,1,41.0,,,6,1,0.0,2200.0,2200.0,2200.0,3.0,No,2005,136620  _1.0,1.0,1.0,205.07,0,41.0,1681.0,17,783439.9260628466,,,1,45.0
136767  ,1.0,1.0,1,34.0,,,3,1,0.0,875.0,3500.0,2200.0,3.0,No,2005,136767  _1.0,1.0,2.97,609.0578999999999,0,34.0,1156.0,9,1246381.7005545285,,,4,
136767  ,1.0,2.0,2,33.0,,,5,1,0.0,875.0,3500.0,1300.0,3.0,No,2005,136767  _1.0,0.77,2.97,609.0578999999999,0,33.0,1089.0,14,1246381.7005545285,,,4,
136767  ,1.0,3.0,2,9.0,,,2,4,3.0,875.0,3500.0,0.0,0.0,0.0,2005,136767  _1.0,0.69,2.97,609.0578999999999,0,9.0,81.0,7,1246381.7005545285,,,4,
136767  ,1.0,4.0,2,3.0,,,1,4,5.0,875.0,3500.0,0.0,0.0,0.0,2005,136767  _1.0,0.51,2.97,609.0578999999999,0,3.0,9.0,3,1246381.7005545285,,,4,
136892  ,1.0,1.0,2,70.0,,,4,3,1.0,550.0,1100.0,0.0,0.0,0.0,2005,136892  _1.0,0.67,1.67,342.46689999999995,0,70.0,4900.0,12,391719.9630314233,,,2,
136892  ,1.0,2.0,1,41.0,,,4,1,0.0,550.0,1100.0,800.0,3.0,Sí,2005,136892  _1.0,1.0,1.67,342.46689999999995,0,41.0,1681.0,12,391719.9630314233,,,2,
137044  ,1.0,1.0,1,66.0,,,7,3,1.0,1100.0,3300.0,0.0,0.0,0.0,2005,137044  _1.0,0.83,2.59,531.1312999999999,0,66.0,4356.0,0,1175159.8890942698,,,3,
137044  ,1.0,2.0,2,57.0,,,7,3,4.0,1100.0,3300.0,0.0,0.0,0.0,2005,137044  _1.0,0.76,2.59,531.1312999999999,0,57.0,3249.0,0,1175159.8890942698,,,3,
137044  ,1.0,3.0,1,33.0,,,7,1,0.0,1100.0,3300.0,1800.0,3.0,No,2005,137044  _1.0,1.0,2.59,531.1312999999999,0,33.0,1089.0,0,1175159.8890942698,,,3,
137188  ,1.0,1.0,1,61.0,,,3,3,7.0,225.0,900.0,0.0,0.0,0.0,2005,137188  _1.0,0.83,3.38,693.1365999999999,0,61.0,3721.0,9,320498.1515711645,,,4,
137188  ,1.0,2.0,2,60.0,,,3,3,4.0,225.0,900.0,0.0,0.0,0.0,2005,137188  _1.0,0.76,3.38,693.1365999999999,0,60.0,3600.0,9,320498.1515711645,,,4,
137188  ,1.0,3.0,1,27.0,,,6,1,0.0,225.0,900.0,300.0,3.0,No,2005,137188  _1.0,1.02,3.38,693.1365999999999,0,27.0,729.0,17,320498.1515711645,,,4,
137188  ,1.0,4.0,2,30.0,,,6,1,0.0,225.0,900.0,600.0,3.0,No,2005,137188  _1.0,0.77,3.38,693.1365999999999,0,30.0,900.0,17,320498.1515711645,,,4,
137393  ,1.0,1.0,2,52.0,,,3,1,0.0,133.75,1070.0,40.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1,52.0,2704.0,9,381036.69131238444,,,8,4.0
137393  ,1.0,2.0,2,28.0,,,4,1,0.0,133.75,1070.0,150.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1,28.0,784.0,12,381036.69131238444,,,8,4.0
137393  ,1.0,3.0,1,25.0,,,6,1,0.0,133.75,1070.0,600.0,3.0,No,2005,137393  _1.0,1.02,6.27,1285.7888999999998,1,25.0,625.0,17,381036.69131238444,,,8,4.0
137393  ,1.0,4.0,2,23.0,,,4,1,0.0,133.75,1070.0,280.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1,23.0,529.0,12,381036.69131238444,,,8,4.0
137393  ,1.0,5.0,2,16.0,,,4,3,3.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.77,6.27,1285.7888999999998,1,16.0,256.0,12,381036.69131238444,,,8,4.0
137393  ,1.0,6.0,1,34.0,,,4,1,0.0,133.75,1070.0,0.0,3.0,Sí,2005,137393  _1.0,1.0,6.27,1285.7888999999998,1,34.0,1156.0,12,381036.69131238444,,,8,4.0
137393  ,1.0,7.0,2,5.0,,,2,4,5.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.6,6.27,1285.7888999999998,1,5.0,25.0,7,381036.69131238444,,,8,4.0
137393  ,1.0,8.0,2,5.0,,,1,4,5.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.6,6.27,1285.7888999999998,1,5.0,25.0,3,381036.69131238444,,,8,4.0
137513  ,1.0,1.0,1,56.0,,,7,1,0.0,2100.0,6300.0,3800.0,3.0,No,2005,137513  _1.0,1.0,2.52,516.7764,0,56.0,3136.0,0,2243487.0609981515,,,3,
137513  ,1.0,2.0,2,54.0,,,7,1,0.0,2100.0,6300.0,300.0,3.0,No,2005,137513  _1.0,0.76,2.52,516.7764,0,54.0,2916.0,0,2243487.0609981515,,,3,
137513  ,1.0,3.0,2,27.0,,,7,1,0.0,2100.0,6300.0,2200.0,3.0,No,2005,137513  _1.0,0.76,2.52,516.7764,0,27.0,729.0,0,2243487.0609981515,,,3,
137690  ,1.0,1.0,1,71.0,,,3,3,1.0,300.0,600.0,0.0,0.0,0.0,2005,137690  _1.0,0.83,1.5,307.605,0,71.0,5041.0,9,213665.43438077634,,,2,
137690  ,1.0,2.0,2,69.0,,,3,3,4.0,300.0,600.0,0.0,0.0,0.0,2005,137690  _1.0,0.67,1.5,307.605,0,69.0,4761.0,9,213665.43438077634,,,2,
137988  ,1.0,1.0,1,38.0,,,4,1,0.0,231.66666666666663,1390.0,750.0,3.0,Sí,2005,137988  _1.0,1.0,4.87,998.6909,0,38.0,1444.0,12,494991.5896487985,,,6,48.0
137988  ,1.0,2.0,2,36.0,,,5,2,0.0,231.66666666666663,1390.0,0.0,3.0,0.0,2005,137988  _1.0,0.77,4.87,998.6909,0,36.0,1296.0,14,494991.5896487985,,,6,48.0
137988  ,1.0,3.0,1,12.0,,,2,3,3.0,231.66666666666663,1390.0,0.0,0.0,0.0,2005,137988  _1.0,0.85,4.87,998.6909,0,12.0,144.0,7,494991.5896487985,,,6,48.0
137988  ,1.0,4.0,1,13.0,,,4,3,3.0,231.66666666666663,1390.0,0.0,0.0,0.0,2005,137988  _1.0,0.9,4.87,998.6909,0,13.0,169.0,12,494991.5896487985,,,6,48.0
137988  ,1.0,5.0,1,9.0,,,2,4,3.0,231.66666666666663,1390.0,0.0,0.0,0.0,2005,137988  _1.0,0.69,4.87,998.6909,0,9.0,81.0,7,494991.5896487985,,,6,48.0
137988  ,1.0,6.0,1,7.0,,,2,4,3.0,231.66666666666663,1390.0,0.0,0.0,0.0,2005,137988  _1.0,0.66,4.87,998.6909,0,7.0,49.0,7,494991.5896487985,,,6,48.0
138160  ,1.0,1.0,1,72.0,,,5,1,0.0,773.0,1546.0,946.0,3.0,No,2005,138160  _1.0,0.83,1.5,307.605,0,72.0,5184.0,14,550544.6025878004,,,2,16.0
138160  ,1.0,2.0,2,68.0,,,5,3,1.0,773.0,1546.0,0.0,0.0,0.0,2005,138160  _1.0,0.67,1.5,307.605,0,68.0,4624.0,14,550544.6025878004,,,2,16.0
138397  ,1.0,1.0,1,62.0,,,6,1,0.0,465.0,930.0,930.0,3.0,No,2005,138397  _1.0,0.83,1.85,379.3795,0,62.0,3844.0,17,331181.4232902033,,,2,40.0
138397  ,1.0,2.0,1,19.0,,,6,3,3.0,465.0,930.0,0.0,0.0,0.0,2005,138397  _1.0,1.02,1.85,379.3795,0,19.0,361.0,17,331181.4232902033,,,2,40.0
138793  ,1.0,1.0,1,37.0,,,4,1,0.0,200.0,1000.0,1000.0,3.0,No,2005,138793  _1.0,1.0,3.69,756.7083,0,37.0,1369.0,12,356109.0573012939,,,5,40.0
138793  ,1.0,2.0,2,37.0,,,5,3,4.0,200.0,1000.0,0.0,0.0,0.0,2005,138793  _1.0,0.77,3.69,756.7083,0,37.0,1369.0,14,356109.0573012939,,,5,40.0
138793  ,1.0,3.0,2,11.0,,,2,3,3.0,200.0,1000.0,0.0,0.0,0.0,2005,138793  _1.0,0.72,3.69,756.7083,0,11.0,121.0,7,356109.0573012939,,,5,40.0
138793  ,1.0,4.0,1,9.0,,,2,4,3.0,200.0,1000.0,0.0,0.0,0.0,2005,138793  _1.0,0.69,3.69,756.7083,0,9.0,81.0,7,356109.0573012939,,,5,40.0
138793  ,1.0,5.0,1,3.0,,,1,4,5.0,200.0,1000.0,0.0,0.0,0.0,2005,138793  _1.0,0.51,3.69,756.7083,0,3.0,9.0,3,356109.0573012939,,,5,40.0
138885  ,1.0,1.0,1,35.0,,,5,1,0.0,800.0,1600.0,1000.0,3.0,No,2005,138885  _1.0,1.0,1.77,362.9739,0,35.0,1225.0,14,569774.4916820702,,,2,45.0
138885  ,1.0,2.0,2,31.0,,,5,1,0.0,800.0,1600.0,600.0,3.0,No,2005,138885  _1.0,0.77,1.77,362.9739,0,31.0,961.0,14,569774.4916820702,,,2,45.0
139225  ,1.0,1.0,1,78.0,,,7,3,1.0,1025.0,2050.0,0.0,0.0,0.0,2005,139225  _1.0,0.74,1.37,280.9459,0,78.0,6084.0,0,730023.5674676525,,,2,
139225  ,1.0,2.0,2,78.0,,,7,3,4.0,1025.0,2050.0,0.0,0.0,0.0,2005,139225  _1.0,0.63,1.37,280.9459,0,78.0,6084.0,0,730023.5674676525,,,2,
139766  ,1.0,1.0,2,50.0,,,3,1,0.0,400.0,400.0,0.0,2.0,Sí,2005,139766  _1.0,0.76,0.76,155.8532,0,50.0,2500.0,9,142443.62292051755,,,1,1.0
140286  ,1.0,1.0,1,46.0,,,7,1,0.0,375.0,1500.0,1500.0,3.0,No,2005,140286  _1.0,1.0,3.53,723.8971,0,46.0,2116.0,0,534163.5859519409,,,4,54.0
140286  ,1.0,2.0,2,48.0,,,7,3,4.0,375.0,1500.0,0.0,0.0,0.0,2005,140286  _1.0,0.76,3.53,723.8971,0,48.0,2304.0,0,534163.5859519409,,,4,54.0
140286  ,1.0,3.0,1,16.0,,,4,3,3.0,375.0,1500.0,0.0,0.0,0.0,2005,140286  _1.0,1.03,3.53,723.8971,0,16.0,256.0,12,534163.5859519409,,,4,54.0
140286  ,1.0,4.0,2,12.0,,,4,3,3.0,375.0,1500.0,0.0,0.0,0.0,2005,140286  _1.0,0.74,3.53,723.8971,0,12.0,144.0,12,534163.5859519409,,,4,54.0
140419  ,1.0,1.0,1,71.0,,,6,3,1.0,920.0,1840.0,0.0,0.0,0.0,2005,140419  _1.0,0.83,1.5,307.605,0,71.0,5041.0,17,655240.6654343808,,,2,
140419  ,1.0,2.0,2,67.0,,,5,3,1.0,920.0,1840.0,0.0,0.0,0.0,2005,140419  _1.0,0.67,1.5,307.605,0,67.0,4489.0,14,655240.6654343808,,,2,
140543  ,1.0,1.0,2,89.0,,,1,3,1.0,700.0,700.0,0.0,0.0,0.0,2005,140543  _1.0,0.63,0.63,129.1941,0,89.0,7921.0,3,249276.34011090573,,,1,
140792  ,1.0,1.0,2,63.0,,,6,2,0.0,500.0,500.0,0.0,3.0,0.0,2005,140792  _1.0,0.67,0.67,137.39690000000002,0,63.0,3969.0,17,178054.52865064694,,,1,
140826  ,2.0,1.0,1,25.0,,,4,1,0.0,1716.0,1716.0,1270.0,3.0,No,2005,140826  _2.0,1.02,1.02,209.1714,0,25.0,625.0,12,611083.1423290203,,,1,
141212  ,1.0,1.0,1,37.0,,,7,1,0.0,1300.0,1300.0,1300.0,3.0,No,2005,141212  _1.0,1.0,1.0,205.07,0,37.0,1369.0,0,462941.77449168207,,,1,40.0
141389  ,1.0,1.0,1,48.0,,,7,1,0.0,1466.6666666666667,4400.0,3000.0,3.0,No,2005,141389  _1.0,1.0,2.41,494.2187,0,48.0,2304.0,0,1566879.852125693,,,3,46.0
141389  ,1.0,2.0,2,39.0,,,5,3,2.0,1466.6666666666667,4400.0,0.0,0.0,0.0,2005,141389  _1.0,0.77,2.41,494.2187,0,39.0,1521.0,14,1566879.852125693,,,3,46.0
141389  ,1.0,3.0,2,6.0,,,2,4,3.0,1466.6666666666667,4400.0,0.0,0.0,0.0,2005,141389  _1.0,0.64,2.41,494.2187,0,6.0,36.0,7,1566879.852125693,,,3,46.0
141439  ,1.0,1.0,2,33.0,,,7,1,0.0,900.0,900.0,900.0,3.0,Sí,2005,141439  _1.0,0.77,0.77,157.9039,0,33.0,1089.0,0,320498.1515711645,,,1,30.0
141480  ,1.0,1.0,1,36.0,,,3,1,0.0,435.0,1740.0,650.0,3.0,No,2005,141480  _1.0,1.0,2.86,586.5002,0,36.0,1296.0,9,619629.7597042513,,,4,48.0
141480  ,1.0,2.0,2,36.0,,,4,1,0.0,435.0,1740.0,500.0,3.0,No,2005,141480  _1.0,0.77,2.86,586.5002,0,36.0,1296.0,12,619629.7597042513,,,4,48.0
141480  ,1.0,3.0,2,86.0,,,3,3,1.0,435.0,1740.0,0.0,0.0,0.0,2005,141480  _1.0,0.63,2.86,586.5002,0,86.0,7396.0,9,619629.7597042513,,,4,48.0
141480  ,1.0,4.0,2,2.0,,,1,4,5.0,435.0,1740.0,0.0,0.0,0.0,2005,141480  _1.0,0.46,2.86,586.5002,0,2.0,4.0,3,619629.7597042513,,,4,48.0
141485  ,1.0,1.0,2,83.0,,,5,3,1.0,2181.0,2181.0,0.0,0.0,0.0,2005,141485  _1.0,0.63,0.63,129.1941,0,83.0,6889.0,14,776673.853974122,,,1,
141530  ,1.0,1.0,2,41.0,,,6,1,0.0,1600.0,1600.0,1000.0,3.0,No,2005,141530  _1.0,0.77,0.77,157.9039,0,41.0,1681.0,17,569774.4916820702,,,1,30.0
141616  ,1.0,2.0,2,56.0,,,3,1,0.0,137.5,550.0,120.0,3.0,No,2005,141616  _1.0,0.76,3.05,625.4635,1,56.0,3136.0,9,195859.98151571164,,,4,24.0
141616  ,1.0,3.0,2,16.0,,,4,3,3.0,137.5,550.0,0.0,0.0,0.0,2005,141616  _1.0,0.77,3.05,625.4635,1,16.0,256.0,12,195859.98151571164,,,4,24.0
141616  ,1.0,4.0,2,14.0,,,2,3,3.0,137.5,550.0,0.0,0.0,0.0,2005,141616  _1.0,0.76,3.05,625.4635,1,14.0,196.0,7,195859.98151571164,,,4,24.0
141616  ,1.0,5.0,2,22.0,,,4,3,3.0,137.5,550.0,0.0,0.0,0.0,2005,141616  _1.0,0.76,3.05,625.4635,1,22.0,484.0,12,195859.98151571164,,,4,24.0
141644  ,1.0,1.0,2,36.0,,,7,1,0.0,750.0,1500.0,1500.0,1.0,No,2005,141644  _1.0,0.77,1.32,270.6924,0,36.0,1296.0,0,534163.5859519409,,,2,60.0
141644  ,1.0,2.0,1,4.0,,,1,4,5.0,750.0,1500.0,0.0,0.0,0.0,2005,141644  _1.0,0.55,1.32,270.6924,0,4.0,16.0,3,534163.5859519409,,,2,60.0
141644  ,3.0,Servicio doméstico en hogares,2,47.0,,,3,1,0.0,600.0,600.0,600.0,3.0,No,2005,141644  _3.0,0.76,0.76,155.8532,0,47.0,2209.0,9,213665.43438077634,,,1,55.0
141767  ,1.0,1.0,1,65.0,,,2,1,0.0,1066.6666666666667,3200.0,900.0,3.0,No,2005,141767  _1.0,0.83,2.5,512.675,0,65.0,4225.0,7,1139548.9833641404,,,3,48.0
141767  ,1.0,2.0,2,67.0,,,3,3,1.0,1066.6666666666667,3200.0,0.0,0.0,0.0,2005,141767  _1.0,0.67,2.5,512.675,0,67.0,4489.0,9,1139548.9833641404,,,3,48.0
141767  ,1.0,3.0,1,34.0,,,7,1,0.0,1066.6666666666667,3200.0,2000.0,3.0,No,2005,141767  _1.0,1.0,2.5,512.675,0,34.0,1156.0,0,1139548.9833641404,,,3,48.0
141769  ,1.0,1.0,1,63.0,,,7,1,0.0,1512.5,6050.0,650.0,3.0,No,2005,141769  _1.0,0.83,3.63,744.4041,0,63.0,3969.0,0,2154459.796672828,,,4,9.0
141769  ,1.0,2.0,2,60.0,,,7,3,1.0,1512.5,6050.0,0.0,0.0,0.0,2005,141769  _1.0,0.76,3.63,744.4041,0,60.0,3600.0,0,2154459.796672828,,,4,9.0
141769  ,1.0,3.0,1,28.0,,,7,1,0.0,1512.5,6050.0,1300.0,3.0,No,2005,141769  _1.0,1.02,3.63,744.4041,0,28.0,784.0,0,2154459.796672828,,,4,9.0
141769  ,1.0,4.0,1,24.0,,,7,2,0.0,1512.5,6050.0,0.0,2.0,0.0,2005,141769  _1.0,1.02,3.63,744.4041,0,24.0,576.0,0,2154459.796672828,,,4,9.0
141962  ,1.0,1.0,2,59.0,,,5,1,0.0,625.0,1250.0,300.0,3.0,No,2005,141962  _1.0,0.76,1.78,365.0246,0,59.0,3481.0,14,445136.32162661734,,,2,20.0
141962  ,1.0,2.0,1,25.0,,,7,1,0.0,625.0,1250.0,250.0,3.0,No,2005,141962  _1.0,1.02,1.78,365.0246,0,25.0,625.0,0,445136.32162661734,,,2,20.0
142004  ,1.0,1.0,2,45.0,,,7,1,0.0,700.0,2100.0,1300.0,2.0,No,2005,142004  _1.0,0.77,2.06,422.4442,0,45.0,2025.0,0,747829.0203327172,,,3,
142004  ,1.0,2.0,1,9.0,,,2,4,3.0,700.0,2100.0,0.0,0.0,0.0,2005,142004  _1.0,0.69,2.06,422.4442,0,9.0,81.0,7,747829.0203327172,,,3,
142004  ,1.0,3.0,1,5.0,,,1,4,5.0,700.0,2100.0,0.0,0.0,0.0,2005,142004  _1.0,0.6,2.06,422.4442,0,5.0,25.0,3,747829.0203327172,,,3,
142099  ,1.0,1.0,1,55.0,,,4,1,0.0,2500.0,5000.0,5000.0,1.0,No,2005,142099  _1.0,1.0,1.76,360.9232,0,55.0,3025.0,12,1780545.2865064694,,,2,40.0
142099  ,1.0,2.0,2,54.0,,,5,1,0.0,2500.0,5000.0,0.0,4.0,No,2005,142099  _1.0,0.76,1.76,360.9232,0,54.0,2916.0,14,1780545.2865064694,,,2,40.0
142111  ,1.0,1.0,2,60.0,,,7,1,0.0,2600.0,7800.0,2500.0,2.0,No,2005,142111  _1.0,0.76,2.78,570.0946,0,60.0,3600.0,0,2777650.646950092,,,3,35.0
142111  ,1.0,2.0,1,58.0,,,7,1,0.0,2600.0,7800.0,4500.0,2.0,No,2005,142111  _1.0,1.0,2.78,570.0946,0,58.0,3364.0,0,2777650.646950092,,,3,35.0
142111  ,1.0,4.0,1,20.0,,,6,3,3.0,2600.0,7800.0,0.0,0.0,0.0,2005,142111  _1.0,1.02,2.78,570.0946,0,20.0,400.0,17,2777650.646950092,,,3,35.0
142155  ,1.0,1.0,1,47.0,,,7,1,0.0,3125.0,12500.0,4000.0,3.0,No,2005,142155  _1.0,1.0,3.5,717.745,0,47.0,2209.0,0,4451363.216266174,,,4,55.0
142155  ,1.0,2.0,2,45.0,,,7,1,0.0,3125.0,12500.0,1000.0,3.0,No,2005,142155  _1.0,0.77,3.5,717.745,0,45.0,2025.0,0,4451363.216266174,,,4,55.0
142155  ,1.0,3.0,2,16.0,,,4,3,3.0,3125.0,12500.0,0.0,0.0,0.0,2005,142155  _1.0,0.77,3.5,717.745,0,16.0,256.0,12,4451363.216266174,,,4,55.0
142155  ,1.0,4.0,1,14.0,,,4,3,3.0,3125.0,12500.0,0.0,0.0,0.0,2005,142155  _1.0,0.96,3.5,717.745,0,14.0,196.0,12,4451363.216266174,,,4,55.0
142155  ,2.0,Servicio doméstico en hogares,2,33.0,,,5,1,0.0,675.0,675.0,450.0,3.0,No,2005,142155  _2.0,0.77,0.77,157.9039,0,33.0,1089.0,14,240373.61367837337,,,1,60.0
142257  ,1.0,1.0,2,45.0,,,7,1,0.0,708.3333333333334,2125.0,1575.0,3.0,Sí,2005,142257  _1.0,0.77,2.27,465.5089,0,45.0,2025.0,0,756731.7467652495,,,3,40.0
142257  ,1.0,2.0,2,14.0,,,4,3,3.0,708.3333333333334,2125.0,0.0,0.0,0.0,2005,142257  _1.0,0.76,2.27,465.5089,0,14.0,196.0,12,756731.7467652495,,,3,40.0
142257  ,1.0,3.0,2,12.0,,,2,3,3.0,708.3333333333334,2125.0,0.0,0.0,0.0,2005,142257  _1.0,0.74,2.27,465.5089,0,12.0,144.0,7,756731.7467652495,,,3,40.0
142361  ,1.0,1.0,2,82.0,,,3,3,1.0,440.0,440.0,0.0,0.0,0.0,2005,142361  _1.0,0.63,0.63,129.1941,0,82.0,6724.0,9,156687.9852125693,,,1,
142381  ,1.0,1.0,2,60.0,,,7,3,4.0,500.0,500.0,0.0,0.0,0.0,2005,142381  _1.0,0.76,0.76,155.8532,0,60.0,3600.0,0,178054.52865064694,,,1,
142820  ,1.0,1.0,1,80.0,,,3,1,0.0,167.5,670.0,150.0,3.0,No,2005,142820  _1.0,0.74,3.3,676.731,1,80.0,6400.0,9,238593.0683918669,,,4,12.0
142820  ,1.0,2.0,2,53.0,,,2,2,0.0,167.5,670.0,0.0,0.0,0.0,2005,142820  _1.0,0.76,3.3,676.731,1,53.0,2809.0,7,238593.0683918669,,,4,12.0
142820  ,1.0,3.0,2,29.0,,,6,2,0.0,167.5,670.0,0.0,3.0,0.0,2005,142820  _1.0,0.76,3.3,676.731,1,29.0,841.0,17,238593.0683918669,,,4,12.0
142820  ,1.0,4.0,1,17.0,,,4,3,3.0,167.5,670.0,0.0,0.0,0.0,2005,142820  _1.0,1.04,3.3,676.731,1,17.0,289.0,12,238593.0683918669,,,4,12.0
142832  ,1.0,1.0,2,58.0,,,4,1,0.0,150.0,300.0,300.0,2.0,No,2005,142832  _1.0,0.76,1.76,360.9232,1,58.0,3364.0,12,106832.71719038817,,,2,6.0
142832  ,1.0,2.0,1,31.0,,,6,2,0.0,150.0,300.0,0.0,0.0,0.0,2005,142832  _1.0,1.0,1.76,360.9232,1,31.0,961.0,17,106832.71719038817,,,2,6.0
142878  ,1.0,1.0,1,59.0,,,3,1,0.0,360.0,2880.0,600.0,3.0,No,2005,142878  _1.0,1.0,6.640000000000001,1361.6648,0,59.0,3481.0,9,1025594.0850277264,,,8,54.0
142878  ,1.0,2.0,2,56.0,,,3,3,4.0,360.0,2880.0,0.0,0.0,0.0,2005,142878  _1.0,0.76,6.640000000000001,1361.6648,0,56.0,3136.0,9,1025594.0850277264,,,8,54.0
