EDAD,edad2,educ,ingreso_total_familiar,miembros_hogar,horastrab,POBRE,ANO,cluster_k2,cluster_k4,cluster_k10,CH04,CH07,CH08,NIVEL_ED,ESTADO,CAT_OCUP
19.0,361.0,12,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,4,2,0.0
19.0,361.0,12,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,4,1,3.0
17.0,289.0,12,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,4,1,3.0
15.0,225.0,7,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,2,3,0.0
13.0,169.0,7,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,2,3,0.0
10.0,100.0,7,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,2,3,0.0
8.0,64.0,7,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,2,4,0.0
6.0,36.0,7,423769.7781885397,11,30.0,1,2005,0,0,7,2,,,2,4,0.0
2.0,4.0,3,423769.7781885397,11,30.0,1,2005,0,0,7,1,,,1,4,0.0
63.0,3969.0,0,199421.07208872458,3,3.0,0,2005,1,1,3,2,,,7,1,2.0
35.0,1225.0,0,199421.07208872458,3,3.0,0,2005,0,0,4,2,,,7,2,3.0
33.0,1089.0,17,199421.07208872458,3,3.0,0,2005,1,3,6,2,,,6,1,3.0
51.0,2601.0,0,961494.4547134935,4,52.0,0,2005,1,1,4,1,,,7,1,2.0
53.0,2809.0,0,961494.4547134935,4,52.0,0,2005,1,1,4,2,,,7,3,0.0
24.0,576.0,17,961494.4547134935,4,52.0,0,2005,0,3,1,2,,,6,1,3.0
20.0,400.0,17,961494.4547134935,4,52.0,0,2005,0,3,1,1,,,6,3,0.0
35.0,1225.0,9,584018.853974122,4,70.0,0,2005,0,3,8,1,,,3,1,2.0
29.0,841.0,17,584018.853974122,4,70.0,0,2005,0,3,1,2,,,6,1,3.0
5.0,25.0,3,584018.853974122,4,70.0,0,2005,0,0,2,1,,,1,4,0.0
3.0,9.0,3,584018.853974122,4,70.0,0,2005,0,0,2,1,,,1,4,0.0
23.0,529.0,9,648118.4842883549,6,50.0,0,2005,0,0,8,1,,,3,1,3.0
21.0,441.0,14,648118.4842883549,6,50.0,0,2005,0,3,1,2,,,5,1,3.0
28.0,784.0,12,648118.4842883549,6,50.0,0,2005,0,3,1,2,,,4,1,3.0
24.0,576.0,12,648118.4842883549,6,50.0,0,2005,0,3,1,1,,,4,1,3.0
4.0,16.0,3,648118.4842883549,6,50.0,0,2005,0,0,2,2,,,1,4,0.0
2.0,4.0,3,648118.4842883549,6,50.0,0,2005,0,0,2,1,,,1,4,0.0
43.0,1849.0,9,338303.6044362292,6,70.0,1,2005,0,3,8,1,,,3,1,2.0
39.0,1521.0,9,338303.6044362292,6,70.0,1,2005,0,3,8,2,,,3,1,2.0
22.0,484.0,17,338303.6044362292,6,70.0,1,2005,0,3,8,2,,,6,1,3.0
18.0,324.0,17,338303.6044362292,6,70.0,1,2005,0,3,8,2,,,6,3,0.0
14.0,196.0,12,338303.6044362292,6,70.0,1,2005,0,3,8,1,,,4,0,0.0
11.0,121.0,7,338303.6044362292,6,70.0,1,2005,0,0,8,1,,,2,3,0.0
62.0,3844.0,9,213665.43438077634,1,60.0,0,2005,1,1,3,2,,,3,1,3.0
27.0,729.0,12,890272.6432532347,3,48.0,0,2005,0,3,1,1,,,4,1,3.0
22.0,484.0,12,890272.6432532347,3,48.0,0,2005,0,3,1,2,,,4,3,0.0
3.0,9.0,3,890272.6432532347,3,48.0,0,2005,0,0,2,2,,,1,4,0.0
54.0,2916.0,9,997105.3604436229,3,40.0,0,2005,1,1,9,1,,,3,1,2.0
50.0,2500.0,17,997105.3604436229,3,40.0,0,2005,1,1,9,2,,,6,1,3.0
11.0,121.0,7,997105.3604436229,3,40.0,0,2005,0,0,2,1,,,2,3,0.0
55.0,3025.0,9,391719.9630314233,2,48.0,0,2005,1,1,9,1,,,3,1,2.0
22.0,484.0,12,391719.9630314233,2,48.0,0,2005,0,3,1,2,,,4,2,3.0
61.0,3721.0,9,267081.7929759704,4,30.0,0,2005,1,1,3,2,,,3,1,3.0
17.0,289.0,12,267081.7929759704,4,30.0,0,2005,0,3,6,2,,,4,3,0.0
16.0,256.0,12,267081.7929759704,4,30.0,0,2005,0,3,6,2,,,4,3,0.0
14.0,196.0,12,267081.7929759704,4,30.0,0,2005,0,3,6,2,,,4,3,0.0
56.0,3136.0,12,694412.661737523,4,45.0,0,2005,1,1,9,1,,,4,1,2.0
53.0,2809.0,14,694412.661737523,4,45.0,0,2005,1,1,9,2,,,5,1,3.0
84.0,7056.0,7,694412.661737523,4,45.0,0,2005,1,1,3,2,,,2,3,0.0
20.0,400.0,14,694412.661737523,4,45.0,0,2005,0,3,1,2,,,5,1,3.0
52.0,2704.0,9,320498.1515711645,4,50.0,0,2005,1,1,9,1,,,3,1,3.0
50.0,2500.0,9,320498.1515711645,4,50.0,0,2005,1,1,9,2,,,3,3,0.0
27.0,729.0,14,320498.1515711645,4,50.0,0,2005,0,3,1,1,,,5,2,3.0
23.0,529.0,0,320498.1515711645,4,50.0,0,2005,0,0,2,2,,,7,2,0.0
40.0,1600.0,14,267081.7929759704,7,44.0,1,2005,0,3,7,1,,,5,1,3.0
19.0,361.0,12,267081.7929759704,7,44.0,1,2005,0,0,7,2,,,4,3,0.0
23.0,529.0,12,267081.7929759704,7,44.0,1,2005,0,0,7,2,,,4,3,0.0
7.0,49.0,7,267081.7929759704,7,44.0,1,2005,0,0,7,1,,,2,4,0.0
5.0,25.0,3,267081.7929759704,7,44.0,1,2005,0,0,2,1,,,1,4,0.0
4.0,16.0,3,267081.7929759704,7,44.0,1,2005,0,0,2,1,,,1,4,0.0
50.0,2500.0,9,8190508.31792976,4,50.0,0,2005,1,2,5,1,,,3,1,3.0
49.0,2401.0,14,8190508.31792976,4,50.0,0,2005,1,2,5,2,,,5,1,2.0
26.0,676.0,14,8190508.31792976,4,50.0,0,2005,1,2,5,1,,,5,1,3.0
14.0,196.0,12,8190508.31792976,4,50.0,0,2005,0,2,5,1,,,4,3,0.0
47.0,2209.0,9,908078.0961182994,4,45.0,0,2005,1,1,9,1,,,3,1,3.0
45.0,2025.0,12,908078.0961182994,4,45.0,0,2005,1,3,9,2,,,4,3,0.0
19.0,361.0,17,908078.0961182994,4,45.0,0,2005,0,3,1,2,,,6,3,0.0
14.0,196.0,12,908078.0961182994,4,45.0,0,2005,0,3,1,2,,,4,3,0.0
47.0,2209.0,9,249276.34011090573,4,40.0,0,2005,1,1,9,1,,,3,1,3.0
38.0,1444.0,9,249276.34011090573,4,40.0,0,2005,0,3,9,2,,,3,2,3.0
11.0,121.0,7,249276.34011090573,4,40.0,0,2005,0,0,2,1,,,2,3,0.0
6.0,36.0,7,249276.34011090573,4,40.0,0,2005,0,0,2,1,,,2,4,0.0
46.0,2116.0,7,169151.8022181146,5,35.0,1,2005,1,1,9,1,,,2,1,2.0
48.0,2304.0,9,169151.8022181146,5,35.0,1,2005,1,1,9,2,,,3,3,0.0
17.0,289.0,7,169151.8022181146,5,35.0,1,2005,0,0,2,2,,,2,3,0.0
14.0,196.0,7,169151.8022181146,5,35.0,1,2005,0,0,2,2,,,2,3,0.0
19.0,361.0,9,169151.8022181146,5,35.0,1,2005,0,0,2,1,,,3,2,3.0
44.0,1936.0,14,391719.9630314233,2,45.0,0,2005,1,3,9,1,,,5,1,3.0
41.0,1681.0,9,391719.9630314233,2,45.0,0,2005,1,3,9,2,,,3,1,3.0
29.0,841.0,14,284887.2458410351,2,84.0,0,2005,0,3,1,1,,,5,1,2.0
27.0,729.0,14,284887.2458410351,2,84.0,0,2005,0,3,1,2,,,5,2,3.0
51.0,2601.0,9,124638.17005545287,3,6.0,1,2005,1,1,6,1,,,3,1,2.0
32.0,1024.0,7,124638.17005545287,3,6.0,1,2005,0,0,6,2,,,2,2,2.0
12.0,144.0,7,124638.17005545287,3,6.0,1,2005,0,0,6,2,,,2,3,0.0
59.0,3481.0,12,640996.303142329,3,60.0,0,2005,1,1,9,1,,,4,1,3.0
61.0,3721.0,12,640996.303142329,3,60.0,0,2005,1,1,9,2,,,4,3,0.0
24.0,576.0,12,640996.303142329,3,60.0,0,2005,0,3,1,2,,,4,1,3.0
27.0,729.0,14,277765.0646950092,4,50.0,0,2005,0,3,1,2,,,5,1,3.0
26.0,676.0,9,277765.0646950092,4,50.0,0,2005,0,3,1,1,,,3,1,3.0
18.0,324.0,17,277765.0646950092,4,50.0,0,2005,0,3,1,2,,,6,3,0.0
17.0,289.0,12,277765.0646950092,4,50.0,0,2005,0,3,1,2,,,4,3,0.0
61.0,3721.0,9,284887.2458410351,2,84.0,0,2005,1,1,9,1,,,3,1,2.0
62.0,3844.0,14,284887.2458410351,2,84.0,0,2005,1,1,9,2,,,5,1,2.0
38.0,1444.0,17,427330.8687615527,2,60.0,0,2005,1,3,1,1,,,6,1,3.0
37.0,1369.0,12,427330.8687615527,2,60.0,0,2005,1,3,1,2,,,4,1,3.0
57.0,3249.0,9,1032716.2661737523,2,72.0,0,2005,1,1,9,1,,,3,1,1.0
56.0,3136.0,14,1032716.2661737523,2,72.0,0,2005,1,1,9,2,,,5,1,3.0
40.0,1600.0,9,391719.9630314233,3,56.0,0,2005,1,3,9,1,,,3,1,3.0
43.0,1849.0,9,391719.9630314233,3,56.0,0,2005,1,3,9,2,,,3,1,3.0
17.0,289.0,12,391719.9630314233,3,56.0,0,2005,0,3,1,1,,,4,3,0.0
54.0,2916.0,12,427330.8687615527,4,48.0,0,2005,1,1,9,1,,,4,1,3.0
51.0,2601.0,14,427330.8687615527,4,48.0,0,2005,1,1,9,2,,,5,3,0.0
24.0,576.0,17,427330.8687615527,4,48.0,0,2005,0,3,1,2,,,6,3,0.0
14.0,196.0,12,427330.8687615527,4,48.0,0,2005,0,3,1,1,,,4,3,0.0
46.0,2116.0,14,391719.9630314233,6,54.0,0,2005,1,3,9,1,,,5,1,3.0
42.0,1764.0,14,391719.9630314233,6,54.0,0,2005,1,3,9,2,,,5,3,0.0
14.0,196.0,12,391719.9630314233,6,54.0,0,2005,0,0,8,1,,,4,3,0.0
12.0,144.0,7,391719.9630314233,6,54.0,0,2005,0,0,2,1,,,2,3,0.0
11.0,121.0,7,391719.9630314233,6,54.0,0,2005,0,0,2,2,,,2,3,0.0
8.0,64.0,7,391719.9630314233,6,54.0,0,2005,0,0,2,1,,,2,4,0.0
23.0,529.0,9,373914.5101663586,3,42.0,0,2005,0,3,1,1,,,3,1,2.0
26.0,676.0,14,373914.5101663586,3,42.0,0,2005,0,3,1,2,,,5,1,2.0
2.0,4.0,3,373914.5101663586,3,42.0,0,2005,0,0,2,2,,,1,4,0.0
38.0,1444.0,9,220787.6155268022,5,20.0,1,2005,0,3,6,2,,,3,1,3.0
17.0,289.0,12,220787.6155268022,5,20.0,1,2005,0,3,6,1,,,4,3,0.0
16.0,256.0,12,220787.6155268022,5,20.0,1,2005,0,0,6,2,,,4,3,0.0
14.0,196.0,12,220787.6155268022,5,20.0,1,2005,0,0,6,2,,,4,3,0.0
12.0,144.0,7,220787.6155268022,5,20.0,1,2005,0,0,2,1,,,2,3,0.0
26.0,676.0,12,213665.43438077634,5,60.0,1,2005,0,3,8,1,,,4,1,3.0
25.0,625.0,12,213665.43438077634,5,60.0,1,2005,0,3,8,2,,,4,3,0.0
7.0,49.0,7,213665.43438077634,5,60.0,1,2005,0,0,2,2,,,2,4,0.0
6.0,36.0,7,213665.43438077634,5,60.0,1,2005,0,0,2,2,,,2,4,0.0
55.0,3025.0,12,427330.8687615527,3,70.0,0,2005,1,1,9,1,,,4,1,3.0
13.0,169.0,12,427330.8687615527,3,70.0,0,2005,0,3,1,1,,,4,3,0.0
16.0,256.0,12,427330.8687615527,3,70.0,0,2005,0,3,1,1,,,4,3,0.0
50.0,2500.0,9,409525.41589648795,5,56.0,0,2005,1,1,9,1,,,3,1,3.0
36.0,1296.0,14,409525.41589648795,5,56.0,0,2005,0,3,1,2,,,5,1,2.0
12.0,144.0,7,409525.41589648795,5,56.0,0,2005,0,0,2,2,,,2,3,0.0
8.0,64.0,7,409525.41589648795,5,56.0,0,2005,0,0,2,2,,,2,4,0.0
69.0,4761.0,9,409525.41589648795,5,56.0,0,2005,1,1,3,2,,,3,2,0.0
49.0,2401.0,9,249276.34011090573,3,15.0,0,2005,1,1,6,1,,,3,1,2.0
55.0,3025.0,9,249276.34011090573,3,15.0,0,2005,1,1,3,2,,,3,2,3.0
24.0,576.0,12,249276.34011090573,3,15.0,0,2005,0,3,6,1,,,4,1,3.0
50.0,2500.0,14,528109.7319778189,2,50.0,0,2005,1,1,9,1,,,5,1,1.0
46.0,2116.0,14,528109.7319778189,2,50.0,0,2005,1,3,9,2,,,5,1,3.0
22.0,484.0,12,267081.7929759704,3,60.0,0,2005,0,3,1,1,,,4,1,3.0
25.0,625.0,9,267081.7929759704,3,60.0,0,2005,0,3,1,2,,,3,1,3.0
7.0,49.0,7,267081.7929759704,3,60.0,0,2005,0,0,2,1,,,2,4,0.0
38.0,1444.0,9,364299.56561922363,7,72.0,1,2005,0,3,8,1,,,3,1,2.0
29.0,841.0,9,364299.56561922363,7,72.0,1,2005,0,0,8,2,,,3,3,0.0
14.0,196.0,7,364299.56561922363,7,72.0,1,2005,0,0,8,1,,,2,3,0.0
10.0,100.0,7,364299.56561922363,7,72.0,1,2005,0,0,8,2,,,2,3,0.0
9.0,81.0,7,364299.56561922363,7,72.0,1,2005,0,0,8,2,,,2,4,0.0
8.0,64.0,7,364299.56561922363,7,72.0,1,2005,0,0,8,2,,,2,4,0.0
6.0,36.0,7,364299.56561922363,7,72.0,1,2005,0,0,8,1,,,2,4,0.0
34.0,1156.0,9,71221.81146025877,7,16.0,1,2005,0,0,7,2,,,3,1,3.0
17.0,289.0,12,71221.81146025877,7,16.0,1,2005,0,0,7,2,,,4,3,0.0
15.0,225.0,7,71221.81146025877,7,16.0,1,2005,0,0,7,1,,,2,3,0.0
13.0,169.0,9,71221.81146025877,7,16.0,1,2005,0,0,7,2,,,3,3,0.0
9.0,81.0,7,71221.81146025877,7,16.0,1,2005,0,0,7,2,,,2,4,0.0
6.0,36.0,7,71221.81146025877,7,16.0,1,2005,0,0,7,1,,,2,4,0.0
5.0,25.0,3,71221.81146025877,7,16.0,1,2005,0,0,7,1,,,1,4,0.0
24.0,576.0,17,1353214.4177449169,2,45.0,0,2005,0,3,1,1,,,6,1,3.0
22.0,484.0,17,1353214.4177449169,2,45.0,0,2005,0,3,1,1,,,6,1,3.0
44.0,1936.0,14,632093.5767097967,5,42.0,0,2005,1,3,9,2,,,5,1,3.0
23.0,529.0,14,632093.5767097967,5,42.0,0,2005,0,3,1,2,,,5,2,3.0
21.0,441.0,12,632093.5767097967,5,42.0,0,2005,0,3,1,1,,,4,1,3.0
19.0,361.0,14,632093.5767097967,5,42.0,0,2005,0,3,1,2,,,5,1,3.0
12.0,144.0,9,632093.5767097967,5,42.0,0,2005,0,0,2,2,,,3,3,0.0
41.0,1681.0,9,178054.52865064694,2,90.0,0,2005,1,3,8,2,,,3,1,2.0
42.0,1764.0,17,178054.52865064694,2,90.0,0,2005,1,3,9,2,,,6,1,2.0
32.0,1024.0,12,206543.25323475045,4,50.0,1,2005,0,3,1,1,,,4,1,3.0
33.0,1089.0,12,206543.25323475045,4,50.0,1,2005,0,3,1,2,,,4,1,3.0
8.0,64.0,7,206543.25323475045,4,50.0,1,2005,0,0,2,2,,,2,4,0.0
2.0,4.0,3,206543.25323475045,4,50.0,1,2005,0,0,2,1,,,1,4,0.0
48.0,2304.0,0,284887.2458410351,2,25.0,0,2005,1,1,4,2,,,7,1,3.0
9.0,81.0,7,284887.2458410351,2,25.0,0,2005,0,0,2,1,,,2,4,0.0
47.0,2209.0,9,195859.98151571164,3,60.0,0,2005,1,1,9,1,,,3,1,3.0
53.0,2809.0,14,195859.98151571164,3,60.0,0,2005,1,1,9,2,,,5,3,0.0
17.0,289.0,12,195859.98151571164,3,60.0,0,2005,0,3,1,2,,,4,3,0.0
63.0,3969.0,9,195859.98151571164,2,15.0,0,2005,1,1,3,2,,,3,1,3.0
43.0,1849.0,9,195859.98151571164,2,15.0,0,2005,1,1,6,1,,,3,1,2.0
33.0,1089.0,9,169151.8022181146,5,50.0,1,2005,0,3,1,1,,,3,1,3.0
30.0,900.0,9,169151.8022181146,5,50.0,1,2005,0,3,1,2,,,3,3,0.0
6.0,36.0,7,169151.8022181146,5,50.0,1,2005,0,0,2,1,,,2,4,0.0
2.0,4.0,3,169151.8022181146,5,50.0,1,2005,0,0,2,1,,,1,4,0.0
1.0,1.0,3,169151.8022181146,5,50.0,1,2005,0,0,2,2,,,1,4,0.0
41.0,1681.0,12,534163.5859519409,4,78.0,0,2005,1,3,8,1,,,4,1,2.0
34.0,1156.0,9,534163.5859519409,4,78.0,0,2005,0,3,8,2,,,3,3,0.0
8.0,64.0,7,534163.5859519409,4,78.0,0,2005,0,0,8,2,,,2,4,0.0
5.0,25.0,3,534163.5859519409,4,78.0,0,2005,0,0,8,2,,,1,4,0.0
24.0,576.0,12,311595.4251386321,5,64.0,0,2005,0,3,8,1,,,4,1,3.0
25.0,625.0,9,311595.4251386321,5,64.0,0,2005,0,3,8,2,,,3,3,0.0
7.0,49.0,7,311595.4251386321,5,64.0,0,2005,0,0,8,2,,,2,4,0.0
3.0,9.0,3,311595.4251386321,5,64.0,0,2005,0,0,2,2,,,1,4,0.0
54.0,2916.0,9,480747.22735674673,4,44.0,0,2005,1,1,9,1,,,3,1,1.0
51.0,2601.0,9,480747.22735674673,4,44.0,0,2005,1,1,9,2,,,3,3,0.0
23.0,529.0,9,480747.22735674673,4,44.0,0,2005,0,3,1,1,,,3,1,3.0
13.0,169.0,9,480747.22735674673,4,44.0,0,2005,0,0,2,2,,,3,3,0.0
35.0,1225.0,14,356109.0573012939,3,23.0,0,2005,1,3,6,1,,,5,1,2.0
25.0,625.0,14,356109.0573012939,3,23.0,0,2005,0,3,6,2,,,5,1,3.0
33.0,1089.0,0,320498.1515711645,5,48.0,0,2005,0,0,4,1,,,7,1,3.0
25.0,625.0,9,320498.1515711645,5,48.0,0,2005,0,0,1,2,,,3,1,3.0
8.0,64.0,7,320498.1515711645,5,48.0,0,2005,0,0,2,2,,,2,4,0.0
4.0,16.0,3,320498.1515711645,5,48.0,0,2005,0,0,2,2,,,1,4,0.0
34.0,1156.0,9,427330.8687615527,4,44.0,0,2005,0,3,1,2,,,3,1,3.0
13.0,169.0,9,427330.8687615527,4,44.0,0,2005,0,0,2,2,,,3,3,0.0
11.0,121.0,7,427330.8687615527,4,44.0,0,2005,0,0,2,2,,,2,3,0.0
3.0,9.0,3,427330.8687615527,4,44.0,0,2005,0,0,2,1,,,1,4,0.0
53.0,2809.0,7,307678.22550831793,5,60.0,0,2005,1,1,9,1,,,2,1,3.0
45.0,2025.0,7,307678.22550831793,5,60.0,0,2005,1,3,9,2,,,2,1,3.0
19.0,361.0,14,307678.22550831793,5,60.0,0,2005,0,3,1,2,,,5,3,0.0
11.0,121.0,7,307678.22550831793,5,60.0,0,2005,0,0,2,1,,,2,3,0.0
10.0,100.0,7,307678.22550831793,5,60.0,0,2005,0,0,2,1,,,2,3,0.0
29.0,841.0,12,89027.26432532347,4,16.0,1,2005,0,3,6,1,,,4,1,3.0
22.0,484.0,14,89027.26432532347,4,16.0,1,2005,0,3,6,2,,,5,3,0.0
3.0,9.0,3,89027.26432532347,4,16.0,1,2005,0,0,2,2,,,1,4,0.0
1.0,1.0,3,89027.26432532347,4,16.0,1,2005,0,0,2,2,,,1,4,0.0
29.0,841.0,12,146004.7134935305,3,25.0,1,2005,0,3,6,2,,,4,1,3.0
13.0,169.0,9,146004.7134935305,3,25.0,1,2005,0,0,6,2,,,3,3,0.0
11.0,121.0,7,146004.7134935305,3,25.0,1,2005,0,0,2,2,,,2,3,0.0
42.0,1764.0,7,245715.24953789279,4,27.0,0,2005,1,1,6,1,,,2,1,3.0
42.0,1764.0,7,245715.24953789279,4,27.0,0,2005,1,1,6,2,,,2,1,3.0
11.0,121.0,7,245715.24953789279,4,27.0,0,2005,0,0,2,1,,,2,3,0.0
8.0,64.0,7,245715.24953789279,4,27.0,0,2005,0,0,2,2,,,2,4,0.0
46.0,2116.0,7,676607.2088724584,5,45.0,0,2005,1,1,9,1,,,2,1,3.0
56.0,3136.0,3,676607.2088724584,5,45.0,0,2005,1,1,4,2,,,1,1,3.0
23.0,529.0,12,676607.2088724584,5,45.0,0,2005,0,3,1,1,,,4,1,3.0
21.0,441.0,12,676607.2088724584,5,45.0,0,2005,0,3,1,2,,,4,3,0.0
1.0,1.0,3,676607.2088724584,5,45.0,0,2005,0,0,2,1,,,1,4,0.0
59.0,3481.0,0,2528374.3068391867,2,45.0,0,2005,1,1,4,2,,,7,1,3.0
58.0,3364.0,0,2528374.3068391867,2,45.0,0,2005,1,1,4,1,,,7,1,3.0
34.0,1156.0,9,640996.303142329,3,44.0,0,2005,0,3,1,1,,,3,1,3.0
28.0,784.0,9,640996.303142329,3,44.0,0,2005,0,3,1,2,,,3,1,3.0
5.0,25.0,3,640996.303142329,3,44.0,0,2005,0,0,2,2,,,1,4,0.0
32.0,1024.0,0,267081.7929759704,1,40.0,0,2005,0,0,4,2,,,7,1,3.0
45.0,2025.0,17,320498.1515711645,1,20.0,0,2005,1,3,6,2,,,6,1,4.0
33.0,1089.0,12,427330.8687615527,5,60.0,0,2005,0,3,1,1,,,4,1,1.0
32.0,1024.0,14,427330.8687615527,5,60.0,0,2005,0,3,1,2,,,5,3,0.0
9.0,81.0,7,427330.8687615527,5,60.0,0,2005,0,0,2,1,,,2,4,0.0
9.0,81.0,7,427330.8687615527,5,60.0,0,2005,0,0,2,1,,,2,4,0.0
6.0,36.0,7,427330.8687615527,5,60.0,0,2005,0,0,2,2,,,2,4,0.0
28.0,784.0,12,331181.4232902033,4,60.0,0,2005,0,3,1,1,,,4,1,3.0
25.0,625.0,12,331181.4232902033,4,60.0,0,2005,0,3,1,2,,,4,1,3.0
8.0,64.0,7,331181.4232902033,4,60.0,0,2005,0,0,2,1,,,2,4,0.0
6.0,36.0,7,331181.4232902033,4,60.0,0,2005,0,0,2,1,,,2,4,0.0
43.0,1849.0,14,555530.1293900184,3,20.0,0,2005,1,3,6,2,,,5,1,3.0
20.0,400.0,14,555530.1293900184,3,20.0,0,2005,0,3,6,2,,,5,1,3.0
18.0,324.0,12,555530.1293900184,3,20.0,0,2005,0,3,6,1,,,4,1,3.0
56.0,3136.0,17,462941.77449168207,2,12.0,0,2005,1,1,3,2,,,6,1,2.0
20.0,400.0,17,462941.77449168207,2,12.0,0,2005,0,3,6,2,,,6,3,0.0
45.0,2025.0,14,235031.97781885398,4,18.0,1,2005,1,3,6,1,,,5,1,3.0
43.0,1849.0,9,235031.97781885398,4,18.0,1,2005,1,1,6,2,,,3,1,3.0
22.0,484.0,14,235031.97781885398,4,18.0,1,2005,0,3,6,2,,,5,1,3.0
17.0,289.0,12,235031.97781885398,4,18.0,1,2005,0,3,6,1,,,4,3,0.0
42.0,1764.0,0,373914.5101663586,7,35.0,1,2005,0,0,4,1,,,7,1,2.0
38.0,1444.0,17,373914.5101663586,7,35.0,1,2005,0,3,7,2,,,6,1,2.0
15.0,225.0,12,373914.5101663586,7,35.0,1,2005,0,0,7,2,,,4,3,0.0
12.0,144.0,9,373914.5101663586,7,35.0,1,2005,0,0,7,2,,,3,3,0.0
11.0,121.0,7,373914.5101663586,7,35.0,1,2005,0,0,7,2,,,2,3,0.0
9.0,81.0,7,373914.5101663586,7,35.0,1,2005,0,0,7,1,,,2,4,0.0
7.0,49.0,7,373914.5101663586,7,35.0,1,2005,0,0,7,2,,,2,4,0.0
59.0,3481.0,12,256398.5212569316,3,15.0,0,2005,1,1,3,2,,,4,1,2.0
34.0,1156.0,14,256398.5212569316,3,15.0,0,2005,1,3,6,2,,,5,1,3.0
21.0,441.0,12,256398.5212569316,3,15.0,0,2005,0,3,6,1,,,4,1,3.0
51.0,2601.0,14,1780545.2865064694,2,72.0,0,2005,1,1,9,1,,,5,1,1.0
23.0,529.0,14,1780545.2865064694,2,72.0,0,2005,0,3,1,1,,,5,1,3.0
43.0,1849.0,9,142443.62292051755,5,48.0,1,2005,1,3,9,2,,,3,1,3.0
12.0,144.0,7,142443.62292051755,5,48.0,1,2005,0,0,2,1,,,2,3,0.0
10.0,100.0,7,142443.62292051755,5,48.0,1,2005,0,0,2,2,,,2,3,0.0
9.0,81.0,7,142443.62292051755,5,48.0,1,2005,0,0,2,1,,,2,4,0.0
7.0,49.0,7,142443.62292051755,5,48.0,1,2005,0,0,2,1,,,2,4,0.0
58.0,3364.0,9,170932.34750462108,2,8.0,0,2005,1,1,3,1,,,3,1,3.0
55.0,3025.0,9,170932.34750462108,2,8.0,0,2005,1,1,3,2,,,3,3,0.0
28.0,784.0,9,213665.43438077634,5,40.0,1,2005,0,3,1,1,,,3,1,3.0
33.0,1089.0,17,213665.43438077634,5,40.0,1,2005,0,3,1,2,,,6,3,0.0
6.0,36.0,7,213665.43438077634,5,40.0,1,2005,0,0,2,2,,,2,4,0.0
4.0,16.0,3,213665.43438077634,5,40.0,1,2005,0,0,2,2,,,1,4,0.0
2.0,4.0,3,213665.43438077634,5,40.0,1,2005,0,0,2,2,,,1,4,0.0
55.0,3025.0,14,534163.5859519409,2,48.0,0,2005,1,1,9,1,,,5,1,2.0
49.0,2401.0,17,534163.5859519409,2,48.0,0,2005,1,3,9,2,,,6,1,3.0
42.0,1764.0,9,284887.2458410351,5,40.0,1,2005,1,3,9,1,,,3,1,3.0
42.0,1764.0,9,284887.2458410351,5,40.0,1,2005,1,3,9,2,,,3,1,3.0
14.0,196.0,12,284887.2458410351,5,40.0,1,2005,0,3,1,1,,,4,3,0.0
11.0,121.0,7,284887.2458410351,5,40.0,1,2005,0,0,2,2,,,2,3,0.0
5.0,25.0,3,284887.2458410351,5,40.0,1,2005,0,0,2,2,,,1,4,0.0
48.0,2304.0,12,350411.31238447316,5,58.0,0,2005,1,3,9,1,,,4,1,3.0
48.0,2304.0,9,350411.31238447316,5,58.0,0,2005,1,1,9,2,,,3,2,3.0
19.0,361.0,17,350411.31238447316,5,58.0,0,2005,0,3,1,1,,,6,1,2.0
18.0,324.0,12,350411.31238447316,5,58.0,0,2005,0,3,1,1,,,4,3,0.0
9.0,81.0,7,350411.31238447316,5,58.0,0,2005,0,0,2,1,,,2,4,0.0
48.0,2304.0,9,341864.69500924216,1,52.0,0,2005,1,1,9,1,,,3,1,2.0
50.0,2500.0,0,356109.0573012939,1,59.0,0,2005,1,1,4,1,,,7,1,1.0
50.0,2500.0,7,494991.5896487985,6,15.0,0,2005,1,1,6,1,,,2,1,2.0
50.0,2500.0,12,494991.5896487985,6,15.0,0,2005,1,1,6,2,,,4,1,3.0
20.0,400.0,14,494991.5896487985,6,15.0,0,2005,0,3,6,1,,,5,1,3.0
18.0,324.0,14,494991.5896487985,6,15.0,0,2005,0,3,6,1,,,5,3,0.0
17.0,289.0,12,494991.5896487985,6,15.0,0,2005,0,0,6,2,,,4,3,0.0
15.0,225.0,12,494991.5896487985,6,15.0,0,2005,0,0,6,1,,,4,3,0.0
27.0,729.0,9,302692.6987060998,3,40.0,0,2005,0,3,1,1,,,3,1,3.0
22.0,484.0,9,302692.6987060998,3,40.0,0,2005,0,3,1,2,,,3,1,3.0
2.0,4.0,3,302692.6987060998,3,40.0,0,2005,0,0,2,1,,,1,4,0.0
25.0,625.0,7,178054.52865064694,3,25.0,0,2005,0,0,6,1,,,2,1,2.0
25.0,625.0,12,178054.52865064694,3,25.0,0,2005,0,3,6,2,,,4,1,3.0
