"Date","Price","Open","High","Low","Vol.","Change %"
"03/14/2016","393.00","393.00","393.00","393.00","","1.29%"
"03/11/2016","388.00","388.00","388.00","388.00","","1.04%"
"03/10/2016","384.00","384.00","384.00","384.00","","2.13%"
"03/09/2016","376.00","376.00","376.00","376.00","","2.73%"
"03/08/2016","366.00","366.00","366.00","366.00","","3.39%"
"03/07/2016","354.00","354.00","354.00","354.00","","1.43%"
"03/04/2016","349.00","349.00","349.00","349.00","","2.05%"
"03/03/2016","342.00","342.00","342.00","342.00","","2.09%"
"03/02/2016","335.00","335.00","335.00","335.00","","0.90%"
"03/01/2016","332.00","332.00","332.00","332.00","","0.91%"
"02/29/2016","329.00","329.00","329.00","329.00","","0.61%"
"02/26/2016","327.00","327.00","327.00","327.00","","0.62%"
"02/25/2016","325.00","325.00","325.00","325.00","","0.93%"
"02/24/2016","322.00","322.00","322.00","322.00","","1.26%"
"02/23/2016","318.00","318.00","318.00","318.00","","0.63%"
"02/22/2016","316.00","316.00","316.00","316.00","","0.32%"
"02/19/2016","315.00","315.00","315.00","315.00","","0.64%"
"02/18/2016","313.00","313.00","313.00","313.00","","1.95%"
"02/17/2016","307.00","307.00","307.00","307.00","","1.99%"
"02/16/2016","301.00","301.00","301.00","301.00","","2.03%"
"02/15/2016","295.00","295.00","295.00","295.00","","1.37%"
"02/12/2016","291.00","291.00","291.00","291.00","","0.34%"
"02/11/2016","290.00","290.00","290.00","290.00","","0.00%"
"02/10/2016","290.00","290.00","290.00","290.00","","-0.34%"
"02/09/2016","291.00","291.00","291.00","291.00","","-0.68%"
"02/08/2016","293.00","293.00","293.00","293.00","","-1.35%"
"02/05/2016","297.00","297.00","297.00","297.00","","-0.34%"
"02/04/2016","298.00","298.00","298.00","298.00","","-1.65%"
"02/03/2016","303.00","303.00","303.00","303.00","","-2.26%"
"02/02/2016","310.00","310.00","310.00","310.00","","-1.27%"
"02/01/2016","314.00","314.00","314.00","314.00","","-0.95%"
"01/29/2016","317.00","317.00","317.00","317.00","","-2.46%"
"01/28/2016","325.00","325.00","325.00","325.00","","-3.56%"
"01/27/2016","337.00","337.00","337.00","337.00","","-2.32%"
"01/26/2016","345.00","345.00","345.00","345.00","","-2.54%"
"01/25/2016","354.00","354.00","354.00","354.00","","0.00%"
"01/22/2016","354.00","354.00","354.00","354.00","","-0.28%"
"01/21/2016","355.00","355.00","355.00","355.00","","-0.84%"
"01/20/2016","358.00","358.00","358.00","358.00","","-1.38%"
"01/19/2016","363.00","363.00","363.00","363.00","","-1.63%"
"01/18/2016","369.00","369.00","369.00","369.00","","-1.07%"
"01/15/2016","373.00","373.00","373.00","373.00","","-2.61%"
"01/14/2016","383.00","383.00","383.00","383.00","","-2.79%"
"01/13/2016","394.00","394.00","394.00","394.00","","-1.99%"
"01/12/2016","402.00","402.00","402.00","402.00","","-3.13%"
"01/11/2016","415.00","415.00","415.00","415.00","","-3.26%"
"01/08/2016","429.00","429.00","429.00","429.00","","-3.60%"
"01/07/2016","445.00","445.00","445.00","445.00","","-4.71%"
"01/06/2016","467.00","467.00","467.00","467.00","","-0.21%"
"01/05/2016","468.00","468.00","468.00","468.00","","-1.06%"
"01/04/2016","473.00","473.00","473.00","473.00","","-1.05%"
"12/24/2015","478.00","478.00","478.00","478.00","","0.63%"
"12/23/2015","475.00","475.00","475.00","475.00","","0.21%"
"12/22/2015","474.00","474.00","474.00","474.00","","-0.84%"
"12/21/2015","478.00","478.00","478.00","478.00","","0.21%"
"12/18/2015","477.00","477.00","477.00","477.00","","1.27%"
"12/17/2015","471.00","471.00","471.00","471.00","","0.00%"
"12/16/2015","471.00","471.00","471.00","471.00","","-2.69%"
"12/15/2015","484.00","484.00","484.00","484.00","","-4.72%"
"12/14/2015","508.00","508.00","508.00","508.00","","-2.68%"
"12/11/2015","522.00","522.00","522.00","522.00","","-2.25%"
"12/10/2015","534.00","534.00","534.00","534.00","","-2.20%"
"12/09/2015","546.00","546.00","546.00","546.00","","-0.91%"
"12/08/2015","551.00","551.00","551.00","551.00","","0.00%"
"12/07/2015","551.00","551.00","551.00","551.00","","-2.13%"
"12/04/2015","563.00","563.00","563.00","563.00","","-1.92%"
"12/03/2015","574.00","574.00","574.00","574.00","","-2.71%"
"12/02/2015","590.00","590.00","590.00","590.00","","-1.34%"
"12/01/2015","598.00","598.00","598.00","598.00","","2.40%"
"11/30/2015","584.00","584.00","584.00","584.00","","0.52%"
"11/27/2015","581.00","581.00","581.00","581.00","","3.38%"
"11/26/2015","562.00","562.00","562.00","562.00","","2.93%"
"11/25/2015","546.00","546.00","546.00","546.00","","3.41%"
"11/24/2015","528.00","528.00","528.00","528.00","","2.33%"
"11/23/2015","516.00","516.00","516.00","516.00","","3.61%"
"11/20/2015","498.00","498.00","498.00","498.00","","-1.19%"
"11/19/2015","504.00","504.00","504.00","504.00","","-2.89%"
"11/18/2015","519.00","519.00","519.00","519.00","","-3.35%"
"11/17/2015","537.00","537.00","537.00","537.00","","-2.36%"
"11/16/2015","550.00","550.00","550.00","550.00","","-1.79%"
"11/13/2015","560.00","560.00","560.00","560.00","","-3.28%"
"11/12/2015","579.00","579.00","579.00","579.00","","-3.34%"
"11/11/2015","599.00","599.00","599.00","599.00","","-3.70%"
"11/10/2015","622.00","622.00","622.00","622.00","","-0.96%"
"11/09/2015","628.00","628.00","628.00","628.00","","-0.48%"
"11/06/2015","631.00","631.00","631.00","631.00","","-1.41%"
"11/05/2015","640.00","640.00","640.00","640.00","","-2.59%"
"11/04/2015","657.00","680.00","680.00","657.00","","-3.38%"
"11/03/2015","680.00","680.00","680.00","680.00","","-3.68%"
"11/02/2015","706.00","706.00","706.00","706.00","","-2.08%"
"10/30/2015","721.00","721.00","721.00","721.00","","-0.96%"
"10/29/2015","728.00","728.00","728.00","728.00","","-1.09%"
"10/28/2015","736.00","736.00","736.00","736.00","","-0.41%"
"10/27/2015","739.00","739.00","739.00","739.00","","-2.64%"
"10/26/2015","759.00","759.00","759.00","759.00","","-1.94%"
"10/23/2015","774.00","774.00","774.00","774.00","","-1.53%"
"10/22/2015","786.00","786.00","786.00","786.00","","0.77%"
"10/21/2015","780.00","780.00","780.00","780.00","","2.36%"
"10/20/2015","762.00","762.00","762.00","762.00","","2.01%"
"10/19/2015","747.00","747.00","747.00","747.00","","-0.93%"
"10/16/2015","754.00","754.00","754.00","754.00","","-1.57%"
"10/15/2015","766.00","766.00","766.00","766.00","","-2.67%"
"10/14/2015","787.00","787.00","787.00","787.00","","-2.11%"
"10/13/2015","804.00","804.00","804.00","804.00","","-0.62%"
"10/12/2015","809.00","809.00","809.00","809.00","","0.00%"
"10/09/2015","809.00","809.00","809.00","809.00","","-0.98%"
"10/08/2015","817.00","817.00","817.00","817.00","","-2.85%"
"10/07/2015","841.00","841.00","841.00","841.00","","-3.22%"
"10/06/2015","869.00","869.00","869.00","869.00","","-1.36%"
"10/05/2015","881.00","881.00","881.00","881.00","","-0.90%"
"10/02/2015","889.00","889.00","889.00","889.00","","0.11%"
"10/01/2015","888.00","888.00","888.00","888.00","","-1.33%"
"09/30/2015","900.00","900.00","900.00","900.00","","-2.81%"
"09/29/2015","926.00","926.00","926.00","926.00","","-1.80%"
"09/28/2015","943.00","943.00","943.00","943.00","","0.00%"
"09/25/2015","943.00","943.00","943.00","943.00","","2.28%"
"09/24/2015","922.00","922.00","922.00","922.00","","0.55%"
"09/23/2015","917.00","917.00","917.00","917.00","","-0.65%"
"09/22/2015","923.00","923.00","923.00","923.00","","-5.62%"
"09/21/2015","978.00","978.00","978.00","978.00","","1.88%"
"09/18/2015","960.00","960.00","960.00","960.00","","8.72%"
"09/17/2015","883.00","883.00","883.00","883.00","","8.48%"
"09/16/2015","814.00","818.00","818.00","814.00","","1.50%"
"09/15/2015","802.00","802.00","802.00","802.00","","-0.37%"
"09/14/2015","805.00","805.00","805.00","805.00","","-1.59%"
"09/11/2015","818.00","818.00","818.00","818.00","","-1.45%"
"09/10/2015","830.00","830.00","830.00","830.00","","-2.92%"
"09/09/2015","855.00","855.00","855.00","855.00","","-2.06%"
"09/08/2015","873.00","873.00","873.00","873.00","","-0.34%"
"09/07/2015","876.00","876.00","876.00","876.00","","0.11%"
"09/04/2015","875.00","875.00","875.00","875.00","","-1.80%"
"09/03/2015","891.00","891.00","891.00","891.00","","-1.66%"
"09/02/2015","906.00","906.00","906.00","906.00","","-0.55%"
"09/01/2015","911.00","911.00","911.00","911.00","","0.89%"
"08/28/2015","903.00","903.00","903.00","903.00","","-0.22%"
"08/27/2015","905.00","905.00","905.00","905.00","","-1.42%"
"08/26/2015","918.00","918.00","918.00","918.00","","-2.55%"
"08/25/2015","942.00","942.00","942.00","942.00","","-2.69%"
"08/24/2015","968.00","968.00","968.00","968.00","","-2.62%"
"08/21/2015","994.00","994.00","994.00","994.00","","-1.97%"
"08/20/2015","1,014.00","1,014.00","1,014.00","1,014.00","","-1.65%"
"08/19/2015","1,031.00","1,031.00","1,031.00","1,031.00","","-1.43%"
"08/18/2015","1,046.00","1,046.00","1,046.00","1,046.00","","-1.60%"
"08/17/2015","1,063.00","1,063.00","1,063.00","1,063.00","","0.76%"
"08/14/2015","1,055.00","1,055.00","1,055.00","1,055.00","","0.86%"
"08/13/2015","1,046.00","1,046.00","1,046.00","1,046.00","","-4.30%"
"08/12/2015","1,093.00","1,093.00","1,093.00","1,093.00","","-5.94%"
"08/11/2015","1,162.00","1,162.00","1,162.00","1,162.00","","-2.92%"
"08/10/2015","1,197.00","1,197.00","1,197.00","1,197.00","","-0.25%"
"08/07/2015","1,200.00","1,200.00","1,200.00","1,200.00","","-0.08%"
"08/06/2015","1,201.00","1,201.00","1,201.00","1,201.00","","-1.72%"
"08/05/2015","1,222.00","1,222.00","1,222.00","1,222.00","","1.83%"
"08/04/2015","1,200.00","1,200.00","1,200.00","1,200.00","","4.26%"
"08/03/2015","1,151.00","1,151.00","1,151.00","1,151.00","","1.77%"
"07/31/2015","1,131.00","1,131.00","1,131.00","1,131.00","","2.82%"
"07/30/2015","1,100.00","1,100.00","1,100.00","1,100.00","","-0.36%"
"07/29/2015","1,104.00","1,104.00","1,104.00","1,104.00","","0.91%"
"07/28/2015","1,094.00","1,094.00","1,094.00","1,094.00","","0.37%"
"07/27/2015","1,090.00","1,090.00","1,090.00","1,090.00","","0.37%"
"07/24/2015","1,086.00","1,086.00","1,086.00","1,086.00","","-1.45%"
"07/23/2015","1,102.00","1,102.00","1,102.00","1,102.00","","-1.43%"
"07/22/2015","1,118.00","1,118.00","1,118.00","1,118.00","","0.45%"
"07/21/2015","1,113.00","1,113.00","1,113.00","1,113.00","","4.31%"
"07/20/2015","1,067.00","1,067.00","1,067.00","1,067.00","","1.81%"
"07/17/2015","1,048.00","1,048.00","1,048.00","1,048.00","","3.87%"
"07/16/2015","1,009.00","1,009.00","1,009.00","1,009.00","","6.10%"
"07/15/2015","951.00","951.00","951.00","951.00","","3.93%"
"07/14/2015","915.00","915.00","915.00","915.00","","1.67%"
"07/13/2015","900.00","900.00","900.00","900.00","","2.97%"
"07/10/2015","874.00","874.00","874.00","874.00","","2.46%"
"07/09/2015","853.00","853.00","853.00","853.00","","1.55%"
"07/08/2015","840.00","840.00","840.00","840.00","","1.20%"
"07/07/2015","830.00","830.00","830.00","830.00","","1.84%"
"07/06/2015","815.00","815.00","815.00","815.00","","1.24%"
"07/03/2015","805.00","805.00","805.00","805.00","","1.39%"
"07/02/2015","794.00","794.00","794.00","794.00","","0.00%"
"07/01/2015","794.00","794.00","794.00","794.00","","-0.75%"
"06/30/2015","800.00","800.00","800.00","800.00","","-1.60%"
"06/29/2015","813.00","813.00","813.00","813.00","","-1.22%"
"06/26/2015","823.00","823.00","823.00","823.00","","-0.72%"
"06/25/2015","829.00","829.00","829.00","829.00","","0.00%"
"06/24/2015","829.00","829.00","829.00","829.00","","4.94%"
"06/23/2015","790.00","790.00","790.00","790.00","","1.41%"
"06/22/2015","779.00","779.00","779.00","779.00","","0.00%"
"06/19/2015","779.00","779.00","779.00","779.00","","0.78%"
"06/18/2015","773.00","773.00","773.00","773.00","","6.62%"
"06/17/2015","725.00","725.00","725.00","725.00","","6.46%"
"06/16/2015","681.00","681.00","681.00","681.00","","3.81%"
"06/15/2015","656.00","656.00","656.00","656.00","","2.18%"
"06/12/2015","642.00","642.00","642.00","642.00","","2.07%"
"06/11/2015","629.00","629.00","629.00","629.00","","1.78%"
"06/10/2015","618.00","618.00","618.00","618.00","","0.98%"
"06/09/2015","612.00","612.00","612.00","612.00","","0.33%"
"06/08/2015","610.00","610.00","610.00","610.00","","0.00%"
"06/05/2015","610.00","610.00","610.00","610.00","","1.16%"
"06/04/2015","603.00","603.00","603.00","603.00","","0.84%"
"06/03/2015","598.00","598.00","598.00","598.00","","1.18%"
"06/02/2015","591.00","591.00","591.00","591.00","","0.34%"
"06/01/2015","589.00","589.00","589.00","589.00","","0.00%"
"05/29/2015","589.00","589.00","589.00","589.00","","0.17%"
"05/28/2015","588.00","588.00","588.00","588.00","","0.17%"
"05/27/2015","587.00","587.00","587.00","587.00","","0.51%"
"05/26/2015","584.00","584.00","584.00","584.00","","-0.34%"
"05/22/2015","586.00","592.00","592.00","586.00","","-1.01%"
"05/21/2015","592.00","592.00","592.00","592.00","","-2.31%"
"05/20/2015","606.00","606.00","606.00","606.00","","-2.26%"
"05/19/2015","620.00","620.00","620.00","620.00","","-1.59%"
"05/18/2015","630.00","630.00","630.00","630.00","","-0.63%"
"05/15/2015","634.00","634.00","634.00","634.00","","-0.47%"
"05/14/2015","637.00","637.00","637.00","637.00","","0.47%"
"05/13/2015","634.00","634.00","634.00","634.00","","7.64%"
"05/12/2015","589.00","589.00","589.00","589.00","","1.90%"
"05/11/2015","578.00","578.00","578.00","578.00","","0.70%"
"05/08/2015","574.00","574.00","574.00","574.00","","0.17%"
"05/07/2015","573.00","573.00","573.00","573.00","","-0.35%"
"05/06/2015","575.00","575.00","575.00","575.00","","-0.86%"
"05/05/2015","580.00","580.00","580.00","580.00","","-1.19%"
"05/01/2015","587.00","587.00","587.00","587.00","","-0.68%"
