date,good_excellent_pct
2025-06-01,67
2025-06-08,207
2025-06-15,200
2025-06-22,196
2025-06-29,196
2025-07-06,196
2025-07-13,200
2025-07-20,197
2025-07-27,199
2025-08-03,199
2025-08-10,199
2025-08-17,198
2025-08-24,196
2025-08-31,189
2025-09-07,188
2025-09-14,186
2025-09-21,184
2025-09-28,185
