fecha_analisis,commodity,precio_usd,prob_sube_21d,modelo,auc_modelo
2025-11-10,Corn,428.5,0.9077382,VMD-LSTM,0.6979352346999406
2025-11-10,Soybeans,1124.75,0.26015764,VMD-LSTM,0.738115250134481
2025-11-10,Wheat,532.5,0.68171173,VMD-LSTM,0.7431542373310169
