CH06,HORASTRAB,POBRE,CH04_2,NIVEL_ED_2,NIVEL_ED_3,NIVEL_ED_4,NIVEL_ED_5,NIVEL_ED_6,NIVEL_ED_7,ESTADO_2,ESTADO_3,ESTADO_4,CAT_OCUP_1.0,CAT_OCUP_2.0,CAT_OCUP_3.0,CAT_OCUP_4.0,CAT_OCUP_9.0
46.0,40.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
19.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49.0,57.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
67.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3.0,36.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36.0,48.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16.0,48.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14.0,48.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10.0,48.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5.0,48.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.0,48.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.0,36.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7.0,36.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34.0,46.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
68.0,40.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
67.0,40.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
56.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
29.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47.0,48.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43.0,48.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29.0,48.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
54.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
63.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
56.0,20.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,45.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
50.0,45.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
68.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
58.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,45.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18.0,45.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16.0,45.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3.0,45.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
45.0,48.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20.0,48.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
47.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15.0,20.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58.0,20.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
88.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
79.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35.0,45.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,45.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
79.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
81.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
69.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
62.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
32.0,48.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.0,48.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14.0,48.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24.0,48.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
48.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48.0,48.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
64.0,24.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29.0,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
28.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50.0,12.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27.0,12.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
63.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25.0,12.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38.0,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60.0,20.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33.0,45.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57.0,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.0,50.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,50.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25.0,50.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
31.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,60.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20.0,60.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
14.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58.0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.0,56.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
53.0,48.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32.0,48.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
16.0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56.0,36.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17.0,36.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
30.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
24.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.0,27.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.0,27.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
42.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
33.0,35.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2.0,35.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
28.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,40.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
81.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
48.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
21.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
14.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
45.0,48.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18.0,48.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
21.0,10.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.0,48.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
45.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.0,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
27.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.0,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
33.0,20.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28.0,40.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2.0,40.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
70.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
74.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
67.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
67.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56.0,36.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,36.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.0,36.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
65.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
63.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50.0,50.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11.0,50.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
51.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
58.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
57.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
28.0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
67.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
69.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
54.0,50.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
35.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
70.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
75.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.0,27.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,27.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13.0,27.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,27.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
59.0,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47.0,27.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
59.0,66.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
59.0,66.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,66.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46.0,54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19.0,27.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14.0,72.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
46.0,54.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,54.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
19.0,54.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16.0,54.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38.0,72.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40.0,72.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21.0,72.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19.0,72.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
14.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12.0,84.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64.0,12.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.0,84.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
46.0,24.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,24.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4.0,24.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38.0,40.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
49.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
37.0,32.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,32.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40.0,44.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
74.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
37.0,59.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30.0,59.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8.0,59.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14.0,44.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
40.0,44.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
75.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
75.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26.0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
74.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
26.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,40.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
30.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76.0,59.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
63.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
63.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
58.0,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
90.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41.0,56.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,56.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9.0,56.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
93.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,15.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8.0,15.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.0,12.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20.0,48.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14.0,48.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43.0,48.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6.0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
43.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,36.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42.0,36.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,36.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
29.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
53.0,40.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
49.0,40.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20.0,40.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
44.0,40.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11.0,40.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9.0,40.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50.0,45.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
18.0,45.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
14.0,45.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34.0,40.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26.0,40.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21.0,70.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19.0,70.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,70.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
53.0,70.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
53.0,70.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.0,48.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,40.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
37.0,40.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.0,40.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13.0,40.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6.0,40.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31.0,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
38.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
64.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
80.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
36.0,30.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
69.0,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
73.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
66.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
65.0,48.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,48.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
63.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63.0,24.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
39.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,78.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
