CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,pobre
125098  ,1.0,1.0,1,80,,,4,3,1.0,583.0,583.0,0.0,0.0,0.0,2005,125098  _1.0,0.74,0.74,151.7518,0
125188  ,1.0,1.0,1,26,,,5,1,0.0,150.0,450.0,300.0,2.0,Sí,2005,125188  _1.0,1.02,1.78,365.0246,0
125188  ,1.0,2.0,2,27,,,7,3,4.0,150.0,450.0,0.0,0.0,0.0,2005,125188  _1.0,0.76,1.78,365.0246,0
125188  ,1.0,3.0,2,,,,1,4,5.0,150.0,450.0,0.0,0.0,0.0,2005,125188  _1.0,0.0,1.78,365.0246,0
125242  ,1.0,1.0,2,71,,,3,3,1.0,855.0,855.0,0.0,0.0,0.0,2005,125242  _1.0,0.67,0.67,137.39690000000002,0
125436  ,1.0,1.0,1,54,,,5,1,0.0,1016.0,5080.0,5000.0,2.0,No,2005,125436  _1.0,1.0,4.3,881.8009999999999,0
125436  ,1.0,2.0,2,54,,,5,3,4.0,1016.0,5080.0,0.0,0.0,0.0,2005,125436  _1.0,0.76,4.3,881.8009999999999,0
125436  ,1.0,3.0,2,27,,,5,3,7.0,1016.0,5080.0,0.0,0.0,0.0,2005,125436  _1.0,0.76,4.3,881.8009999999999,0
125436  ,1.0,4.0,1,20,,,4,2,0.0,1016.0,5080.0,0.0,3.0,0.0,2005,125436  _1.0,1.02,4.3,881.8009999999999,0
125436  ,1.0,5.0,2,18,,,6,3,3.0,1016.0,5080.0,0.0,0.0,0.0,2005,125436  _1.0,0.76,4.3,881.8009999999999,0
125533  ,1.0,1.0,1,75,,,7,1,0.0,350.0,1050.0,450.0,2.0,No,2005,125533  _1.0,0.83,2.98,611.1086,0
125533  ,1.0,1.0,1,75,,,7,1,0.0,350.0,1050.0,450.0,2.0,No,2005,125533  _1.0,0.74,2.98,611.1086,0
125533  ,1.0,2.0,2,66,,,6,3,7.0,350.0,1050.0,0.0,0.0,0.0,2005,125533  _1.0,0.67,2.98,611.1086,0
125533  ,1.0,3.0,1,94,,,7,3,1.0,350.0,1050.0,0.0,0.0,0.0,2005,125533  _1.0,0.74,2.98,611.1086,0
125533  ,2.0,Servicio doméstico en hogares,2,76,,,3,1,0.0,150.0,150.0,150.0,3.0,No,2005,125533  _2.0,0.63,0.63,129.1941,0
125558  ,1.0,1.0,1,55,,,4,1,0.0,862.5,3450.0,2500.0,2.0,No,2005,125558  _1.0,1.0,3.2800000000000002,672.6296,0
125558  ,1.0,2.0,2,52,,,7,1,0.0,862.5,3450.0,500.0,2.0,No,2005,125558  _1.0,0.76,3.2800000000000002,672.6296,0
125558  ,1.0,3.0,2,26,,,6,1,0.0,862.5,3450.0,150.0,3.0,No,2005,125558  _1.0,0.76,3.2800000000000002,672.6296,0
125558  ,1.0,4.0,2,21,,,6,1,0.0,862.5,3450.0,250.0,3.0,No,2005,125558  _1.0,0.76,3.2800000000000002,672.6296,0
125599  ,1.0,1.0,1,56,,,5,1,0.0,660.0,3300.0,3000.0,2.0,No,2005,125599  _1.0,1.0,4.44,910.5108,0
125599  ,1.0,2.0,2,49,,,5,2,0.0,660.0,3300.0,0.0,0.0,0.0,2005,125599  _1.0,0.76,4.44,910.5108,0
125599  ,1.0,3.0,1,18,,,4,3,1.0,660.0,3300.0,0.0,0.0,0.0,2005,125599  _1.0,1.02,4.44,910.5108,0
125599  ,1.0,4.0,1,16,,,4,3,3.0,660.0,3300.0,0.0,0.0,0.0,2005,125599  _1.0,1.03,4.44,910.5108,0
125599  ,1.0,5.0,2,78,,,5,3,7.0,660.0,3300.0,0.0,0.0,0.0,2005,125599  _1.0,0.63,4.44,910.5108,0
126225  ,1.0,1.0,1,46,,,7,1,0.0,1950.0,7800.0,5000.0,3.0,No,2005,126225  _1.0,1.0,3.29,674.6803,0
126225  ,1.0,2.0,2,42,,,7,1,0.0,1950.0,7800.0,2000.0,2.0,No,2005,126225  _1.0,0.77,3.29,674.6803,0
126225  ,1.0,3.0,2,22,,,6,3,3.0,1950.0,7800.0,0.0,0.0,0.0,2005,126225  _1.0,0.76,3.29,674.6803,0
126225  ,1.0,4.0,2,19,,,5,2,0.0,1950.0,7800.0,0.0,0.0,0.0,2005,126225  _1.0,0.76,3.29,674.6803,0
126368  ,1.0,1.0,1,66,,,7,1,0.0,3600.0,7200.0,2800.0,3.0,No,2005,126368  _1.0,0.83,1.5,307.605,0
126368  ,1.0,2.0,2,64,,,7,2,0.0,3600.0,7200.0,0.0,2.0,0.0,2005,126368  _1.0,0.67,1.5,307.605,0
126449  ,1.0,1.0,1,37,,,4,1,0.0,200.0,600.0,600.0,3.0,No,2005,126449  _1.0,1.0,2.56,524.9792,0
126449  ,1.0,2.0,2,31,,,3,3,4.0,200.0,600.0,0.0,0.0,0.0,2005,126449  _1.0,0.77,2.56,524.9792,0
126449  ,1.0,3.0,1,10,,,2,3,3.0,200.0,600.0,0.0,0.0,0.0,2005,126449  _1.0,0.79,2.56,524.9792,0
126768  ,2.0,1.0,1,47,,,6,1,0.0,3500.0,3500.0,3500.0,3.0,No,2005,126768  _2.0,1.0,1.0,205.07,0
126799  ,1.0,1.0,1,32,,,5,1,0.0,383.3333333333333,1150.0,550.0,3.0,No,2005,126799  _1.0,1.0,2.43,498.3201,0
126799  ,1.0,2.0,2,25,,,5,1,0.0,383.3333333333333,1150.0,550.0,3.0,No,2005,126799  _1.0,0.76,2.43,498.3201,0
126799  ,1.0,3.0,2,65,,,4,1,0.0,383.3333333333333,1150.0,50.0,2.0,Sí,2005,126799  _1.0,0.67,2.43,498.3201,0
127247  ,2.0,1.0,1,28,,,4,1,0.0,233.3333333333333,700.0,700.0,2.0,No,2005,127247  _2.0,1.02,1.78,365.0246,0
127247  ,2.0,2.0,2,25,,,6,3,4.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,127247  _2.0,0.76,1.78,365.0246,0
127247  ,2.0,3.0,2,,,,1,4,5.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,127247  _2.0,0.0,1.78,365.0246,0
127415  ,1.0,1.0,2,35,,,6,1,0.0,2210.0,2210.0,1710.0,3.0,No,2005,127415  _1.0,0.77,0.77,157.9039,0
127638  ,1.0,1.0,1,47,,,5,1,0.0,360.0,1800.0,0.0,1.0,No,2005,127638  _1.0,1.0,4.57,937.1699,0
127638  ,1.0,2.0,2,44,,,3,3,4.0,360.0,1800.0,0.0,0.0,0.0,2005,127638  _1.0,0.77,4.57,937.1699,0
127638  ,1.0,3.0,1,21,,,6,1,0.0,360.0,1800.0,1200.0,3.0,No,2005,127638  _1.0,1.02,4.57,937.1699,0
127638  ,1.0,4.0,2,20,,,6,2,0.0,360.0,1800.0,0.0,3.0,0.0,2005,127638  _1.0,0.76,4.57,937.1699,0
127638  ,1.0,5.0,1,18,,,4,1,0.0,360.0,1800.0,600.0,3.0,No,2005,127638  _1.0,1.02,4.57,937.1699,0
127924  ,1.0,1.0,1,27,,,6,1,0.0,1495.0,2990.0,900.0,3.0,No,2005,127924  _1.0,1.02,1.78,365.0246,0
127924  ,1.0,2.0,2,29,,,7,1,0.0,1495.0,2990.0,1200.0,3.0,No,2005,127924  _1.0,0.76,1.78,365.0246,0
128148  ,1.0,1.0,1,53,,,7,1,0.0,975.0,3900.0,1500.0,2.0,Sí,2005,128148  _1.0,1.0,3.43,703.3901,0
128148  ,1.0,2.0,2,48,,,7,1,0.0,975.0,3900.0,1000.0,3.0,No,2005,128148  _1.0,0.76,3.43,703.3901,0
128148  ,1.0,3.0,2,16,,,4,3,3.0,975.0,3900.0,0.0,0.0,0.0,2005,128148  _1.0,0.77,3.43,703.3901,0
128148  ,1.0,4.0,1,13,,,4,3,3.0,975.0,3900.0,0.0,0.0,0.0,2005,128148  _1.0,0.9,3.43,703.3901,0
128301  ,1.0,1.0,1,44,,,7,1,0.0,600.0,3000.0,3000.0,3.0,No,2005,128301  _1.0,1.0,3.8,779.266,0
128301  ,1.0,2.0,2,44,,,7,3,4.0,600.0,3000.0,0.0,0.0,0.0,2005,128301  _1.0,0.77,3.8,779.266,0
128301  ,1.0,3.0,2,14,,,4,3,3.0,600.0,3000.0,0.0,0.0,0.0,2005,128301  _1.0,0.76,3.8,779.266,0
128301  ,1.0,4.0,2,11,,,2,3,3.0,600.0,3000.0,0.0,0.0,0.0,2005,128301  _1.0,0.72,3.8,779.266,0
128301  ,1.0,5.0,2,4,,,1,4,5.0,600.0,3000.0,0.0,0.0,0.0,2005,128301  _1.0,0.55,3.8,779.266,0
128340  ,1.0,2.0,2,46,,,5,1,0.0,300.0,600.0,600.0,3.0,No,2005,128340  _1.0,0.76,1.52,311.7064,0
128340  ,1.0,3.0,2,19,,,6,1,0.0,300.0,600.0,0.0,3.0,No,2005,128340  _1.0,0.76,1.52,311.7064,0
128771  ,1.0,1.0,1,61,,,3,3,1.0,287.5,1150.0,0.0,0.0,0.0,2005,128771  _1.0,0.83,3.08,631.6156,0
128771  ,1.0,2.0,2,44,,,3,1,0.0,287.5,1150.0,800.0,3.0,No,2005,128771  _1.0,0.77,3.08,631.6156,0
128771  ,1.0,3.0,2,20,,,6,2,0.0,287.5,1150.0,0.0,0.0,0.0,2005,128771  _1.0,0.76,3.08,631.6156,0
128771  ,1.0,4.0,2,11,,,2,3,3.0,287.5,1150.0,0.0,0.0,0.0,2005,128771  _1.0,0.72,3.08,631.6156,0
128792  ,1.0,1.0,2,59,,,1,3,1.0,290.0,290.0,0.0,0.0,0.0,2005,128792  _1.0,0.76,0.76,155.8532,0
128921  ,1.0,1.0,2,33,,,5,1,0.0,733.3333333333334,2200.0,1400.0,3.0,No,2005,128921  _1.0,0.77,2.5300000000000002,518.8271000000001,0
128921  ,1.0,2.0,2,60,,,3,3,4.0,733.3333333333334,2200.0,0.0,0.0,0.0,2005,128921  _1.0,0.76,2.5300000000000002,518.8271000000001,0
128921  ,1.0,3.0,1,38,,,5,1,0.0,733.3333333333334,2200.0,800.0,2.0,No,2005,128921  _1.0,1.0,2.5300000000000002,518.8271000000001,0
129001  ,1.0,1.0,2,74,,,4,3,1.0,600.0,600.0,0.0,0.0,0.0,2005,129001  _1.0,0.67,0.67,137.39690000000002,0
129272  ,1.0,1.0,1,44,,,6,3,1.0,350.0,350.0,0.0,0.0,0.0,2005,129272  _1.0,1.0,1.0,205.07,0
129328  ,1.0,1.0,2,31,,,7,1,0.0,2950.0,2950.0,2000.0,2.0,No,2005,129328  _1.0,0.77,0.77,157.9039,0
129670  ,1.0,1.0,2,60,,,5,1,0.0,1790.0,1790.0,1190.0,3.0,No,2005,129670  _1.0,0.76,0.76,155.8532,0
129906  ,1.0,1.0,1,74,,,3,3,1.0,843.3333333333334,2530.0,0.0,0.0,0.0,2005,129906  _1.0,0.83,2.13,436.79909999999995,0
129906  ,1.0,2.0,2,68,,,3,3,1.0,843.3333333333334,2530.0,0.0,0.0,0.0,2005,129906  _1.0,0.67,2.13,436.79909999999995,0
129906  ,1.0,3.0,2,88,,,3,3,1.0,843.3333333333334,2530.0,0.0,0.0,0.0,2005,129906  _1.0,0.63,2.13,436.79909999999995,0
129959  ,1.0,1.0,2,25,,,6,1,0.0,575.0,1150.0,400.0,3.0,Sí,2005,129959  _1.0,0.76,1.52,311.7064,0
129959  ,1.0,2.0,2,29,,,6,1,0.0,575.0,1150.0,150.0,3.0,No,2005,129959  _1.0,0.76,1.52,311.7064,0
130029  ,1.0,1.0,2,33,,,7,1,0.0,1575.0,1575.0,1575.0,3.0,No,2005,130029  _1.0,0.77,0.77,157.9039,0
130128  ,1.0,1.0,2,52,,,7,1,0.0,700.0,2800.0,1200.0,1.0,No,2005,130128  _1.0,0.76,3.8200000000000003,783.3674000000001,0
130128  ,1.0,2.0,1,23,,,6,1,0.0,700.0,2800.0,450.0,3.0,No,2005,130128  _1.0,1.02,3.8200000000000003,783.3674000000001,0
130128  ,1.0,3.0,1,21,,,6,1,0.0,700.0,2800.0,450.0,3.0,No,2005,130128  _1.0,1.02,3.8200000000000003,783.3674000000001,0
130128  ,1.0,4.0,1,27,,,7,2,0.0,700.0,2800.0,0.0,3.0,0.0,2005,130128  _1.0,1.02,3.8200000000000003,783.3674000000001,0
130657  ,1.0,1.0,1,60,,,7,1,0.0,871.25,3485.0,0.0,2.0,No,2005,130657  _1.0,1.0,3.7800000000000002,775.1646000000001,0
130657  ,1.0,2.0,2,60,,,5,3,4.0,871.25,3485.0,0.0,0.0,0.0,2005,130657  _1.0,0.76,3.7800000000000002,775.1646000000001,0
130657  ,1.0,3.0,1,33,,,6,1,0.0,871.25,3485.0,1735.0,3.0,No,2005,130657  _1.0,1.0,3.7800000000000002,775.1646000000001,0
130657  ,1.0,4.0,1,28,,,5,1,0.0,871.25,3485.0,750.0,3.0,No,2005,130657  _1.0,1.02,3.7800000000000002,775.1646000000001,0
130914  ,1.0,1.0,1,25,,,5,1,0.0,780.0,780.0,780.0,3.0,No,2005,130914  _1.0,1.02,1.02,209.1714,0
130930  ,1.0,1.0,2,50,,,6,1,0.0,566.6666666666666,1700.0,1500.0,1.0,No,2005,130930  _1.0,0.76,2.29,469.6103,0
130930  ,1.0,2.0,2,20,,,6,3,3.0,566.6666666666666,1700.0,0.0,0.0,0.0,2005,130930  _1.0,0.76,2.29,469.6103,0
130930  ,1.0,3.0,2,16,,,4,3,3.0,566.6666666666666,1700.0,0.0,0.0,0.0,2005,130930  _1.0,0.77,2.29,469.6103,0
130931  ,1.0,1.0,1,71,,,6,1,0.0,210.0,420.0,420.0,3.0,Sí,2005,130931  _1.0,0.83,1.5899999999999999,326.06129999999996,0
130931  ,1.0,2.0,2,57,,,7,2,0.0,210.0,420.0,0.0,0.0,0.0,2005,130931  _1.0,0.76,1.5899999999999999,326.06129999999996,0
130997  ,1.0,1.0,2,63,,,5,3,1.0,580.0,580.0,0.0,0.0,0.0,2005,130997  _1.0,0.67,0.67,137.39690000000002,0
131244  ,1.0,1.0,1,34,,,5,1,0.0,1400.0,2800.0,1000.0,3.0,No,2005,131244  _1.0,1.0,1.76,360.9232,0
131244  ,1.0,2.0,2,28,,,4,1,0.0,1400.0,2800.0,1000.0,3.0,No,2005,131244  _1.0,0.76,1.76,360.9232,0
131469  ,1.0,1.0,1,74,,,1,3,1.0,308.0,308.0,0.0,0.0,0.0,2005,131469  _1.0,0.83,0.83,170.20809999999997,0
131685  ,1.0,1.0,2,94,,,3,3,1.0,830.0,830.0,0.0,0.0,0.0,2005,131685  _1.0,0.63,0.63,129.1941,0
131837  ,1.0,1.0,1,75,,,5,1,0.0,1004.0,2008.0,900.0,3.0,No,2005,131837  _1.0,0.83,2.24,459.3568,0
131837  ,1.0,1.0,1,75,,,5,1,0.0,1004.0,2008.0,900.0,3.0,No,2005,131837  _1.0,0.74,2.24,459.3568,0
131837  ,1.0,2.0,2,66,,,5,3,4.0,1004.0,2008.0,0.0,0.0,0.0,2005,131837  _1.0,0.67,2.24,459.3568,0
132112  ,1.0,1.0,1,60,,,4,1,0.0,431.25,3450.0,2000.0,1.0,No,2005,132112  _1.0,1.0,6.38,1308.3465999999999,0
132112  ,1.0,2.0,2,57,,,3,1,0.0,431.25,3450.0,350.0,3.0,No,2005,132112  _1.0,0.76,6.38,1308.3465999999999,0
132112  ,1.0,3.0,2,27,,,5,1,0.0,431.25,3450.0,500.0,2.0,No,2005,132112  _1.0,0.76,6.38,1308.3465999999999,0
132112  ,1.0,4.0,1,25,,,4,1,0.0,431.25,3450.0,600.0,3.0,No,2005,132112  _1.0,1.02,6.38,1308.3465999999999,0
132112  ,1.0,5.0,1,18,,,4,3,3.0,431.25,3450.0,0.0,0.0,0.0,2005,132112  _1.0,1.02,6.38,1308.3465999999999,0
132112  ,1.0,6.0,2,24,,,4,3,4.0,431.25,3450.0,0.0,0.0,0.0,2005,132112  _1.0,0.76,6.38,1308.3465999999999,0
132112  ,1.0,7.0,2,5,,,2,4,5.0,431.25,3450.0,0.0,0.0,0.0,2005,132112  _1.0,0.6,6.38,1308.3465999999999,0
132112  ,1.0,8.0,1,2,,,1,4,5.0,431.25,3450.0,0.0,0.0,0.0,2005,132112  _1.0,0.46,6.38,1308.3465999999999,0
132113  ,1.0,1.0,1,54,,,6,1,0.0,525.0,2100.0,0.0,1.0,Sí,2005,132113  _1.0,1.0,3.8,779.266,0
132113  ,1.0,2.0,2,51,,,5,1,0.0,525.0,2100.0,500.0,3.0,Sí,2005,132113  _1.0,0.76,3.8,779.266,0
132113  ,1.0,3.0,1,25,,,6,1,0.0,525.0,2100.0,1000.0,3.0,No,2005,132113  _1.0,1.02,3.8,779.266,0
132113  ,1.0,4.0,1,24,,,6,1,0.0,525.0,2100.0,600.0,3.0,No,2005,132113  _1.0,1.02,3.8,779.266,0
132764  ,1.0,1.0,1,23,,,6,2,0.0,700.0,2100.0,0.0,3.0,0.0,2005,132764  _1.0,1.02,3.08,631.6156,0
132764  ,1.0,2.0,1,26,,,7,1,0.0,700.0,2100.0,900.0,3.0,No,2005,132764  _1.0,1.02,3.08,631.6156,0
132764  ,1.0,3.0,1,17,,,5,3,7.0,700.0,2100.0,0.0,0.0,0.0,2005,132764  _1.0,1.04,3.08,631.6156,0
132832  ,1.0,1.0,1,74,,,4,3,1.0,370.0,740.0,0.0,0.0,0.0,2005,132832  _1.0,0.83,1.5,307.605,0
132832  ,1.0,2.0,2,71,,,3,3,4.0,370.0,740.0,0.0,0.0,0.0,2005,132832  _1.0,0.67,1.5,307.605,0
133114  ,1.0,1.0,1,39,,,3,1,0.0,250.0,1000.0,1000.0,3.0,No,2005,133114  _1.0,1.0,3.3200000000000003,680.8324,0
133114  ,1.0,2.0,2,32,,,3,3,4.0,250.0,1000.0,0.0,0.0,0.0,2005,133114  _1.0,0.77,3.3200000000000003,680.8324,0
133114  ,1.0,3.0,2,13,,,4,3,3.0,250.0,1000.0,0.0,0.0,0.0,2005,133114  _1.0,0.76,3.3200000000000003,680.8324,0
133114  ,1.0,4.0,1,10,,,2,3,3.0,250.0,1000.0,0.0,0.0,0.0,2005,133114  _1.0,0.79,3.3200000000000003,680.8324,0
133376  ,1.0,1.0,1,84,,,3,3,1.0,608.0,1216.0,0.0,0.0,0.0,2005,133376  _1.0,0.74,1.37,280.9459,0
133376  ,1.0,2.0,2,84,,,2,3,1.0,608.0,1216.0,0.0,0.0,0.0,2005,133376  _1.0,0.63,1.37,280.9459,0
133430  ,1.0,1.0,2,49,,,7,1,0.0,500.0,1500.0,1500.0,3.0,No,2005,133430  _1.0,0.76,2.5,512.675,0
133430  ,1.0,2.0,1,57,,,7,2,0.0,500.0,1500.0,0.0,3.0,0.0,2005,133430  _1.0,1.0,2.5,512.675,0
133430  ,1.0,3.0,2,12,,,2,3,3.0,500.0,1500.0,0.0,0.0,0.0,2005,133430  _1.0,0.74,2.5,512.675,0
133492  ,1.0,1.0,1,33,,,4,1,0.0,940.0,1880.0,300.0,2.0,No,2005,133492  _1.0,1.0,2.0,410.14,0
133492  ,1.0,2.0,1,33,,,5,1,0.0,940.0,1880.0,630.0,3.0,No,2005,133492  _1.0,1.0,2.0,410.14,0
134256  ,1.0,1.0,1,70,,,6,1,0.0,116.66666666666669,350.0,250.0,3.0,Sí,2005,134256  _1.0,0.83,2.27,465.5089,1
134256  ,1.0,2.0,2,69,,,3,3,4.0,116.66666666666669,350.0,0.0,0.0,0.0,2005,134256  _1.0,0.67,2.27,465.5089,1
134256  ,1.0,3.0,2,34,,,5,2,0.0,116.66666666666669,350.0,0.0,3.0,0.0,2005,134256  _1.0,0.77,2.27,465.5089,1
134414  ,1.0,1.0,1,42,,,6,1,0.0,800.0,3200.0,1600.0,3.0,No,2005,134414  _1.0,1.0,3.2,656.224,0
134414  ,1.0,2.0,2,40,,,7,1,0.0,800.0,3200.0,1000.0,3.0,No,2005,134414  _1.0,0.77,3.2,656.224,0
134414  ,1.0,3.0,2,12,,,4,3,3.0,800.0,3200.0,0.0,0.0,0.0,2005,134414  _1.0,0.74,3.2,656.224,0
134414  ,1.0,4.0,1,9,,,2,4,3.0,800.0,3200.0,0.0,0.0,0.0,2005,134414  _1.0,0.69,3.2,656.224,0
134746  ,1.0,1.0,1,40,,,7,1,0.0,700.0,2800.0,2500.0,3.0,No,2005,134746  _1.0,1.0,2.3200000000000003,475.76240000000007,0
134746  ,1.0,2.0,2,35,,,7,3,4.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.77,2.3200000000000003,475.76240000000007,0
134746  ,1.0,3.0,2,4,,,1,4,5.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.55,2.3200000000000003,475.76240000000007,0
134746  ,1.0,4.0,2,,,,1,4,5.0,700.0,2800.0,0.0,0.0,0.0,2005,134746  _1.0,0.0,2.3200000000000003,475.76240000000007,0
134774  ,2.0,1.0,1,40,,,7,1,0.0,743.3333333333334,2230.0,1800.0,3.0,No,2005,134774  _2.0,1.0,2.14,438.8498,0
134774  ,2.0,2.0,2,36,,,7,3,4.0,743.3333333333334,2230.0,0.0,0.0,0.0,2005,134774  _2.0,0.77,2.14,438.8498,0
134774  ,2.0,3.0,2,1,,,1,4,5.0,743.3333333333334,2230.0,0.0,0.0,0.0,2005,134774  _2.0,0.37,2.14,438.8498,0
135031  ,1.0,1.0,1,68,,,3,1,0.0,1025.0,2050.0,800.0,2.0,No,2005,135031  _1.0,0.83,1.46,299.4022,0
135031  ,1.0,2.0,2,76,,,3,3,1.0,1025.0,2050.0,0.0,0.0,0.0,2005,135031  _1.0,0.63,1.46,299.4022,0
135688  ,1.0,1.0,1,74,,,7,1,0.0,1950.0,3900.0,900.0,2.0,No,2005,135688  _1.0,0.83,1.5,307.605,0
135688  ,1.0,2.0,2,74,,,7,3,4.0,1950.0,3900.0,0.0,0.0,0.0,2005,135688  _1.0,0.67,1.5,307.605,0
135956  ,1.0,1.0,1,43,,,4,1,0.0,415.0,2490.0,1300.0,3.0,No,2005,135956  _1.0,1.0,3.9699999999999998,814.1279,0
135956  ,1.0,2.0,2,34,,,5,1,0.0,415.0,2490.0,1190.0,3.0,No,2005,135956  _1.0,0.77,3.9699999999999998,814.1279,0
135956  ,1.0,3.0,2,14,,,4,3,3.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.76,3.9699999999999998,814.1279,0
135956  ,1.0,4.0,2,10,,,2,3,3.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.7,3.9699999999999998,814.1279,0
135956  ,1.0,5.0,1,1,,,1,4,5.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.37,3.9699999999999998,814.1279,0
135956  ,1.0,6.0,1,1,,,1,4,5.0,415.0,2490.0,0.0,0.0,0.0,2005,135956  _1.0,0.37,3.9699999999999998,814.1279,0
135980  ,1.0,1.0,1,32,,,5,3,7.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,1.0,3.81,781.3167,0
135980  ,1.0,2.0,2,35,,,4,1,0.0,205.8333333333333,1235.0,210.0,3.0,No,2005,135980  _1.0,0.77,3.81,781.3167,0
135980  ,1.0,3.0,2,11,,,2,3,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.72,3.81,781.3167,0
135980  ,1.0,4.0,2,8,,,2,4,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.68,3.81,781.3167,0
135980  ,1.0,5.0,2,6,,,2,4,3.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.64,3.81,781.3167,0
135980  ,1.0,6.0,1,,,,1,4,5.0,205.8333333333333,1235.0,0.0,0.0,0.0,2005,135980  _1.0,0.0,3.81,781.3167,0
136082  ,1.0,1.0,2,43,,,7,1,0.0,233.3333333333333,700.0,700.0,2.0,No,2005,136082  _1.0,0.77,2.5300000000000002,518.8271000000001,0
136082  ,1.0,2.0,1,15,,,4,3,3.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,136082  _1.0,1.0,2.5300000000000002,518.8271000000001,0
136082  ,1.0,3.0,2,13,,,4,3,3.0,233.3333333333333,700.0,0.0,0.0,0.0,2005,136082  _1.0,0.76,2.5300000000000002,518.8271000000001,0
136620  ,1.0,1.0,1,41,,,6,1,0.0,2200.0,2200.0,2200.0,3.0,No,2005,136620  _1.0,1.0,1.0,205.07,0
136767  ,1.0,1.0,1,34,,,3,1,0.0,875.0,3500.0,2200.0,3.0,No,2005,136767  _1.0,1.0,2.9699999999999998,609.0578999999999,0
136767  ,1.0,2.0,2,33,,,5,1,0.0,875.0,3500.0,1300.0,3.0,No,2005,136767  _1.0,0.77,2.9699999999999998,609.0578999999999,0
136767  ,1.0,3.0,2,9,,,2,4,3.0,875.0,3500.0,0.0,0.0,0.0,2005,136767  _1.0,0.69,2.9699999999999998,609.0578999999999,0
136767  ,1.0,4.0,2,3,,,1,4,5.0,875.0,3500.0,0.0,0.0,0.0,2005,136767  _1.0,0.51,2.9699999999999998,609.0578999999999,0
136892  ,1.0,1.0,2,70,,,4,3,1.0,550.0,1100.0,0.0,0.0,0.0,2005,136892  _1.0,0.67,1.67,342.46689999999995,0
136892  ,1.0,2.0,1,41,,,4,1,0.0,550.0,1100.0,800.0,3.0,Sí,2005,136892  _1.0,1.0,1.67,342.46689999999995,0
137044  ,1.0,1.0,1,66,,,7,3,1.0,1100.0,3300.0,0.0,0.0,0.0,2005,137044  _1.0,0.83,2.59,531.1312999999999,0
137044  ,1.0,2.0,2,57,,,7,3,4.0,1100.0,3300.0,0.0,0.0,0.0,2005,137044  _1.0,0.76,2.59,531.1312999999999,0
137044  ,1.0,3.0,1,33,,,7,1,0.0,1100.0,3300.0,1800.0,3.0,No,2005,137044  _1.0,1.0,2.59,531.1312999999999,0
137188  ,1.0,1.0,1,61,,,3,3,7.0,225.0,900.0,0.0,0.0,0.0,2005,137188  _1.0,0.83,3.38,693.1365999999999,0
137188  ,1.0,2.0,2,60,,,3,3,4.0,225.0,900.0,0.0,0.0,0.0,2005,137188  _1.0,0.76,3.38,693.1365999999999,0
137188  ,1.0,3.0,1,27,,,6,1,0.0,225.0,900.0,300.0,3.0,No,2005,137188  _1.0,1.02,3.38,693.1365999999999,0
137188  ,1.0,4.0,2,30,,,6,1,0.0,225.0,900.0,600.0,3.0,No,2005,137188  _1.0,0.77,3.38,693.1365999999999,0
137393  ,1.0,1.0,2,52,,,3,1,0.0,133.75,1070.0,40.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1
137393  ,1.0,2.0,2,28,,,4,1,0.0,133.75,1070.0,150.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1
137393  ,1.0,3.0,1,25,,,6,1,0.0,133.75,1070.0,600.0,3.0,No,2005,137393  _1.0,1.02,6.27,1285.7888999999998,1
137393  ,1.0,4.0,2,23,,,4,1,0.0,133.75,1070.0,280.0,3.0,Sí,2005,137393  _1.0,0.76,6.27,1285.7888999999998,1
137393  ,1.0,5.0,2,16,,,4,3,3.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.77,6.27,1285.7888999999998,1
137393  ,1.0,6.0,1,34,,,4,1,0.0,133.75,1070.0,0.0,3.0,Sí,2005,137393  _1.0,1.0,6.27,1285.7888999999998,1
137393  ,1.0,7.0,2,5,,,2,4,5.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.6,6.27,1285.7888999999998,1
137393  ,1.0,8.0,2,5,,,1,4,5.0,133.75,1070.0,0.0,0.0,0.0,2005,137393  _1.0,0.6,6.27,1285.7888999999998,1
