CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO
TQRMNORUQHJKNPCDEIJAH00878866,1.0,4,2,6.0,5,1.0,7,4,3,0.0,0.0,0.0,0,,2025
TQRMNORWXHLLOPCDEIJAH00855057,1.0,4,2,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,1,1,49.0,1,1.0,3,1,0,0.0,0.0,,2,1.0,2025
TQRMNORXTHLMRLCDEIJAH00855105,1.0,2,2,33.0,2,1.0,6,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNORXTHLMRLCDEIJAH00855105,1.0,3,1,5.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNORXTHLMRLCDEIJAH00855105,1.0,1,1,36.0,2,1.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPPVHKMNRCDEIJAH00859699,1.0,2,2,24.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPPVHKMNRCDEIJAH00859699,1.0,3,2,20.0,5,4.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNOPPVHKMNRCDEIJAH00859699,1.0,1,2,62.0,5,1.0,5,1,0,0.0,0.0,200000.0,3,1.0,2025
TQRMNOSTWHJLMTCDEIJAH00878541,1.0,1,2,85.0,4,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSTWHJLMTCDEIJAH00878541,1.0,2,1,16.0,1,9.0,3,0,0,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,3,2,27.0,5,4.0,4,1,0,0.0,0.0,0.0,3,1.0,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,4,1,20.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,5,2,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,6,1,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,7,2,4.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLNQSCDEIJAH00855333,1.0,2,2,50.0,1,1.0,4,2,0,0.0,0.0,0.0,2,,2025
TQRMNORYYHLNQTCDEIJAH00878647,1.0,1,1,44.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORYYHLNQTCDEIJAH00878647,1.0,2,2,46.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNORYYHLNQTCDEIJAH00878647,1.0,3,2,7.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOPXTHMNRRCDEIJAH00878782,1.0,1,2,58.0,3,4.0,3,1,0,0.0,0.0,60000.0,3,1.0,2025
TQRMNOPXTHMNRRCDEIJAH00878782,1.0,2,1,26.0,5,4.0,4,1,0,0.0,0.0,,2,1.0,2025
TQRMNORWYHKLLLCDEIJAH00856863,1.0,2,2,50.0,2,4.0,4,1,0,0.0,0.0,380000.0,3,2.0,2025
TQRMNORWYHKLLLCDEIJAH00856863,1.0,3,2,27.0,5,4.0,4,1,0,0.0,0.0,,3,1.0,2025
TQRMNORWYHKLLLCDEIJAH00856863,1.0,1,1,48.0,2,4.0,3,1,0,0.0,0.0,0.0,2,1.0,2025
TQRMNOPPVHKMNRCDEIJAH00859699,1.0,4,2,31.0,3,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTWHJLMTCDEIJAH00878541,1.0,3,2,33.0,1,9.0,2,0,0,0.0,0.0,0.0,0,,2025
TQRMNOSTWHJLMTCDEIJAH00878541,1.0,4,2,20.0,5,9.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQPRHLOMPCDEIJAH00877244,1.0,1,2,76.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQPRHLOMPCDEIJAH00877244,1.0,2,1,33.0,1,4.0,4,1,0,0.0,0.0,0.0,3,2.0,2025
TQRMNOQPRHLOMPCDEIJAH00877244,1.0,3,2,29.0,1,4.0,6,1,0,0.0,0.0,,2,1.0,2025
TQRMNOQPRHLOMPCDEIJAH00877244,1.0,4,2,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOQPRHLOMPCDEIJAH00877244,1.0,5,1,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOPVQHJNMMCDEIJAH00872510,1.0,1,2,64.0,4,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPVQHJNMMCDEIJAH00872510,1.0,2,1,42.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPTUHMMOPCDEIIAD00878784,1.0,1,2,57.0,4,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPTUHMMOPCDEIIAD00878784,1.0,2,1,24.0,5,1.0,6,0,0,0.0,0.0,0.0,0,,2025
TQRMNORWSHMMOPCDEIIAD00878785,1.0,1,2,45.0,5,1.0,6,1,0,0.0,0.0,699000.0,3,2.0,2025
TQRMNORWSHMMOPCDEIIAD00878785,1.0,2,1,23.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNORWSHMMOPCDEIIAD00878785,1.0,3,2,15.0,5,1.0,3,2,0,0.0,0.0,0.0,3,,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,1,1,47.0,1,4.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,2,2,42.0,1,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,3,2,21.0,5,1.0,4,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,4,1,17.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSYTHLOMPCDEIJAH00878759,1.0,1,1,56.0,2,1.0,5,1,0,0.0,0.0,,3,1.0,2025
TQRMNOURXHKNKOCDEIJAH00878787,1.0,1,1,38.0,1,2.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOURXHKNKOCDEIJAH00878787,1.0,2,2,35.0,1,2.0,6,2,0,0.0,0.0,0.0,0,,2025
TQRMNOURXHKNKOCDEIJAH00878787,1.0,3,2,6.0,5,2.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOPWTHKMKPCDEIJAH00856994,1.0,3,1,26.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,5,1,8.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSVTHMNKMCDEIJAH00878786,1.0,6,2,15.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,8,1,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,9,1,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORUWHKOOMCDEIJAH00878676,1.0,1,2,28.0,5,1.0,4,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNORUWHKOOMCDEIJAH00878676,1.0,2,2,26.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORUWHKOOMCDEIJAH00878676,1.0,3,1,19.0,5,4.0,4,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNORUWHKOOMCDEIJAH00878676,1.0,4,1,2.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,1,1,57.0,1,4.0,2,1,0,0.0,0.0,,1,2.0,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,2,2,35.0,1,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,3,1,31.0,5,4.0,3,1,0,0.0,0.0,,3,1.0,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,4,1,29.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,5,2,28.0,5,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,6,2,23.0,5,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,7,2,32.0,5,4.0,4,3,7,0.0,0.0,0.0,0,,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,4,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,5,2,11.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,1,2,77.0,4,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,2,1,47.0,2,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,3,2,65.0,2,4.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOTPWHMNMLCDEIIAD00878737,1.0,1,1,62.0,2,12.0,6,1,0,0.0,0.0,3500000.0,3,2.0,2025
TQRMNOTPWHMNMLCDEIIAD00878737,1.0,2,2,59.0,2,12.0,6,1,0,0.0,0.0,800000.0,2,2.0,2025
TQRMNOSYTHLOMPCDEIJAH00878759,1.0,2,2,55.0,2,1.0,3,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSYTHLOMPCDEIJAH00878759,1.0,3,1,26.0,5,4.0,5,2,0,0.0,0.0,0.0,3,,2025
TQRMNOSYTHLOMPCDEIJAH00878759,1.0,4,1,23.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWTHKMKPCDEIJAH00856994,1.0,4,1,21.0,5,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPWTHKMKPCDEIJAH00856994,1.0,1,1,54.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWTHKMKPCDEIJAH00856994,1.0,2,2,51.0,2,1.0,4,1,0,0.0,0.0,200000.0,2,2.0,2025
TQRMNOPWTHKMKPCDEIJAH00856994,1.0,5,1,15.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,10,1,8.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORPPHJOPNCDEIJAH00874700,1.0,11,2,3.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOQUUHMKOMCDEIJAH00878677,1.0,1,1,24.0,5,1.0,4,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQRMNOQUUHMKOMCDEIJAH00878677,1.0,2,2,47.0,5,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,5,1,13.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,6,2,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,7,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSYRHMOQRCDEIJAH00878702,1.0,1,1,68.0,3,1.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,6,2,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOQXSHKMPSCDEIJAH00860705,1.0,7,1,56.0,3,4.0,2,3,7,0.0,0.0,0.0,0,,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,1,2,41.0,1,4.0,4,1,0,0.0,0.0,400000.0,3,2.0,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,2,1,39.0,1,4.0,3,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,3,2,24.0,5,4.0,4,2,0,0.0,0.0,0.0,0,,2025
TQRMNOQUQHKOPTCDEIJAH00861276,1.0,4,1,20.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQWSHMKMPCDEIIAD00878792,1.0,1,1,48.0,2,1.0,4,1,0,0.0,0.0,550000.0,3,1.0,2025
TQRMNOQWSHMKMPCDEIIAD00878792,1.0,2,2,48.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQWSHMKMPCDEIIAD00878792,1.0,3,2,22.0,5,1.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNOQUPHJMNRCDEIJAH00874188,1.0,1,2,72.0,1,2.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQUPHJMNRCDEIJAH00874188,1.0,2,1,81.0,1,2.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPRQHJNNUCDEIIAD00874291,1.0,1,1,45.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPRQHJNNUCDEIIAD00874291,1.0,2,2,42.0,2,1.0,6,1,0,0.0,0.0,1500000.0,3,2.0,2025
TQRMNOPRQHJNNUCDEIIAD00874291,1.0,3,1,11.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTTXHKOQQCDEIJAH00862822,1.0,1,2,55.0,4,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOTTXHKOQQCDEIJAH00862822,1.0,2,2,23.0,5,4.0,1,2,0,0.0,0.0,0.0,0,,2025
TQRMNORUWHMNQUCDEIJAH00878740,1.0,1,2,55.0,3,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNORUWHMNQUCDEIJAH00878740,1.0,2,1,30.0,5,4.0,2,1,0,0.0,0.0,,2,1.0,2025
TQSMNOTUYHKMNQCDEIJAH00878829,1.0,1,2,42.0,2,1.0,4,2,0,0.0,0.0,0.0,2,,2025
TQSMNOTUYHKMNQCDEIJAH00878829,1.0,2,1,45.0,2,1.0,5,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQSMNOTUYHKMNQCDEIJAH00878829,1.0,3,1,18.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQSMNOTUYHKMNQCDEIJAH00878829,1.0,4,2,13.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQSMNOTUYHKMNQCDEIJAH00878829,1.0,5,1,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPWVHLMPUCDEIJAH00855320,1.0,5,1,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPWWHMLPSCDEIJAH00878909,1.0,1,1,66.0,4,1.0,4,1,0,0.0,0.0,700000.0,3,2.0,2025
TQRMNOPWWHMLPSCDEIJAH00878909,1.0,2,1,39.0,3,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWWHMLPSCDEIJAH00878909,1.0,3,2,34.0,3,1.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNORSPHMMPPCDEIJAH00878907,1.0,1,2,37.0,3,2.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNORSPHMMPPCDEIJAH00878907,1.0,2,1,1.0,5,2.0,7,4,5,0.0,0.0,0.0,0,,2025
TQSMNOPYRHKLPLCDEIJAH00860645,1.0,1,1,36.0,1,4.0,4,1,0,0.0,0.0,,2,1.0,2025
TQSMNOPYRHKLPLCDEIJAH00860645,1.0,2,2,26.0,1,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQSMNOPYRHKLPLCDEIJAH00860645,1.0,3,1,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQSMNOPYRHKLPLCDEIJAH00860645,1.0,4,2,5.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQSMNOPYRHKLPLCDEIJAH00860645,1.0,5,2,56.0,3,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWVHLMPUCDEIJAH00855320,1.0,1,1,51.0,1,1.0,6,1,0,0.0,0.0,3500000.0,3,2.0,2025
TQRMNOPWVHLMPUCDEIJAH00855320,1.0,4,2,53.0,1,1.0,6,1,0,0.0,0.0,860000.0,3,2.0,2025
TQRMNOTTXHKOQQCDEIJAH00862822,1.0,3,1,18.0,5,4.0,2,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNORUWHMNQUCDEIJAH00878740,1.0,3,1,28.0,5,4.0,2,3,7,0.0,0.0,0.0,0,,2025
TQRMNORUWHMNQUCDEIJAH00878740,1.0,4,2,18.0,5,4.0,3,3,7,0.0,0.0,0.0,0,,2025
TQRMNOSTXHKKKRCDEIIAD00859265,1.0,2,1,17.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSTXHKKKRCDEIIAD00859265,1.0,1,2,57.0,3,1.0,6,1,0,0.0,0.0,1300000.0,3,2.0,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,3,2,25.0,5,4.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,4,2,21.0,5,4.0,3,1,0,0.0,0.0,,2,1.0,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,5,2,18.0,5,4.0,3,2,0,0.0,0.0,0.0,0,,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,6,2,3.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPWWHMLPSCDEIJAH00878909,1.0,4,2,13.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPWWHMLPSCDEIJAH00878909,1.0,5,2,7.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,1,1,60.0,3,1.0,4,1,0,0.0,0.0,650000.0,3,2.0,2025
TQRMNORXRHKMPRCDEIJAH00860989,1.0,2,2,50.0,3,1.0,2,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNOPRXHLMTMCDEIJAH00855205,1.0,1,1,46.0,5,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPRXHLMTMCDEIJAH00855205,1.0,2,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPRXHLMTMCDEIJAH00855205,1.0,3,2,13.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORQUHKLKNCDEIIAD00859208,1.0,1,2,51.0,1,1.0,6,1,0,0.0,0.0,2200000.0,3,2.0,2025
TQRMNORQUHKLKNCDEIIAD00859208,1.0,2,1,56.0,1,1.0,6,1,0,0.0,0.0,0.0,3,2.0,2025
TQRMNORQUHKLKNCDEIIAD00859208,1.0,3,2,11.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNORQUHKLKNCDEIIAD00859208,1.0,4,2,9.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOQPRHLMLUCDEIIAD00854841,1.0,1,2,39.0,1,1.0,1,1,0,0.0,0.0,480000.0,3,2.0,2025
TQRMNOQPRHLMLUCDEIIAD00854841,1.0,2,1,41.0,1,1.0,1,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQRMNOQPRHLMLUCDEIIAD00854841,1.0,3,2,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPYPHKOLQCDEIIAD00860194,1.0,1,2,50.0,5,4.0,1,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSQUHJOTUCDEIJAH00879264,1.0,1,2,81.0,4,1.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSQUHJOTUCDEIJAH00879264,1.0,2,1,25.0,5,4.0,3,1,0,0.0,0.0,,3,1.0,2025
TQRMNOPXRHKKMPCDEIIAD00878966,1.0,1,1,41.0,5,4.0,6,1,0,0.0,0.0,520000.0,3,1.0,2025
TQRMNOPXRHKKMPCDEIIAD00878966,1.0,2,2,47.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPYPHKOLQCDEIIAD00860194,1.0,2,2,16.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPYPHKOLQCDEIIAD00860194,1.0,3,2,10.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPYPHKOLQCDEIIAD00860194,1.0,4,2,12.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,4,2,12.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,5,1,10.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,6,2,,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,1,2,54.0,3,4.0,3,1,0,0.0,0.0,132000.0,3,2.0,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,2,2,34.0,4,4.0,4,1,0,0.0,0.0,60000.0,3,2.0,2025
TQRMNORUUHMOKQCDEIJAH00878916,1.0,3,2,27.0,5,1.0,5,1,0,0.0,0.0,350000.0,3,2.0,2025
TQRMNOSPYHMKNLCDEIIAD00878970,1.0,4,1,20.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPXRHKKMPCDEIIAD00878966,1.0,3,2,28.0,5,1.0,4,1,0,0.0,0.0,700000.0,3,2.0,2025
TQRMNOSPYHMKNLCDEIIAD00878970,1.0,1,1,56.0,2,1.0,5,1,0,0.0,0.0,3000000.0,3,2.0,2025
TQRMNOSPYHMKNLCDEIIAD00878970,1.0,2,2,54.0,2,1.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSPYHMKNLCDEIIAD00878970,1.0,3,1,28.0,5,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNORRTHJMKOCDEIJAH00874343,1.0,1,1,52.0,2,1.0,2,1,0,0.0,0.0,2000000.0,2,2.0,2025
TQRMNORRTHJMKOCDEIJAH00874343,1.0,2,2,43.0,2,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNORRTHJMKOCDEIJAH00874343,1.0,3,2,18.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWYHMKLPCDEIIAD00879087,1.0,2,2,32.0,1,4.0,6,2,0,0.0,0.0,0.0,3,,2025
TQRMNOSWYHMKLPCDEIIAD00879087,1.0,1,1,45.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQSMNOPXPHJNPUCDEIJAH00874237,1.0,3,1,17.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQSMNOPXPHJNPUCDEIJAH00874237,1.0,4,2,16.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQSMNOPXPHJNPUCDEIJAH00874237,1.0,1,1,40.0,1,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQSMNOPXPHJNPUCDEIJAH00874237,1.0,2,2,40.0,1,4.0,4,1,0,0.0,0.0,80000.0,3,1.0,2025
TQRMNORQYHMKTMCDEIJAH00879173,1.0,2,2,37.0,1,1.0,6,3,4,0.0,0.0,0.0,0,,2025
TQRMNORQYHMKTMCDEIJAH00879173,1.0,3,1,6.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORQYHMKTMCDEIJAH00879173,1.0,4,2,1.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNORQYHMKTMCDEIJAH00879173,1.0,1,1,38.0,1,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSPTHMMONCDEIJAH00879268,1.0,1,2,26.0,2,2.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSPTHMMONCDEIJAH00879268,1.0,2,1,40.0,2,2.0,4,1,0,0.0,0.0,,1,2.0,2025
TQRMNOSPTHMMONCDEIJAH00879268,1.0,3,1,2.0,5,2.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOSTQHMLPOCDEIJAH00878972,1.0,1,2,49.0,3,12.0,5,1,0,0.0,0.0,,1,2.0,2025
TQRMNOSTQHMLPOCDEIJAH00878972,1.0,2,2,15.0,2,12.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQPUHMONMCDEIIAD00878971,1.0,1,1,26.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQPUHMONMCDEIIAD00878971,1.0,2,2,27.0,1,1.0,4,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOQPUHMONMCDEIIAD00878971,1.0,3,1,9.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSTUHJMMUCDEIJAH00879175,1.0,4,1,15.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSTUHJMMUCDEIJAH00879175,1.0,1,2,52.0,1,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSTUHJMMUCDEIJAH00879175,1.0,2,1,41.0,1,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTUHJMMUCDEIJAH00879175,1.0,3,2,22.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORTUHMMOPCDEIJAH00879269,1.0,1,2,48.0,1,1.0,3,1,0,0.0,0.0,400000.0,3,1.0,2025
TQRMNORTUHMMOPCDEIJAH00879269,1.0,2,1,49.0,1,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNORTUHMMOPCDEIJAH00879269,1.0,3,1,15.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORTUHMMOPCDEIJAH00879269,1.0,4,1,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSURHJOPSCDEIJAH00874248,1.0,1,1,67.0,5,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSURHJOPSCDEIJAH00874248,1.0,2,2,34.0,5,4.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWYHMLPSCDEIJAH00879176,1.0,1,2,78.0,4,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPWYHMLPSCDEIJAH00879176,1.0,2,1,52.0,3,1.0,4,1,0,0.0,0.0,,3,1.0,2025
TQRMNOPWYHMLPSCDEIJAH00879176,1.0,3,2,18.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPWYHMLPSCDEIJAH00879176,1.0,4,1,16.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPYTHLOSTCDEIJAH00855194,1.0,4,1,28.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPYTHLOSTCDEIJAH00855194,1.0,5,1,8.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOPYTHLOSTCDEIJAH00855194,1.0,2,1,39.0,5,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPYTHLOSTCDEIJAH00855194,1.0,3,2,37.0,5,1.0,4,1,0,0.0,0.0,450000.0,3,2.0,2025
TQRMNOQPWHJNNQCDEIIAD00874196,1.0,1,2,70.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQPWHJNNQCDEIIAD00874196,1.0,2,1,87.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQSUHKLKSCDEIIAD00859266,1.0,1,1,76.0,2,1.0,6,3,1,0.0,0.0,0.0,0,,2025
