CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO
TQRMNOPUVHLOKTCDEIJAH00855154,1.0,1,2,37.0,4,4.0,3,1,0,0.0,0.0,780000.0,3,1.0,2025
TQRMNOPUVHLOKTCDEIJAH00855154,1.0,3,2,19.0,5,4.0,4,3,7,0.0,0.0,0.0,0,,2025
TQRMNOPUVHLOKTCDEIJAH00855154,1.0,4,1,15.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPSWHLKQSCDEIJAH00855078,1.0,1,2,66.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPVYHLKSQCDEIJAH00860177,1.0,2,2,40.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPVYHLKSQCDEIJAH00860177,1.0,3,2,14.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPVYHLKSQCDEIJAH00860177,1.0,4,1,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSXTHKMQPCDEIJAH00860323,1.0,1,2,32.0,1,2.0,5,1,0,0.0,0.0,225000.0,2,2.0,2025
TQRMNOSXTHKMQPCDEIJAH00860323,1.0,2,1,30.0,1,4.0,4,1,0,0.0,0.0,225000.0,2,2.0,2025
TQRMNOSXTHKMQPCDEIJAH00860323,1.0,3,2,55.0,4,1.0,2,1,0,0.0,0.0,0.0,4,2.0,2025
TQRMNOTQQHJMRQCDEIJAH00879866,1.0,1,2,31.0,1,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOTQQHJMRQCDEIJAH00879866,1.0,2,1,29.0,1,1.0,2,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTQQHJMRQCDEIJAH00879866,1.0,3,2,5.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOTQQHJMRQCDEIJAH00879866,1.0,4,1,10.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTQQHJMRQCDEIJAH00879866,1.0,5,2,1.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNORVPHMMMSCDEIJAH00879924,1.0,1,2,77.0,3,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,2,2,55.0,2,4.0,4,1,0,0.0,0.0,750000.0,2,2.0,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,3,2,35.0,1,4.0,4,1,0,0.0,0.0,75000.0,2,2.0,2025
TQRMNOQXTHLMKRCDEIJAH00855113,1.0,1,2,72.0,5,1.0,7,1,0,0.0,0.0,,2,2.0,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,1,2,59.0,2,4.0,3,1,0,0.0,0.0,75000.0,2,2.0,2025
TQRMNOSVRHJONTCDEIJAH00874160,1.0,3,2,9.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORYRHJMSTCDEIJAH00874112,1.0,1,1,89.0,4,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNORYRHJMSTCDEIJAH00874112,1.0,2,2,61.0,5,1.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNORYRHJMSTCDEIJAH00874112,1.0,3,2,29.0,5,4.0,4,3,7,0.0,0.0,0.0,0,,2025
TQRMNORYRHJMSTCDEIJAH00874112,1.0,4,2,25.0,5,4.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTQHLOKTCDEIJAH00855155,1.0,1,1,47.0,2,1.0,5,1,0,0.0,0.0,1300000.0,3,2.0,2025
TQRMNOSTQHLOKTCDEIJAH00855155,1.0,2,2,43.0,2,1.0,4,1,0,0.0,0.0,200000.0,3,2.0,2025
TQRMNOSTQHLOKTCDEIJAH00855155,1.0,3,1,21.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSTQHLOKTCDEIJAH00855155,1.0,4,2,18.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOUYYHMLMRCDEIIAD00879722,1.0,1,2,46.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOUYYHMLMRCDEIIAD00879722,1.0,2,2,28.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORRVHLKMQCDEIIAD00858514,1.0,1,1,50.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPQTHKOTMCDEIJAH00879785,1.0,1,1,54.0,2,2.0,4,1,0,0.0,0.0,,1,2.0,2025
TQRMNOPQTHKOTMCDEIJAH00879785,1.0,2,2,55.0,2,2.0,4,1,0,0.0,0.0,,1,2.0,2025
TQRMNOQYYHLLTTCDEIJAH00879786,1.0,1,2,31.0,1,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQYYHLLTTCDEIJAH00879786,1.0,2,1,33.0,1,1.0,4,1,0,0.0,0.0,400000.0,3,2.0,2025
TQRMNOQYWHJOSPCDEIJAH00873995,1.0,2,2,55.0,1,1.0,6,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQRMNORYSHMLSNCDEIJAH00879812,1.0,1,2,35.0,2,2.0,5,1,0,0.0,0.0,,2,2.0,2025
TQRMNORYSHMLSNCDEIJAH00879812,1.0,2,1,63.0,2,2.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNORYSHMLSNCDEIJAH00879812,1.0,3,1,2.0,5,2.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOQYWHJOSPCDEIJAH00873995,1.0,1,2,82.0,4,1.0,6,1,0,0.0,0.0,200000.0,2,2.0,2025
TQRMNOTUWHLOTUCDEIJAH00859887,1.0,1,2,72.0,5,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,4,1,41.0,1,4.0,4,1,0,0.0,0.0,75000.0,2,2.0,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,5,2,8.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,6,2,2.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOTUPHMMLMCDEIJAH00879977,1.0,7,2,,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,1,2,39.0,2,4.0,4,1,0,0.0,0.0,600000.0,2,2.0,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,2,1,49.0,2,4.0,4,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,3,1,18.0,5,4.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,4,1,13.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,5,1,8.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOTYXHMMLMCDEIJAH00879978,1.0,6,2,5.0,5,4.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPTTHKKRRCDEIJAH00862779,1.0,1,1,42.0,5,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTXHMOSTCDEIJAH00880034,1.0,1,1,67.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSTXHMOSTCDEIJAH00880034,1.0,2,2,65.0,2,1.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,1,1,67.0,2,1.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,2,2,67.0,2,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,3,2,82.0,5,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,4,2,40.0,3,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,5,2,12.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPSYHJOKPCDEIJAH00873968,1.0,6,1,7.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSSYHLMKUCDEIJAH00880132,1.0,1,1,36.0,5,4.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNORRVHLKMQCDEIIAD00858514,1.0,2,2,50.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNORRVHLKMQCDEIIAD00858514,1.0,3,2,6.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOQYRHLLRLCDEIJAH00855219,1.0,1,1,35.0,5,1.0,6,1,0,0.0,0.0,1800000.0,3,2.0,2025
TQRMNOSUPHMLKRCDEIJAH00879791,1.0,1,2,64.0,3,12.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSUPHMLKRCDEIJAH00879791,1.0,2,2,26.0,5,2.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLOSNCDEIJAH00855193,1.0,1,2,48.0,1,4.0,1,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLOSNCDEIJAH00855193,1.0,2,1,47.0,1,4.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSWVHLOSNCDEIJAH00855193,1.0,3,1,16.0,5,4.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSWVHLOSNCDEIJAH00855193,1.0,4,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSWVHLOSNCDEIJAH00855193,1.0,5,2,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNORYXHJKMSCDEIIAD00874461,1.0,1,1,75.0,2,2.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNORYXHJKMSCDEIIAD00874461,1.0,2,2,77.0,2,2.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPURHJONQCDEIJAH00879950,1.0,1,1,34.0,1,1.0,4,1,0,0.0,0.0,,2,2.0,2025
TQRMNORVVHMMOLCDEIIAD00879981,1.0,1,2,32.0,1,1.0,6,1,0,0.0,0.0,800000.0,3,1.0,2025
TQRMNORVVHMMOLCDEIIAD00879981,1.0,2,1,32.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOTQSHKOKMCDEIJAH00858472,1.0,1,1,49.0,2,4.0,2,1,0,0.0,0.0,1500000.0,2,1.0,2025
TQRMNOTQSHKOKMCDEIJAH00858472,1.0,2,2,49.0,2,4.0,3,3,4,0.0,0.0,0.0,0,,2025
TQRMNOTQSHKOKMCDEIJAH00858472,1.0,3,1,33.0,5,4.0,2,1,0,0.0,0.0,,3,1.0,2025
TQRMNOTQSHKOKMCDEIJAH00858472,1.0,4,1,21.0,5,4.0,4,1,0,0.0,0.0,1200000.0,3,2.0,2025
TQRMNOSTWHKKSMCDEIJAH00862063,1.0,1,2,61.0,5,4.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,1,2,64.0,4,1.0,2,1,0,0.0,0.0,270000.0,3,2.0,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,2,2,40.0,1,1.0,6,1,0,0.0,0.0,600000.0,3,2.0,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,3,1,40.0,1,4.0,1,1,0,0.0,0.0,0.0,3,1.0,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,4,2,18.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,5,2,19.0,5,4.0,4,2,0,0.0,0.0,0.0,0,,2025
TQRMNOSQYHJOTUCDEIJAH00874064,1.0,6,2,21.0,5,4.0,4,1,0,0.0,0.0,,3,1.0,2025
TQRMNOSTUHJLMTCDEIJAH00874047,1.0,1,2,71.0,4,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSTUHJLMTCDEIJAH00874047,1.0,2,1,43.0,5,1.0,6,0,0,0.0,0.0,0.0,0,,2025
TQRMNOSPYHMNNRCDEIIAD00879814,1.0,1,1,82.0,2,2.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSPYHMNNRCDEIIAD00879814,1.0,2,2,68.0,2,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTRVHMNNRCDEIIAD00879815,1.0,1,2,77.0,4,1.0,3,3,1,0.0,0.0,0.0,0,,2025
TQRMNOTQUHJMKRCDEIJAH00874010,1.0,1,1,49.0,1,4.0,4,1,0,0.0,0.0,1000000.0,2,2.0,2025
TQRMNOTQUHJMKRCDEIJAH00874010,1.0,2,2,49.0,1,4.0,5,1,0,0.0,0.0,0.0,2,1.0,2025
TQRMNOTQUHJMKRCDEIJAH00874010,1.0,3,1,28.0,5,4.0,5,1,0,0.0,0.0,400000.0,3,2.0,2025
TQRMNOQVPHKMOLCDEIIAD00859031,1.0,1,1,56.0,3,1.0,5,1,0,0.0,0.0,1000000.0,3,1.0,2025
TQRMNOTTWHLNNSCDEIIAD00874086,1.0,1,2,24.0,5,1.0,6,1,0,0.0,0.0,0.0,3,1.0,2025
TQRMNOQUYHMMKSCDEIJAH00879929,1.0,1,1,65.0,1,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQUYHMMKSCDEIJAH00879929,1.0,2,2,64.0,1,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQUYHMMKSCDEIJAH00879929,1.0,3,2,30.0,5,2.0,5,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQUYHMMKSCDEIJAH00879929,1.0,4,1,28.0,5,2.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNOQQSHMMNLCDEIJAH00879951,1.0,3,1,79.0,2,12.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNORPYHJKNSCDEIJAH00874150,1.0,1,1,61.0,2,1.0,6,1,0,0.0,0.0,,1,2.0,2025
TQRMNORPYHJKNSCDEIJAH00874150,1.0,2,2,61.0,2,1.0,6,1,0,0.0,0.0,,1,2.0,2025
TQRMNOPURHJONQCDEIJAH00879950,1.0,2,2,35.0,1,1.0,5,1,0,0.0,0.0,,2,1.0,2025
TQRMNOPURHJONQCDEIJAH00879950,1.0,3,2,4.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOQQSHMMNLCDEIJAH00879951,1.0,1,2,75.0,2,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOQQSHMMNLCDEIJAH00879951,1.0,2,2,53.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORQWHLOOOCDEIIAD00854801,1.0,1,2,76.0,5,2.0,5,3,2,0.0,0.0,0.0,0,,2025
TQRMNOSTWHKKSMCDEIJAH00862063,1.0,2,2,94.0,4,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,1,1,53.0,2,4.0,2,1,0,0.0,0.0,300000.0,2,1.0,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,2,2,50.0,2,4.0,4,1,0,0.0,0.0,200000.0,2,2.0,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,3,2,21.0,5,4.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,4,1,19.0,5,4.0,5,2,0,0.0,0.0,0.0,3,,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,5,2,14.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOSYWHKOMLCDEIJAH00858588,1.0,6,1,7.0,5,4.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOUQTHJLNNCDEIIAD00879758,1.0,1,2,39.0,5,2.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSSUHMONOCDEIIAD00879756,1.0,1,2,38.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSSUHMONOCDEIIAD00879756,1.0,2,1,40.0,2,1.0,6,1,0,0.0,0.0,,2,2.0,2025
TQRMNOSSUHMONOCDEIIAD00879756,1.0,3,2,7.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSSUHMONOCDEIIAD00879756,1.0,4,2,3.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,1,1,32.0,2,1.0,2,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,2,2,25.0,2,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,3,2,10.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNORUUHJLTNCDEIJAH00874012,1.0,4,1,13.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQTPHMMTPCDEIJAH00880176,1.0,3,2,26.0,5,4.0,4,0,0,0.0,0.0,0.0,0,,2025
TQRMNOQTPHMMTPCDEIJAH00880176,1.0,4,1,10.0,5,4.0,1,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQTPHMMTPCDEIJAH00880176,1.0,1,2,39.0,1,4.0,5,1,0,0.0,0.0,350000.0,2,2.0,2025
TQRMNOQTPHMMTPCDEIJAH00880176,1.0,2,1,43.0,1,4.0,5,0,0,0.0,0.0,0.0,0,,2025
TQRMNORRQHJLPLCDEIJAH00874050,1.0,3,2,6.0,5,1.0,7,4,3,0.0,0.0,0.0,0,,2025
TQRMNORUVHKOOMCDEIJAH00859063,1.0,1,2,69.0,1,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNORUVHKOOMCDEIJAH00859063,1.0,2,1,55.0,1,1.0,5,1,0,0.0,0.0,700000.0,3,2.0,2025
TQRMNOPXYHJLPLCDEIJAH00874005,1.0,1,2,31.0,1,1.0,6,1,0,0.0,0.0,1400000.0,3,2.0,2025
TQRMNOPXYHJLPLCDEIJAH00874005,1.0,2,1,32.0,1,1.0,4,1,0,0.0,0.0,1500000.0,3,2.0,2025
TQRMNORRQHJLPLCDEIJAH00874050,1.0,1,1,32.0,1,1.0,2,1,0,0.0,0.0,,1,2.0,2025
TQRMNORRQHJLPLCDEIJAH00874050,1.0,2,2,28.0,1,1.0,5,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPUSHJONQCDEIJAH00877216,1.0,1,1,78.0,2,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNOPUSHJONQCDEIJAH00877216,1.0,2,2,79.0,2,1.0,3,3,4,0.0,0.0,0.0,0,,2025
TQRMNOPUSHJONQCDEIJAH00877216,1.0,3,2,53.0,5,4.0,3,1,0,0.0,0.0,360000.0,3,2.0,2025
TQRMNOPUSHJONQCDEIJAH00877216,1.0,4,2,15.0,5,4.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQYQHJMNRCDEIJAH00876580,1.0,1,1,55.0,2,1.0,3,1,0,0.0,0.0,1050000.0,3,2.0,2025
TQRMNOQYQHJMNRCDEIJAH00876580,1.0,2,2,53.0,2,1.0,4,1,0,0.0,0.0,,1,9.0,2025
TQRMNORUQHMMLOCDEIJAH00880448,1.0,2,2,52.0,2,1.0,4,1,0,0.0,0.0,,2,1.0,2025
TQRMNORUQHMMLOCDEIJAH00880448,1.0,3,2,13.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQRMNORUQHMMLOCDEIJAH00880448,1.0,4,1,27.0,5,4.0,4,1,0,0.0,0.0,800000.0,3,2.0,2025
TQRMNOPUTHLKPLCDEIJAH00855526,1.0,1,1,57.0,2,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPUTHLKPLCDEIJAH00855526,1.0,2,2,54.0,2,1.0,6,1,0,0.0,0.0,,1,2.0,2025
TQRMNOPUTHLKPLCDEIJAH00855526,1.0,4,1,24.0,5,1.0,6,2,0,0.0,0.0,0.0,3,,2025
TQRMNORPRHJMMLCDEIJAH00877218,1.0,2,2,57.0,1,1.0,4,1,0,0.0,0.0,500000.0,3,2.0,2025
TQRMNORUQHMMLOCDEIJAH00880448,1.0,1,1,60.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,4,2,3.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,5,1,10.0,2,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,6,2,31.0,2,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,7,2,41.0,5,1.0,3,0,0,0.0,0.0,0.0,0,,2025
TQRMNOPRUHJMTQCDEIJAH00880177,1.0,8,1,30.0,5,1.0,3,0,0,0.0,0.0,0.0,0,,2025
TQRMNOPWQHLLOPCDEIJAH00855056,1.0,1,2,83.0,4,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNORYPHJMPQCDEIJAH00874157,1.0,1,2,57.0,3,1.0,3,1,0,0.0,0.0,,3,1.0,2025
TQRMNORYPHJMPQCDEIJAH00874157,1.0,2,1,30.0,5,4.0,4,3,7,0.0,0.0,0.0,0,,2025
TQRMNOQSUHMLNOCDEIJAH00880318,1.0,2,2,2.0,5,2.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOTVQHKMNQCDEIJAH00861483,1.0,1,2,59.0,1,4.0,5,1,0,0.0,0.0,,2,2.0,2025
TQRMNOTVQHKMNQCDEIJAH00861483,1.0,2,1,52.0,1,1.0,3,1,0,0.0,0.0,,2,2.0,2025
TQRMNOTVQHKMNQCDEIJAH00861483,1.0,3,2,23.0,5,4.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOQSUHMLNOCDEIJAH00880318,1.0,1,2,35.0,5,2.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSTRHLMKUCDEIJAH00855024,1.0,2,2,63.0,1,1.0,1,3,7,0.0,0.0,0.0,0,,2025
TQRMNOPWUHKMKPCDEIJAH00858487,1.0,2,2,41.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWUHKMKPCDEIJAH00858487,1.0,3,1,39.0,3,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWUHKMKPCDEIJAH00858487,1.0,4,2,24.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOPWUHKMKPCDEIJAH00858487,1.0,5,2,22.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNOPWUHKMKPCDEIJAH00858487,1.0,1,2,61.0,2,1.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNOSWSHLMLTCDEIJAH00855742,1.0,1,1,41.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSWSHLMLTCDEIJAH00855742,1.0,2,2,41.0,2,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOSWSHLMLTCDEIJAH00855742,1.0,3,1,9.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOSWSHLMLTCDEIJAH00855742,1.0,4,2,3.0,5,1.0,7,4,5,0.0,0.0,0.0,0,,2025
TQRMNOPWVHLKLUCDEIJAH00861127,1.0,1,2,66.0,5,1.0,6,3,1,0.0,0.0,0.0,0,,2025
TQRMNOSTRHLMKUCDEIJAH00855024,1.0,3,1,18.0,5,4.0,4,1,0,0.0,0.0,,2,1.0,2025
TQRMNOSTRHLMKUCDEIJAH00855024,1.0,1,1,65.0,1,1.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNORTRHKOQQCDEIJAH00865998,1.0,1,1,55.0,2,4.0,2,1,0,0.0,0.0,500000.0,3,2.0,2025
TQRMNORTRHKOQQCDEIJAH00865998,1.0,2,2,58.0,2,4.0,2,3,4,0.0,0.0,0.0,0,,2025
TQRMNORTRHKOQQCDEIJAH00865998,1.0,3,2,22.0,5,4.0,4,2,0,0.0,0.0,0.0,0,,2025
TQRMNOQQVHMLLQCDEIIAD00880425,1.0,1,2,52.0,5,1.0,6,1,0,0.0,0.0,,1,2.0,2025
TQRMNOQYWHKLPLCDEIJAH00858568,1.0,1,1,28.0,1,1.0,4,1,0,0.0,0.0,900000.0,3,2.0,2025
TQRMNOQYWHKLPLCDEIJAH00858568,1.0,2,2,21.0,1,4.0,4,1,0,0.0,0.0,,3,2.0,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,1,2,40.0,3,4.0,4,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,2,1,19.0,5,1.0,3,3,3,0.0,0.0,0.0,0,,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,3,2,16.0,5,1.0,3,1,0,0.0,0.0,,3,2.0,2025
TQRMNORVYHKMOTCDEIJAH00859867,1.0,1,2,52.0,2,1.0,4,3,4,0.0,0.0,0.0,0,,2025
TQRMNORVYHKMOTCDEIJAH00859867,1.0,2,1,52.0,2,1.0,4,1,0,0.0,0.0,2000000.0,3,2.0,2025
TQRMNORVYHKMOTCDEIJAH00859867,1.0,3,1,28.0,5,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNORVYHKMOTCDEIJAH00859867,1.0,4,2,26.0,5,12.0,5,3,6,0.0,0.0,0.0,0,,2025
TQRMNORVYHKMOTCDEIJAH00859867,1.0,5,2,20.0,5,1.0,5,3,3,0.0,0.0,0.0,0,,2025
TQRMNORXXHKLNLCDEIJAH00880265,1.0,1,1,96.0,2,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNORXXHKLNLCDEIJAH00880265,1.0,2,2,95.0,2,1.0,2,3,1,0.0,0.0,0.0,0,,2025
TQRMNORXXHKLNLCDEIJAH00880265,1.0,3,1,60.0,3,2.0,4,1,0,0.0,0.0,,3,2.0,2025
TQSMNOQWRHLOTQCDEIJAH00860986,1.0,1,2,69.0,3,1.0,5,3,1,0.0,0.0,0.0,0,,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,4,1,10.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,5,1,10.0,5,1.0,1,3,3,0.0,0.0,0.0,0,,2025
TQTMNORVYHLOTOCDEIJAH00880213,1.0,6,1,8.0,5,1.0,1,4,3,0.0,0.0,0.0,0,,2025
TQRMNOTQUHLLMRCDEIIAD00854772,1.0,1,2,62.0,5,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQQXHMKNLCDEIIAD00880410,1.0,1,1,46.0,2,1.0,4,2,0,0.0,0.0,0.0,3,,2025
TQRMNOTQVHMKSRCDEIJAH00880480,1.0,1,1,28.0,1,1.0,5,1,0,0.0,0.0,1000000.0,3,2.0,2025
TQRMNOTQVHMKSRCDEIJAH00880480,1.0,2,2,29.0,1,1.0,6,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQRUHJKLQCDEIIAD00875257,1.0,1,2,75.0,4,1.0,4,3,1,0.0,0.0,0.0,0,,2025
TQRMNOQRUHJKLQCDEIIAD00875257,1.0,2,1,45.0,3,1.0,4,1,0,0.0,0.0,,3,2.0,2025
TQRMNOQVXHLLNMCDEIIAD00854773,1.0,2,1,52.0,1,4.0,3,1,0,0.0,0.0,,2,1.0,2025
