fold,train_size,test_size,train_start_date,train_end_date,test_start_date,test_end_date,rmse,mae,r2,dir_acc
30,3240,60,2000-01-03,2012-06-20,2012-06-21,2012-09-12,164.98640429791718,133.74894762458314,-0.4739087219767424,0.3333333333333333
31,3300,60,2000-01-03,2012-09-12,2012-09-13,2012-12-05,120.7257257454193,67.65004503282167,0.07614867632898392,0.7
32,3360,60,2000-01-03,2012-12-05,2012-12-06,2013-02-27,122.86158169863263,56.03288166749902,-0.06952315077520699,0.5833333333333334
33,3420,60,2000-01-03,2013-02-27,2013-02-28,2013-05-22,96.27410850342707,56.3395898556837,-0.10983355930100269,0.5
34,3480,60,2000-01-03,2013-05-22,2013-05-23,2013-08-14,97.03727310800316,69.32847239130554,0.2900214040787886,0.48333333333333334
35,3540,60,2000-01-03,2013-08-14,2013-08-15,2013-11-06,79.85013901976694,65.00114282562461,-0.17557961304897707,0.5833333333333334
36,3600,60,2000-01-03,2013-11-06,2013-11-07,2014-01-29,84.7655104229992,54.137090305650936,-0.02125140525190039,0.4666666666666667
37,3660,60,2000-01-03,2014-01-29,2014-01-30,2014-04-23,91.18859588822994,64.43028843803087,0.10308593222203066,0.35
38,3720,60,2000-01-03,2014-04-23,2014-04-24,2014-07-16,96.39439550823562,51.925156719657075,0.4237445115086722,0.7833333333333333
39,3780,60,2000-01-03,2014-07-16,2014-07-17,2014-10-08,71.56341697725772,60.78807140530265,0.6563697285127954,0.45
40,3840,60,2000-01-03,2014-10-08,2014-10-09,2014-12-31,46.51044652340003,36.14661385458058,-2.4688883110631847,0.4
41,3900,60,2000-01-03,2014-12-31,2015-01-01,2015-03-25,91.98279966989077,87.47679014895624,-31.869270052783577,0.43333333333333335
42,3960,60,2000-01-03,2015-03-25,2015-03-26,2015-06-17,23.5855965722515,18.639512170522547,-0.2947913260074866,0.5833333333333334
43,4020,60,2000-01-03,2015-06-17,2015-06-18,2015-09-09,46.44169423769974,37.693804415631725,0.41707939729108756,0.5833333333333334
44,4080,60,2000-01-03,2015-09-09,2015-09-10,2015-12-02,37.55854340559946,30.98104760729021,-2.765119676019185,0.65
45,4140,60,2000-01-03,2015-12-02,2015-12-03,2016-02-24,43.02211426948738,31.612987697885266,-1.0743776090071853,0.48333333333333334
46,4200,60,2000-01-03,2016-02-24,2016-02-25,2016-05-18,45.74666268236399,40.62026235446819,0.5808268714397451,0.31666666666666665
47,4260,60,2000-01-03,2016-05-18,2016-05-19,2016-08-10,50.35383090817491,39.95797151252501,0.3998047202698132,0.55
48,4320,60,2000-01-03,2016-08-10,2016-08-11,2016-11-02,44.1790449000359,34.96729876937035,-3.4564613195980582,0.5166666666666667
49,4380,60,2000-01-03,2016-11-02,2016-11-03,2017-01-25,30.92229387433623,24.117106287182473,-0.4142187484405295,0.6166666666666667
50,4440,60,2000-01-03,2017-01-25,2017-01-26,2017-04-19,39.81767733981806,35.27792486458812,-0.07116704053527068,0.38333333333333336
